ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789535171	110	0.066	uncounted	exit	0.0	0	-c
1789535171	112	0.045	uncounted	exit	0.0	0	-c
1789535171	114	0.031	uncounted	exit	0.0	0	-m --version
1789535171	116	0.030	uncounted	exit	0.0	0	-c
1789535191	242	5.051	counted	exit	3.6	1	train.py
1789535210	274	0.882	uncounted	exit	0.5	0	-c
1789535219	312	0.066	uncounted	exit	0.0	0	-c
1789535219	314	0.034	uncounted	exit	0.0	0	-c
1789535220	316	0.059	uncounted	exit	0.0	0	-c
1789535238	415	30.680	counted	exit	8.6	1	train.py
1789535248	517	13.893	counted	exit	4.2	1	train.py
1789535261	548	0.693	uncounted	exit	0.3	0	-c
1789535283	679	8.671	counted	exit	2.9	1	train.py
1789535294	769	9.501	counted	exit	3.0	1	train.py
1789535305	871	11.332	counted	exit	3.5	1	train.py
1789535342	958	66.112	counted	exit	17.3	33	train.py
1789535355	992	0.671	uncounted	exit	0.3	0	-c
1789535370	1056	28.545	counted	exit	8.1	6	train.py
1789535376	1125	0.731	uncounted	exit	0.4	0	probe.py
1789535379	1185	0.772	uncounted	exit	0.4	0	probe.py
1789535383	1245	0.796	uncounted	exit	0.4	0	probe.py
1789535399	1309	6.722	counted	exit	2.3	1	train.py
1789535411	1411	2.776	counted	exit	1.3	1	train.py
1789535425	1498	5.509	counted	exit	2.0	5	train.py
1789535433	1600	10.936	counted	exit	3.4	10	train.py
1789535443	1702	20.475	counted	exit	5.8	12	train.py
1789535455	1804	22.556	counted	exit	6.3	16	train.py
1789535471	1891	30.038	counted	exit	8.5	20	train.py
1789535504	2204	28.985	counted	exit	8.5	20	train.py
1789535526	2322	31.292	counted	exit	8.9	20	train.py
1789535546	2436	33.722	counted	exit	9.4	20	train.py
1789535569	2642	29.124	counted	exit	8.2	20	train.py
1789535602	2759	34.825	counted	exit	9.8	20	train.py
1789535626	2859	48.364	counted	exit	13.1	36	train.py
1789535657	3047	53.800	counted	exit	14.5	36	train.py
1789535678	3149	54.154	counted	exit	14.7	36	train.py
1789535702	3266	48.775	counted	exit	13.2	36	train.py
1789535728	3380	53.569	counted	exit	14.5	36	train.py
1789535752	3479	51.925	counted	exit	14.1	36	train.py
1789535760	3522	0.784	uncounted	exit	0.4	0	-c
1789535789	3601	68.797	counted	exit	18.3	40	train.py
1789535816	3703	88.291	counted	exit	23.2	52	train.py
1789535847	3817	88.306	counted	exit	23.1	46	train.py
1789535895	3916	125.710	counted	exit	37.2	40	train.py
1789535919	4031	68.322	counted	exit	18.3	40	train.py
1789535945	4249	69.172	counted	exit	18.3	40	train.py
1789535969	4363	64.874	counted	exit	17.2	40	train.py
1789535999	4462	67.328	counted	exit	17.8	40	train.py
1789536022	4564	65.982	counted	exit	17.6	40	train.py
1789536044	4678	63.108	counted	exit	16.8	40	train.py
1789536062	4780	46.616	counted	exit	12.5	40	train.py
1789536086	4894	64.913	counted	exit	17.2	40	train.py
1789536115	5037	62.759	counted	exit	16.8	40	train.py
1789536164	5136	140.252	counted	exit	39.8	42	train.py
1789536194	5173	106.393	exempt	exit	27.8	42	validate.py
