ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789634492	31	1.557	uncounted	exit	1.2	0	-c
1789634498	56	4.096	counted	exit	2.6	1	train.py
1789634519	96	11.276	counted	exit	3.5	1	train.py
1789634554	125	3.515	uncounted	exit	1.5	2	-
1789634570	137	25.946	uncounted	exit	7.6	5	-
1789634598	149	16.671	uncounted	exit	4.8	1	-
1789634630	161	100.663	uncounted	exit	26.2	4	-
1789634673	173	86.903	uncounted	exit	23.3	5	-
1789634736	185	187.616	uncounted	exit	49.3	10	-
1789634788	197	145.697	uncounted	exit	38.2	7	-
1789634874	209	248.536	uncounted	exit	63.9	10	-
1789634920	221	140.551	uncounted	exit	37.0	6	-
1789634951	248	35.509	counted	exit	11.1	1	train.py
1789634990	273	95.651	uncounted	exit	25.9	3	-
1789635026	285	74.351	uncounted	exit	20.2	2	-
1789635110	297	292.375	uncounted	exit	75.0	8	-
1789635268	309	249.114	uncounted	exit	64.6	6	-
1789635356	336	55.059	counted	exit	16.1	1	train.py
1789635445	361	279.286	uncounted	exit	75.6	6	-
1789635460	373	0.071	uncounted	exit	0.0	0	-
1789635498	376	114.806	uncounted	exit	31.3	2	-
1789635576	388	263.596	uncounted	exit	68.9	5	-
1789635676	415	270.683	counted	exit	73.3	5	train.py
1789635769	440	66.058	uncounted	exit	19.6	2	-
1789635847	452	214.732	uncounted	exit	57.9	5	-
1789635924	464	225.590	uncounted	exit	62.8	7	-
1789636007	491	192.327	counted	exit	56.6	5	train.py
1789636164	516	407.246	uncounted	exit	122.0	11	-
1789636237	543	210.881	counted	exit	61.7	5	train.py
1789636343	568	376.196	uncounted	exit	96.8	9	-
1789636507	580	457.484	uncounted	exit	131.5	12	-
1789636571	592	109.586	uncounted	exit	32.6	3	-
1789636653	604	151.039	uncounted	exit	46.6	5	-
1789636724	616	182.857	uncounted	exit	56.2	5	-
1789636800	643	232.437	counted	exit	67.3	5	train.py
1789636896	668	135.431	uncounted	exit	38.6	3	-
1789636984	680	258.171	uncounted	exit	71.6	6	-
1789637096	707	265.235	counted	exit	74.0	6	train.py
1789637123	732	11.254	uncounted	exit	10.5	0	-
1789637252	741	416.172	uncounted	exit	115.1	10	-
1789637364	753	356.629	uncounted	exit	97.1	8	-
1789637498	780	374.713	counted	exit	110.7	6	train.py
1789637594	821	273.018	counted	exit	75.9	6	train.py
1789637687	846	266.083	uncounted	exit	79.1	4	-
1789637842	858	427.367	uncounted	exit	117.4	10	-
1789637847	870	0.068	uncounted	exit	0.0	0	-c
1789637848	873	1.762	uncounted	exit	1.1	0	-c
1789637956	883	344.637	uncounted	exit	97.0	6	-
1789638110	909	510.162	uncounted	exit	138.7	11	-
1789638238	921	401.657	uncounted	exit	112.7	9	-
1789638327	936	280.479	exempt	exit	78.8	6	validate.py
1789638409	948	274.876	uncounted	exit	77.2	6	-
1789638464	960	162.959	uncounted	exit	46.3	4	-
1789638564	972	326.902	uncounted	exit	90.4	8	-
1789638593	984	53.806	uncounted	exit	18.2	1	-
1789638688	996	325.511	uncounted	exit	87.8	7	-
1789638901	1008	655.184	uncounted	exit	188.8	12	-
1789639055	1021	441.864	uncounted	exit	123.5	10	-
1789639138	1050	285.984	counted	exit	79.0	6	train.py
1789639233	1090	275.751	counted	exit	76.9	6	train.py
1789639346	1137	380.254	counted	exit	102.9	6	train.py
1789639434	1179	282.862	counted	exit	78.4	6	train.py
1789639522	1222	311.191	counted	exit	85.4	6	train.py
1789639602	1263	279.547	counted	exit	76.2	6	train.py
1789639687	1305	294.650	counted	exit	80.8	6	train.py
1789639696	1348	4.706	counted	exit	4.0	0	train.py
1789639789	1389	317.221	counted	exit	86.6	6	train.py
1789639882	1430	316.634	counted	exit	86.3	6	train.py
1789639977	1471	331.892	counted	exit	90.4	6	train.py
1789640088	1512	383.222	counted	exit	107.9	6	train.py
1789640221	1554	410.577	counted	exit	111.9	6	train.py
1789640343	1595	394.369	counted	exit	108.5	6	train.py
1789640461	1620	405.839	exempt	exit	112.5	6	validate.py
