n	commit	eval_auc	status	seconds	description
1	0a6a2cc	0.7141	ok	4	baseline
2	e204290	0.7142	ok	2	early stopping 3000 trees lr0.1 d6
3	b4ac615	0.7091	ok	3	FE v1: hour/hourfrac/route/logdist/int-calendar
4	bae8110	0.7097	ok	3	FE v1b: keep raw DepTime + hour/hourfrac/route/logdist
5	b064cc7	0.7213	ok	4	core feats + shallow depth d4 lr.05 lambda.5
6	951bd96	0.7219	ok	26	ensemble 10x col0.8 seed bag
7	8eb226f	0.7228	ok	13	recency quad weights + 5-bag
8	d7f10c7	0.0000	crash	1	FE v2: hourcarrier + minute + orighourcount, depth 5
9	cf58f1e	0.7325	ok	24	FE v2 fixed: hourcarrier + minute + orighourcount, depth 5
10	e886609	0.7402	ok	29	depth 10 with v2 features
11	1eb2c70	0.7532	ok	57	d16 col0.6 5-bag
12	45258cb	0.7547	ok	72	d18 col0.6 5-bag
13	3d70f42	0.7558	ok	76	v3 FE: desthour+routecounts+distpermin
14	a0f25da	0.7559	ok	77	seed 7 replica of v3 d18 5-bag (variance check)
15	66c6035	0.0000	timeout	121	10-bag d18 patience60
16	b973276	0.7561	ok	80	7-bag d18 patience50
17	9c51462	0.7555	ok	47	lr.08 6-bag patience40
