ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789501932	105	0.032	uncounted	exit	0.0	0	-c
1789501932	107	0.032	uncounted	exit	0.0	0	-c
1789501932	109	0.031	uncounted	exit	0.0	0	-m --version
1789501932	111	0.032	uncounted	exit	0.0	0	-c
1789501984	202	5.078	counted	exit	3.6	1	train.py
1789502007	237	1.779	uncounted	exit	1.0	0	-
1789502033	282	0.039	uncounted	exit	0.0	0	-c
1789502033	284	0.036	uncounted	exit	0.0	0	-c
1789502033	286	0.034	uncounted	exit	0.0	0	-c
1789502046	348	16.537	counted	exit	4.7	2	train.py
1789502062	448	18.826	counted	exit	5.4	1	train.py
1789502086	514	16.878	uncounted	exit	4.9	1	/tmp/sweep1.py
1789502096	588	16.510	uncounted	exit	4.7	1	/tmp/sweep1.py
1789502141	649	139.056	uncounted	exit	35.6	6	/tmp/sweep1.py
1789502179	777	4.686	counted	exit	1.8	1	train.py
1789502225	843	103.236	uncounted	exit	27.7	8	/tmp/sweep2.py
1789502297	898	226.681	uncounted	exit	59.1	9	/tmp/sweep3.py
1789502442	956	533.964	uncounted	exit	135.2	7	/tmp/sweep4.py
1789502461	1032	16.017	counted	exit	4.7	1	train.py
1789502522	1098	162.452	uncounted	exit	43.4	10	/tmp/sweep5.py
1789502594	1153	218.351	uncounted	exit	58.1	13	/tmp/sweep6.py
1789502706	1208	361.691	uncounted	exit	95.5	16	/tmp/sweep7.py
1789502962	1263	904.850	uncounted	exit	244.0	25	/tmp/sweep8.py
1789503037	1391	211.694	counted	exit	58.4	5	train.py
1789503470	1458	1555.643	uncounted	term	420.0	34	/tmp/sweep9.py
1789503939	1489	1735.855	uncounted	exit	467.6	39	/tmp/sweep9.py
1789504461	1582	1571.395	uncounted	exit	423.4	37	/tmp/sweep10.py
