ts	pid	kind	api	rows	seconds
1789589199	185	counted	train	100000	0.16
1789589255	370	counted	train	100000	2.21
1789589268	535	counted	train	100000	2.04
1789589282	634	counted	train	100000	1.17
1789589333	696	counted	train	100000	3.12
1789589344	758	counted	train	100000	5.45
1789589361	820	counted	train	100000	6.06
1789589376	882	counted	train	100000	8.11
1789589395	944	counted	train	100000	13.13
1789589430	1006	counted	train	100000	22.24
1789589471	1068	counted	train	100000	28.18
1789589519	1131	counted	train	100000	37.26
1789589606	1309	counted	train	100000	64.70
1789589646	1362	counted	train	100000	29.02
1789589714	1426	counted	train	100000	59.98
1789589803	1615	counted	train	100000	64.66
1789589895	1680	counted	train	100000	75.75
1789590008	1733	counted	train	100000	99.96
1789590131	1796	counted	train	100000	88.91
1789590258	1862	counted	train	100000	100.44
1789590333	1914	counted	train	100000	59.54
1789590412	1978	counted	train	100000	69.77
1789590486	2078	counted	train	100000	28.86
1789590516	2078	counted	train	100000	30.11
1789590546	2078	counted	train	100000	29.17
1789590593	2181	counted	train	100000	27.78
1789590623	2181	counted	train	100000	29.85
1789590652	2181	counted	train	100000	29.03
1789590682	2181	counted	train	100000	29.72
1789590729	2236	counted	train	100000	32.06
1789590760	2236	counted	train	100000	31.48
1789590791	2236	counted	train	100000	31.10
1789590891	2317	counted	train	100000	32.86
1789590925	2317	counted	train	100000	33.73
1789590960	2317	counted	train	100000	34.80
1789591016	2371	counted	train	100000	37.54
1789591053	2371	counted	train	100000	37.18
1789591089	2371	counted	train	100000	36.08
1789591145	2425	counted	train	100000	29.49
1789591175	2425	counted	train	100000	29.67
1789591206	2425	counted	train	100000	30.74
1789591255	2478	counted	train	100000	32.78
1789591289	2478	counted	train	100000	33.44
1789591320	2478	counted	train	100000	31.57
1789591376	2532	counted	train	100000	36.75
1789591413	2532	counted	train	100000	36.36
1789591449	2532	counted	train	100000	36.06
1789591556	2599	counted	train	100000	35.92
1789591593	2599	counted	train	100000	36.80
1789591679	2652	counted	train	100000	26.59
1789591705	2652	counted	train	100000	26.35
1789591733	2652	counted	train	100000	27.24
1789591793	2707	counted	train	100000	28.77
1789591823	2707	counted	train	100000	30.13
1789591853	2707	counted	train	100000	29.72
1789591908	2762	counted	train	100000	32.86
1789591942	2762	counted	train	100000	33.79
1789591972	2762	counted	train	100000	30.47
1789592106	2816	counted	train	100000	35.26
1789592138	2816	counted	train	100000	32.23
1789592170	2816	counted	train	100000	32.17
1789592234	2871	counted	train	100000	33.13
1789592268	2871	counted	train	100000	33.93
1789592302	2871	counted	train	100000	33.71
1789592358	2926	counted	train	100000	37.06
1789592394	2926	counted	train	100000	35.89
1789592429	2926	counted	train	100000	35.29
1789592478	2981	counted	train	100000	33.20
1789592512	2981	counted	train	100000	33.57
1789592545	2981	counted	train	100000	33.62
1789592596	3036	counted	train	100000	33.74
1789592629	3036	counted	train	100000	32.86
1789592660	3036	counted	train	100000	30.43
1789592713	3084	exempt	train	100000	34.70
1789592748	3084	exempt	train	100000	34.98
1789592780	3084	exempt	train	100000	32.05
