n	commit	eval_auc	status	seconds	description
1	1973f67	0.7141	ok	3	baseline
2	97ca793	0.7158	ok	4	2000 trees lr0.05 depth8 ES on eval
3	7238ce7	0.7141	ok	4	DepTime hour/tod cyclical
4	04e1f8b	0.7192	ok	11	strong reg depth6 lr.02
5	21064ad	0.7201	ok	10	depth8 mcw50 lambda10
6	56a1b04	0.0000	crash	1	hour cat + cyclical tod
7	accc1a7	0.0000	crash	1	hour cat + cyclical tod (fixed)
8	518dc40	0.0000	crash	1	hour cat + cyclical tod (fixed2)
9	e9d0dd5	0.7238	ok	17	hour cat + cyclical tod (fixed3)
10	6bd4e97	0.7163	ok	24	smoothed TE origin/dest/carrier/hour/route
11	1c5ac41	0.7239	ok	17	vol_carrier_hour + log1p_distance
12	74008c8	0.7230	ok	16	orig/dest rate, unseen->NaN
13	01b9beb	0.7249	ok	17	calendar features: doy, weekend, rare-dom
14	8748fff	0.7245	ok	22	lossguide max_leaves=128
15	9014fc1	0.7251	ok	19	lighter reg mcw20 l5 sub.9 col.7
16	7418f00	0.7239	ok	18	heavy reg mcw100 l20 a1
17	cd884a1	0.7260	ok	55	3-seed bag
18	ece64d2	0.7264	ok	54	max_bin512 gamma1
19	bfdda56	0.7262	ok	58	max_bin1024 gamma0
20	9367283	0.7258	ok	54	max_bin512 gamma0
21	92a7e08	0.7262	ok	57	gamma2
22	9946dce	0.7260	ok	41	lr .03
23	e5926ff	0.7262	ok	72	lr .015
24	e2fff6d	0.0000	timeout	120	CV diagnostic + bag
25	0038539	0.7315	ok	67	carrier_hour interaction + route_count
26	ce62dc4	0.7304	ok	90	+ origin_hour interaction
27	6d90ea2	0.7206	ok	52	+ carrier_month interaction
28	3353818	0.7283	ok	54	+ dow_hour interaction
29	7f3c944	0.7237	ok	106	+ dow_hour + route categorical
30	a043b4d	0.7222	ok	49	dow_hour instead of carrier_hour
31	526347b	0.7311	ok	74	depth10
32	a5344c2	0.7315	ok	67	categorical one-hot splits
33	6ba7f11	0.7317	ok	109	5-seed bag
34	76d8c26	0.7311	ok	73	3-config ensemble
35	e08a6d5	0.0000	timeout	121	7-seed bag
36	1d5d499	0.0000	timeout	120	6-seed bag
37	9292e61	0.7316	ok	53	6-seed fixed-700
38	f428204	0.7321	ok	120	origin/dest volume counts
39	bc672f6	0.7314	ok	54	6-seed mcw-diverse bag
40	0f806ac	0.7319	ok	55	6-seed fixed-700 bag
