n	commit	unix_time	subject
00	8f65f43	1789510290	baseline
01	18d4fea	1789510391	shallower regularized
02	67a845a	1789510396	depth3 200 trees lr0.05
03	63bf739	1789510400	depth3 500 trees lr0.02
04	6fc7dc6	1789510562	drop month and dayofmonth
05	f88f958	1789510570	add dep_hour to ablated features
06	a360487	1789510596	rare category grouping min50
07	72057c7	1789510601	rare min200
08	ab642bb	1789510623	depth4 on tuned features
09	072f4ea	1789510627	depth5
10	73569db	1789510634	depth6
11	643895b	1789510640	depth8
12	b1c8286	1789510645	depth12
13	001fbee	1789510659	depth12 800 trees lr0.01
14	6d00c9e	1789510676	mcw40 depth12
15	895068f	1789510689	mcw20 depth12
16	cca84fe	1789510706	mcw10 depth12
17	50f2d3c	1789510725	mcw5 depth12
18	095222c	1789510748	mcw1 depth12
19	919edb2	1789510773	depth16 mcw1
20	b61ea53	1789510868	depth16 mcw1 sub/col 0.7/0.6
