ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789648523	50	4.523	counted	exit	3.2	1	train.py
1789648537	75	0.753	uncounted	exit	0.4	0	-c
1789648550	80	1.504	uncounted	exit	0.8	0	-c
1789648577	109	74.072	counted	exit	19.8	2	train.py
1789648647	139	147.510	uncounted	exit	38.4	3	-
1789648662	152	0.997	uncounted	exit	0.6	0	-
1789648684	159	39.381	uncounted	exit	11.1	4	-
1789648734	172	158.262	uncounted	exit	40.5	11	-
1789648780	185	153.158	uncounted	exit	38.9	10	-
1789648790	198	0.035	uncounted	exit	0.0	0	-
1789648810	202	60.031	uncounted	exit	16.5	20	-
1789648825	215	15.441	uncounted	exit	4.4	1	-
1789648875	228	171.273	uncounted	exit	44.9	21	-
1789648931	241	183.900	uncounted	exit	46.7	6	-
1789649027	254	353.631	uncounted	exit	89.2	31	-
1789649146	267	452.894	uncounted	exit	114.8	39	-
1789649160	280	20.437	uncounted	exit	5.8	1	-
1789649260	293	379.664	uncounted	exit	96.1	35	-
1789649449	307	692.926	uncounted	exit	182.1	27	-
1789649470	321	49.291	uncounted	exit	13.3	1	-
1789649573	335	357.574	uncounted	exit	96.0	8	-
1789649824	348	903.953	uncounted	exit	242.9	18	-
1789650025	361	707.086	uncounted	exit	195.6	20	-
1789650135	389	230.228	counted	exit	63.9	6	train.py
1789650264	414	415.800	uncounted	exit	113.6	11	-
1789650335	427	198.758	uncounted	exit	58.6	5	-
1789650370	440	94.764	uncounted	exit	25.8	2	-
1789650459	468	274.888	counted	exit	75.4	6	train.py
1789651137	513	172.812	uncounted	exit	47.1	4	-
1789651214	540	271.427	counted	exit	72.4	6	train.py
1789651305	567	306.573	uncounted	exit	83.0	6	-
1789651365	581	190.085	uncounted	exit	52.7	4	-
1789651449	608	295.791	counted	exit	78.8	6	train.py
1789651532	635	245.908	uncounted	exit	67.9	5	-
1789651568	649	104.139	uncounted	exit	29.2	2	-
1789651659	676	304.534	counted	exit	84.5	6	train.py
1789651677	701	0.034	uncounted	exit	0.0	0	-
1789651761	719	312.308	counted	exit	84.3	6	train.py
1789651792	744	0.036	uncounted	exit	0.0	0	-
1789651884	761	344.036	counted	exit	92.5	8	train.py
1789651896	786	0.036	uncounted	exit	0.0	0	-
1789651991	803	343.699	counted	exit	94.4	8	train.py
1789652000	828	0.039	uncounted	exit	0.0	0	-
1789652112	845	413.652	counted	exit	112.6	8	train.py
1789652128	876	0.038	uncounted	exit	0.0	0	-
1789652133	882	0.032	uncounted	exit	0.0	0	-
1789652230	899	361.111	counted	exit	96.4	8	train.py
1789652241	924	0.037	uncounted	exit	0.0	0	-
1789652340	941	358.154	counted	exit	99.2	8	train.py
1789652396	968	0.043	uncounted	exit	0.0	0	-
1789652406	974	0.035	uncounted	exit	0.0	0	-
1789652494	991	317.989	counted	exit	87.8	8	train.py
1789652593	1019	149.134	uncounted	exit	41.5	3	-
1789652606	1031	0.034	uncounted	exit	0.0	0	-
1789652701	1048	350.225	counted	exit	94.4	8	train.py
1789652706	1073	0.034	uncounted	exit	0.0	0	-
1789652810	1090	389.348	counted	exit	103.7	8	train.py
1789652825	1116	0.037	uncounted	exit	0.0	0	-
1789652939	1133	419.122	counted	exit	113.8	8	train.py
1789652975	1159	0.043	uncounted	exit	0.0	0	-
1789652982	1164	0.041	uncounted	exit	0.0	0	-
1789653084	1181	371.191	counted	exit	101.8	8	train.py
1789653092	1207	0.037	uncounted	exit	0.0	0	-
1789653192	1224	375.180	counted	exit	100.1	8	train.py
1789653199	1250	0.034	uncounted	exit	0.0	0	-
1789653289	1267	331.483	counted	exit	90.0	8	train.py
1789653297	1293	0.034	uncounted	exit	0.0	0	-
1789653384	1310	322.021	counted	exit	86.7	8	train.py
1789653392	1336	0.033	uncounted	exit	0.0	0	-
1789653485	1353	338.107	counted	exit	92.8	8	train.py
1789653507	1379	0.033	uncounted	exit	0.0	0	-
1789653611	1396	376.618	counted	exit	103.7	8	train.py
1789653621	1421	0.043	uncounted	exit	0.0	0	-
1789653730	1438	408.518	counted	exit	109.7	8	train.py
1789653736	1464	0.036	uncounted	exit	0.0	0	-
1789653801	1481	236.808	counted	exit	64.8	8	train.py
1789653823	1507	0.037	uncounted	exit	0.0	0	-
1789653934	1524	410.201	counted	exit	110.7	8	train.py
1789653974	1553	0.035	uncounted	exit	0.0	0	-
1789654093	1570	436.735	counted	exit	118.9	9	train.py
1789654118	1596	0.033	uncounted	exit	0.0	0	-
1789654226	1613	390.642	counted	exit	108.1	8	train.py
1789654231	1638	0.035	uncounted	exit	0.0	0	-
1789654336	1655	386.191	counted	exit	104.5	8	train.py
1789654352	1681	0.033	uncounted	exit	0.0	0	-
1789654458	1698	390.361	counted	exit	105.9	8	train.py
1789654592	1722	458.255	exempt	exit	129.7	8	validate.py
1789654711	1757	404.499	counted	exit	108.4	8	train.py
