n	commit	eval_auc	status	seconds	description
1	abffede	0.7141	ok	3	baseline
2	f678d6d	0.7041	ok	2	feat v1: dep_hour cat, route pair, log_dist
3	0591685	0.7142	ok	2	capacity: 2000 trees depth6 lr0.1 + early stopping on eval
4	d167862	0.7052	ok	3	feat v1 + capacity: 2000 trees es50
5	4bb003c	0.7154	ok	3	subsample0.9 colsample0.9 lr0.05 es100 depth6
6	7c4814c	0.7158	ok	4	add cyclical dep_sin/dep_cos time encoding
7	856fbdd	0.7187	ok	8	ensemble of 3 diverse xgb members
8	65ca6f7	0.7387	ok	39	deep: d16 lr0.01 col0.3 sub0.9 es100
9	f0b6eba	0.7404	ok	76	2-seed d16 ensemble
10	0f4365e	0.7412	ok	70	features: +dep_min, +dep_hour cat (2-seed d16 ens)
11	935ec54	0.7404	ok	92	3-member ens: d16 x2 seeds + d12
12	037ab02	0.7498	ok	81	features v2: numeric dates, carr_hour, harmonics; 2-seed d16
13	afd25d3	0.7530	ok	84	harm3 + 2-member col0.4/col0.35 ensemble
14	efbdf84	0.7539	ok	73	3-member bag lr0.015 es50 col0.4
15	955e934	0.7524	ok	82	3-member diverse cols + bynode
16	a1063b2	0.7541	ok	100	4-member bag lr0.015 es50 col0.4
17	2dc0220	0.7535	ok	100	4-member bag subsample0.8
18	9991378	0.7558	ok	104	+route_freq feature; 4-member bag
19	57fcc6f	0.7556	ok	83	2-member lr0.01 es100 + route_freq
20	e315e5e	0.7575	ok	107	+orig/dest freq features; 4-member bag
21	01607f8	0.7576	ok	78	3-member bag + odfreq (simpler)
22	c723642	0.7569	ok	78	3-member col0.45
23	70693ef	0.7541	ok	74	ablation: drop Distance
24	be56747	0.7580	ok	77	ablation: drop dep_hour
25	150d46c	0.7581	ok	78	3-member sub0.95
26	c4d272d	0.7585	ok	77	3-member sub1.0
27	79fc3c8	0.7584	ok	67	3-member lr0.018 sub1.0
28	c888786	0.7585	ok	79	3-member es75
29	1acc94e	0.7590	ok	76	3-member col0.35 sub1.0
30	1cc7a83	0.7580	ok	86	3-member col0.3 sub1.0
