ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789541854	39	1.668	uncounted	exit	1.3	0	-c
1789541860	57	4.179	counted	exit	2.7	1	train.py
1789541873	103	3.655	counted	exit	1.6	1	train.py
1789541883	147	5.290	counted	exit	2.0	1	train.py
1789541893	188	7.844	counted	exit	2.7	1	train.py
1789541908	212	30.653	uncounted	exit	8.7	6	/tmp/diag.py
1789541939	225	94.137	uncounted	exit	24.7	8	/tmp/diag2.py
1789541968	237	55.626	uncounted	exit	15.4	7	/tmp/diag3.py
1789541979	265	9.497	counted	exit	3.1	1	train.py
1789542013	289	102.645	uncounted	exit	27.0	12	/tmp/diag4.py
1789542019	301	0.666	uncounted	exit	0.3	0	-c
1789542025	322	10.759	counted	exit	3.4	1	train.py
1789542038	362	28.329	counted	exit	7.8	3	train.py
1789542066	386	78.624	uncounted	exit	20.6	8	/tmp/diag5.py
1789542127	398	213.155	uncounted	exit	55.3	14	/tmp/diag6.py
1789542195	410	229.745	uncounted	exit	58.9	13	/tmp/diag7.py
1789542305	422	393.393	uncounted	exit	101.2	11	/tmp/diag8.py
1789542524	434	808.116	uncounted	exit	213.8	9	/tmp/diag9.py
1789542833	446	1147.616	uncounted	exit	299.4	8	/tmp/diag10.py
1789543308	458	1762.219	uncounted	exit	465.1	8	/tmp/diag11.py
1789543356	488	143.539	counted	exit	37.9	1	train.py
1789543440	529	287.158	counted	exit	75.7	2	train.py
1789543624	553	670.624	uncounted	exit	175.4	9	/tmp/diag12.py
1789543742	565	419.965	uncounted	exit	110.0	3	/tmp/diag13.py
1789543816	593	265.505	counted	exit	69.8	2	train.py
1789543918	633	348.334	counted	exit	91.7	3	train.py
1789544000	657	279.021	uncounted	exit	72.0	7	/tmp/diag14.py
1789544131	670	470.970	uncounted	exit	124.8	3	/tmp/diag15.py
1789544221	682	306.330	uncounted	exit	82.4	2	/tmp/diag16.py
1789544309	711	307.257	counted	exit	80.3	2	train.py
1789544484	735	616.912	uncounted	exit	162.9	6	/tmp/diag17.py
1789544612	747	454.290	uncounted	exit	120.1	3	/tmp/diag18.py
1789544770	759	565.323	uncounted	exit	149.8	3	/tmp/diag19.py
1789544778	772	0.067	uncounted	exit	0.0	0	-
1789544861	789	315.258	counted	exit	83.5	2	train.py
1789544954	813	322.996	uncounted	exit	84.6	6	/tmp/diag20.py
1789544963	826	0.067	uncounted	exit	0.0	0	-
1789545036	843	268.723	counted	exit	72.9	3	train.py
1789545041	868	0.067	uncounted	exit	0.0	0	-
1789545123	885	305.000	counted	exit	81.5	3	train.py
1789545134	911	0.065	uncounted	exit	0.0	0	-
1789545234	928	376.323	counted	exit	99.4	4	train.py
1789545243	953	0.039	uncounted	exit	0.0	0	-
1789545342	970	378.508	counted	exit	99.2	4	train.py
1789545438	994	337.936	uncounted	exit	89.3	2	/tmp/diag21.py
1789545527	1007	292.999	uncounted	exit	76.8	5	/tmp/diag22.py
1789545576	1019	163.615	uncounted	exit	43.5	1	/tmp/diag23.py
1789545582	1032	0.041	uncounted	exit	0.0	0	-
1789545685	1049	390.476	counted	exit	102.9	4	train.py
1789545693	1074	0.040	uncounted	exit	0.0	0	-
1789545776	1091	314.695	counted	exit	82.6	2	train.py
1789545867	1115	310.350	uncounted	exit	82.6	2	/tmp/diag24.py
1789545872	1129	0.057	uncounted	exit	0.0	0	-
1789545979	1146	405.371	counted	exit	106.7	4	train.py
1789545983	1171	0.070	uncounted	exit	0.0	0	-
1789546062	1188	295.350	counted	exit	78.5	3	train.py
1789546069	1213	0.050	uncounted	exit	0.0	0	-
1789546146	1230	291.600	counted	exit	77.2	3	train.py
1789546151	1256	0.066	uncounted	exit	0.0	0	-
1789546224	1273	274.712	counted	exit	72.8	3	train.py
1789546231	1299	0.610	uncounted	exit	0.2	0	-c
1789546232	1297	2.372	uncounted	exit	1.0	0	-c
1789546234	1312	0.069	uncounted	exit	0.0	0	-
1789546311	1329	285.852	counted	exit	77.0	3	train.py
1789546313	1354	0.072	uncounted	exit	0.0	0	-
1789546390	1371	291.162	counted	exit	77.1	3	train.py
1789546394	1396	0.065	uncounted	exit	0.0	0	-
1789546470	1413	286.848	counted	exit	76.4	3	train.py
1789546474	1438	0.059	uncounted	exit	0.0	0	-
1789546541	1455	249.181	counted	exit	67.0	3	train.py
1789546544	1481	0.064	uncounted	exit	0.0	0	-
1789546623	1498	297.500	counted	exit	79.4	3	train.py
1789546626	1524	0.068	uncounted	exit	0.0	0	-
1789546701	1541	277.514	counted	exit	75.3	3	train.py
1789546705	1566	0.066	uncounted	exit	0.0	0	-
1789546791	1583	324.690	counted	exit	85.7	3	train.py
1789546881	1614	319.797	exempt	exit	84.8	3	validate.py
