ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789589995	106	0.045	uncounted	exit	0.0	0	-c
1789589995	108	0.039	uncounted	exit	0.0	0	-c
1789589995	110	0.053	uncounted	exit	0.0	0	-m --version
1789589995	112	0.031	uncounted	exit	0.0	0	-c
1789590011	184	26.247	counted	exit	10.8	1	train.py
1789590045	249	0.062	uncounted	exit	0.0	0	-c
1789590045	251	0.068	uncounted	exit	0.0	0	-c
1789590046	253	0.064	uncounted	exit	0.0	0	-c
1789590086	549	9.544	counted	exit	3.5	1	train.py
1789590116	594	19.553	uncounted	exit	5.7	1	-
1789590167	615	164.901	uncounted	exit	42.3	5	-
1789590264	637	353.484	uncounted	exit	90.1	7	-
1789590272	659	1.785	uncounted	exit	1.1	0	-
1789590287	677	1.837	uncounted	exit	1.1	0	-
1789590291	696	0.598	uncounted	exit	0.2	0	-c
1789590295	712	0.602	uncounted	exit	0.2	0	-c
1789590397	727	297.476	uncounted	exit	77.1	4	-
1789590416	802	33.118	counted	exit	9.1	1	train.py
1789590503	851	32.637	uncounted	exit	9.1	1	-
1789590540	873	120.346	uncounted	exit	31.2	4	-
1789590607	895	168.441	uncounted	exit	43.4	6	-
1789590672	917	234.321	uncounted	exit	60.4	6	-
1789590715	939	126.143	uncounted	exit	32.6	5	-
1789590804	1025	26.018	counted	exit	7.4	1	train.py
1789590865	1059	179.200	uncounted	exit	46.0	7	-
1789590918	1081	175.251	uncounted	exit	45.1	6	-
1789590963	1103	132.138	uncounted	exit	34.2	5	-
1789591033	1125	235.222	uncounted	exit	61.3	6	-
1789591123	1150	280.351	uncounted	exit	72.2	9	-
1789591160	1172	106.270	uncounted	exit	28.0	4	-
1789591234	1194	247.754	uncounted	exit	64.1	8	-
1789591260	1336	1.630	counted	exit	0.9	0	train.py
1789591268	1446	1.860	counted	exit	1.2	0	train.py
1789591291	1567	28.925	counted	exit	8.2	1	train.py
1789591348	1601	200.131	uncounted	exit	51.7	6	-
1789591421	1623	257.512	uncounted	exit	66.5	7	-
1789591566	1714	230.915	counted	exit	59.8	6	train.py
1789591638	1749	28.249	uncounted	exit	8.1	1	-
1789591699	1771	25.440	uncounted	exit	7.3	1	-
1789591936	1794	367.378	uncounted	exit	94.6	12	-
1789592324	1816	1418.856	uncounted	exit	363.9	38	-
1789592436	1849	385.298	uncounted	exit	101.2	14	-
1789592729	1871	1104.957	uncounted	exit	285.6	24	-
1789592973	1893	892.408	uncounted	exit	235.2	18	-
1789593261	1915	982.710	uncounted	exit	257.0	18	-
1789593369	1937	329.224	uncounted	exit	87.7	6	-
