ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789491344	70	3.590	uncounted	exit	2.9	0	-c
1789491348	91	2.707	counted	exit	1.3	1	train.py
1789491361	137	19.157	counted	exit	5.5	2	train.py
1789491373	179	12.830	counted	exit	3.8	2	train.py
1789491391	220	29.346	counted	exit	8.2	2	train.py
1789491409	264	14.006	counted	exit	4.6	2	train.py
1789491440	304	61.195	counted	exit	17.6	2	train.py
1789491474	348	62.612	counted	exit	16.9	6	train.py
1789491503	390	46.508	counted	exit	13.2	5	train.py
1789491526	432	43.783	counted	exit	12.4	6	train.py
1789491540	473	29.202	counted	exit	8.8	6	train.py
1789491566	514	27.068	counted	exit	8.1	5	train.py
1789491597	554	38.572	counted	exit	13.9	7	train.py
1789491614	596	2.403	counted	exit	1.7	0	train.py
1789491630	634	21.309	counted	exit	10.9	3	train.py
1789491635	675	2.087	counted	exit	1.4	0	train.py
1789491663	713	62.248	counted	exit	23.6	8	train.py
1789491692	754	47.183	counted	exit	13.8	7	train.py
1789491738	806	134.553	counted	exit	35.9	13	train.py
1789491782	847	141.251	counted	exit	37.6	13	train.py
1789491834	888	170.099	counted	exit	44.8	13	train.py
1789491884	929	166.012	counted	exit	43.8	13	train.py
1789491930	970	129.527	counted	exit	34.5	7	train.py
1789491999	1012	125.227	counted	exit	38.4	7	train.py
1789492067	1063	176.490	counted	exit	46.3	9	train.py
1789492083	1098	0.071	uncounted	exit	0.0	0	-
1789492223	1119	470.858	counted	term	120.3	3	train.py
1789492296	1164	186.585	counted	exit	48.9	9	train.py
1789492365	1205	200.491	counted	exit	52.2	15	train.py
1789492390	1248	1.743	counted	exit	1.0	0	train.py
1789492438	1286	113.980	counted	exit	34.7	6	train.py
1789492498	1328	170.529	counted	exit	51.2	9	train.py
1789492581	1376	257.533	counted	exit	66.9	12	train.py
1789492640	1418	122.829	counted	exit	37.6	7	train.py
1789492741	1463	342.656	counted	exit	88.4	16	train.py
1789492844	1503	355.014	counted	exit	91.8	16	train.py
1789492950	1544	363.382	counted	exit	93.7	16	train.py
1789493057	1586	365.817	counted	exit	94.4	16	train.py
1789493176	1632	384.305	counted	exit	99.5	16	train.py
1789493290	1677	365.652	counted	exit	93.6	16	train.py
1789493300	1703	0.037	uncounted	exit	0.0	0	-
1789493318	1706	0.068	uncounted	exit	0.0	0	-
1789493319	1711	0.065	uncounted	exit	0.0	0	-
1789493319	1710	0.122	uncounted	exit	0.0	0	-c
1789493415	1733	362.265	counted	exit	93.5	16	train.py
1789493428	1763	0.069	uncounted	exit	0.0	0	-c
1789493524	1780	369.327	counted	exit	95.3	16	train.py
1789493630	1805	403.222	exempt	exit	104.3	16	validate.py
