ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789639366	109	0.031	uncounted	exit	0.0	0	-c
1789639366	111	0.031	uncounted	exit	0.0	0	-c
1789639366	113	0.034	uncounted	exit	0.0	0	-m --version
1789639366	115	0.033	uncounted	exit	0.0	0	-c
1789639376	200	4.639	counted	exit	3.2	1	train.py
1789639404	238	1.866	uncounted	exit	1.1	0	-c
1789639426	286	0.038	uncounted	exit	0.0	0	-c
1789639426	288	0.038	uncounted	exit	0.0	0	-c
1789639426	290	0.040	uncounted	exit	0.0	0	-c
1789639438	404	8.951	counted	exit	2.9	1	train.py
1789639449	517	16.182	counted	exit	4.8	2	train.py
1789639481	656	15.159	counted	exit	4.6	2	train.py
1789639552	723	61.921	uncounted	exit	17.7	8	/tmp/exp1.py
1789639619	782	191.102	uncounted	exit	51.1	19	/tmp/exp2.py
1789639800	845	381.876	uncounted	exit	99.8	16	/tmp/exp3.py
1789640017	908	575.983	uncounted	exit	155.6	12	/tmp/exp4.py
1789640279	971	769.169	uncounted	exit	210.8	13	/tmp/exp5.py
1789640745	1034	1586.291	uncounted	exit	419.2	14	/tmp/exp6.py
1789640787	1091	0.045	uncounted	exit	0.0	0	-c
1789640787	1093	0.035	uncounted	exit	0.0	0	-c
1789640787	1095	0.035	uncounted	exit	0.0	0	-c
1789640854	1143	231.344	counted	exit	61.3	2	train.py
1789641337	1259	1672.775	uncounted	exit	441.1	12	/tmp/exp7.py
1789641772	1335	1576.545	uncounted	exit	414.0	12	/tmp/exp8.py
1789641983	1424	650.006	uncounted	exit	171.5	5	/tmp/exp9.py
1789642068	1475	0.033	uncounted	exit	0.0	0	-c
1789642068	1477	0.034	uncounted	exit	0.0	0	-c
1789642068	1479	0.035	uncounted	exit	0.0	0	-c
1789642144	1535	265.977	counted	exit	70.7	2	train.py
1789642467	1603	1181.887	uncounted	exit	309.7	10	/tmp/exp10.py
1789642635	1818	270.308	counted	exit	72.6	2	train.py
1789642965	1886	1150.096	uncounted	exit	305.8	9	/tmp/exp11.py
1789643305	1962	766.102	uncounted	exit	201.8	5	/tmp/exp12.py
1789643379	2026	0.038	uncounted	exit	0.0	0	-c
1789643379	2028	0.033	uncounted	exit	0.0	0	-c
1789643379	2030	0.033	uncounted	exit	0.0	0	-c
1789643472	2086	329.912	counted	exit	86.6	2	train.py
1789643704	2154	832.415	uncounted	exit	224.2	4	/tmp/exp13.py
1789644005	2231	760.123	uncounted	exit	201.1	5	/tmp/exp14.py
1789644260	2294	668.720	uncounted	exit	178.0	7	/tmp/exp15.py
1789644365	2346	0.036	uncounted	exit	0.0	0	-c
1789644365	2348	0.035	uncounted	exit	0.0	0	-c
1789644365	2350	0.036	uncounted	exit	0.0	0	-c
1789644492	2510	440.179	counted	exit	115.0	3	train.py
1789644615	2613	393.671	counted	exit	107.1	3	train.py
1789644743	2681	442.165	uncounted	exit	116.6	3	/tmp/exp16.py
1789644888	2779	402.737	counted	exit	104.7	3	train.py
1789645011	2847	425.013	uncounted	exit	111.3	3	/tmp/exp17.py
1789645140	2945	353.026	counted	exit	95.1	3	train.py
1789645305	2980	473.376	exempt	exit	126.7	3	validate.py
1789645490	3073	276.798	counted	exit	72.7	3	train.py
1789645635	3122	475.926	exempt	exit	123.6	3	validate.py
