ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789486942	144	4.783	counted	exit	3.4	1	train.py
1789486946	188	0.792	uncounted	exit	0.4	0	-
1789486964	208	1.504	uncounted	exit	0.8	0	-c
1789487004	289	109.649	counted	exit	30.2	1	train.py
1789487020	414	4.112	counted	exit	2.2	1	train.py
1789487031	493	2.722	counted	exit	1.3	1	train.py
1789487035	535	0.622	uncounted	exit	0.3	0	-
1789487045	597	19.162	counted	exit	6.1	1	train.py
1789487049	639	0.735	uncounted	exit	0.4	0	-
1789487069	744	3.109	counted	exit	1.6	1	train.py
1789487079	820	6.157	counted	exit	2.3	1	train.py
1789487088	918	2.590	counted	exit	1.4	1	train.py
1789487099	994	3.357	counted	exit	1.9	1	train.py
1789487109	1092	6.633	counted	exit	2.5	5	train.py
1789487120	1168	19.864	counted	exit	6.3	20	train.py
1789487130	1266	11.922	counted	exit	4.0	10	train.py
1789487141	1342	22.393	counted	exit	7.0	16	train.py
1789487157	1419	35.393	counted	exit	10.9	36	train.py
1789487179	1535	21.410	counted	exit	6.7	16	train.py
1789487194	1660	22.861	counted	exit	7.3	16	train.py
1789487211	1757	24.001	counted	exit	7.7	16	train.py
1789487236	1872	25.657	counted	exit	8.1	16	train.py
1789487259	2004	26.878	counted	exit	8.6	16	train.py
1789487272	2080	27.054	counted	exit	8.5	16	train.py
1789487292	2181	38.031	counted	exit	11.5	24	train.py
1789487310	2283	27.756	counted	exit	8.6	16	train.py
1789487321	2360	24.524	counted	exit	7.8	16	train.py
1789487332	2437	26.229	counted	exit	8.2	16	train.py
1789487344	2515	24.614	counted	exit	7.8	16	train.py
1789487355	2591	25.039	counted	exit	8.2	16	train.py
1789487375	2654	24.561	counted	exit	7.7	16	train.py
1789487386	2718	23.044	counted	exit	7.3	16	train.py
1789487397	2783	21.390	counted	exit	7.0	16	train.py
1789487418	2887	47.741	counted	exit	14.4	32	train.py
1789487449	2965	93.963	counted	exit	27.9	64	train.py
1789487468	3066	47.397	counted	exit	14.1	32	train.py
1789487486	3145	50.969	counted	exit	15.3	32	train.py
1789487505	3224	52.356	counted	exit	15.6	32	train.py
1789487526	3287	52.499	counted	exit	15.6	32	train.py
1789487542	3356	42.650	counted	exit	13.0	32	train.py
1789487561	3422	51.646	counted	exit	15.4	32	train.py
1789487580	3488	53.315	counted	exit	16.0	32	train.py
1789487606	3554	78.616	counted	exit	22.9	48	train.py
1789487625	3620	53.428	counted	exit	16.0	32	train.py
1789487653	3695	60.281	exempt	exit	19.1	32	validate.py
