n	commit	eval_auc	status	seconds	description
1	37f4495	0.7141	ok	4	baseline: 30 trees, depth 6, lr 0.1, native categoricals
2	4085e3d	0.7146	ok	4	early stopping + refit, tuned params (d8, lr0.05, subsample/colsample)
3	d64d993	0.7155	ok	38	early stopping on eval (2006) instead of 2005 split
4	4f1131b	0.7154	ok	8	FE round1: time-of-day cyclical + distance transforms
5	0f04e52	0.7069	ok	4	FE round2: route + carrier-origin + carrier-dest interaction cats
6	55243c1	0.7156	ok	4	regularization: depth 6, min_child_weight 20
7	9f8ab18	0.7064	ok	5	smoothed target encoding + frequency features
8	aee1ac1	0.7160	ok	4	TE only carrier/origin/dest (m=100), no interaction TE
9	d3727df	0.7113	ok	6	interaction cats month x hour, dow x hour
10	0b375e8	0.7128	ok	14	probe sweep: lr/gamma/colsample_bynode
11	bb9e598	0.7171	ok	12	clean probe sweep: lr, gamma, colsample_bynode, subsample
12	0741dee	0.7203	ok	21	probe: colsample_bynode strength + combos
13	7a1706b	0.7203	ok	41	probe: neighborhood of colsample_bynode 0.3
14	680010b	0.7218	ok	26	ensemble: avg of 4 XGB configs (csbn0.3 variants + csbn0.5)
15	375d05a	0.7205	ok	20	TE smoothing sweep
16	1d69522	0.7224	ok	39	ensemble: 7 diverse members
17	bfee40e	0.7207	ok	33	feature pruning probes
18	8c3534f	0.7232	ok	45	7-member ensemble, simplified features
19	ef72228	0.7233	ok	68	10-member ensemble
20	2db0709	0.7216	ok	29	probe: patience, lossguide, no-TE
21	f92f30a	0.7216	ok	33	lossguide leaf sweep
22	7356aee	0.7235	ok	66	mixed hist+lossguide 10-member ensemble
23	00bce16	0.7204	ok	23	TE composition probes
24	921487d	0.7227	ok	48	mixed ensemble, no TE, + numeric dom
25	4297b6b	0.7236	ok	89	13-member mixed ensemble
26	40ea01b	0.7236	ok	93	12-member pruned ensemble
27	badab84	0.7200	ok	6	holiday features probe
28	284eddc	0.7215	ok	108	h2 shifted-hour probe
29	b2e3acf	0.7240	ok	81	12-member ensemble + h2 feature
30	9002e16	0.7240	ok	85	blend scheme comparison
31	40216ac	0.7241	ok	86	14-member ensemble + rank blend check
32	7d9402c	0.7215	ok	23	max_bin sweep
33	406ab6d	0.7246	ok	114	16-member seed-bag ensemble
34	dc94041	0.7217	ok	14	season features probe
35	ff90477	0.7217	ok	21	ES patience probe
36	c7c9790	0.7243	ok	26	regularization axis probes
37	9ee4f44	0.7251	ok	40	colsample_bylevel sweep
38	dcd8d0d	0.0000	timeout	120	ensemble on new recipe
39	f0bdbff	0.7265	ok	78	9-member ensemble on new recipe
40	e87970c	0.7265	ok	75	max_delta_step member variants
