ts	pid	kind	api	rows	seconds
1789516809	159	counted	train	100000	0.14
1789516820	257	counted	train	100000	0.14
1789516826	333	counted	train	100000	0.30
1789516837	431	counted	train	80000	2.68
1789516845	546	counted	train	80000	1.52
1789516882	762	counted	train	80000	1.58
1789516889	838	counted	train	80000	1.66
1789516908	955	counted	train	80000	3.03
1789516926	1082	counted	train	80000	4.79
1789516938	1181	counted	train	80000	5.06
1789516959	1297	counted	train	80000	6.02
1789516973	1375	counted	train	80000	6.52
1789516988	1474	counted	train	80000	6.86
1789517004	1580	counted	train	80000	6.29
1789517019	1680	counted	train	80000	6.04
1789517025	1680	counted	train	80000	5.95
1789517031	1680	counted	train	80000	5.78
1789517050	1820	counted	train	80000	5.70
1789517056	1820	counted	train	80000	5.88
1789517062	1820	counted	train	80000	6.07
1789517068	1820	counted	train	80000	5.87
1789517074	1820	counted	train	80000	6.05
1789517090	1899	counted	train	90000	5.60
1789517096	1899	counted	train	90000	5.64
1789517102	1899	counted	train	90000	5.79
1789517108	1899	counted	train	90000	5.88
1789517114	1899	counted	train	90000	5.79
1789517120	1899	counted	train	90000	5.94
1789517126	1899	counted	train	90000	6.04
1789517132	1899	counted	train	90000	5.84
1789517137	1899	counted	train	90000	5.69
1789517143	1899	counted	train	90000	5.76
1789517165	1980	counted	train	90000	5.45
1789517168	1980	counted	train	90000	2.95
1789517174	1980	counted	train	90000	5.57
1789517177	1980	counted	train	90000	3.38
1789517181	1980	counted	train	90000	3.30
1789517186	1980	counted	train	90000	5.44
1789517192	1980	counted	train	90000	5.71
1789517194	1980	counted	train	90000	2.33
1789517198	1980	counted	train	90000	3.92
1789517202	1980	counted	train	90000	3.74
1789517223	2084	counted	train	90000	4.97
1789517228	2084	counted	train	90000	5.34
1789517234	2084	counted	train	90000	5.50
1789517239	2084	counted	train	90000	5.58
1789517245	2084	counted	train	90000	5.51
1789517250	2084	counted	train	90000	5.49
1789517256	2084	counted	train	90000	5.52
1789517262	2084	counted	train	90000	5.48
1789517267	2084	counted	train	90000	5.71
1789517273	2084	counted	train	90000	5.64
1789517294	2188	counted	train	90000	4.33
1789517298	2188	counted	train	90000	4.38
1789517302	2188	counted	train	90000	4.34
1789517307	2188	counted	train	90000	4.40
1789517311	2188	counted	train	90000	4.50
1789517316	2188	counted	train	90000	4.37
1789517320	2188	counted	train	90000	4.37
1789517325	2188	counted	train	90000	4.39
1789517329	2188	counted	train	90000	4.42
1789517334	2188	counted	train	90000	4.49
1789517363	2344	counted	train	90000	6.35
1789517369	2344	counted	train	90000	5.92
1789517376	2344	counted	train	90000	6.12
1789517381	2344	counted	train	90000	5.78
1789517387	2344	counted	train	90000	5.70
1789517393	2344	counted	train	90000	5.39
1789517398	2344	counted	train	90000	5.48
1789517404	2344	counted	train	90000	5.78
1789517410	2344	counted	train	90000	5.89
