ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789605472	200	4.908	counted	exit	3.4	1	train.py
1789605825	268	1.560	uncounted	exit	0.8	0	-c
1789606536	383	12.040	counted	exit	4.1	2	train.py
1789606895	504	2.225	uncounted	exit	1.6	0	/cell/harness_state/tmp/opencode/diag1.py
1789607233	555	42.714	uncounted	exit	12.6	5	/cell/harness_state/tmp/opencode/diag1.py
1789607789	624	146.180	uncounted	exit	38.9	10	/cell/harness_state/tmp/opencode/diag2.py
1789608068	691	55.029	uncounted	exit	15.1	26	/cell/harness_state/tmp/opencode/scan1.py
1789608299	748	59.142	uncounted	exit	16.7	38	/cell/harness_state/tmp/opencode/scan2.py
1789608761	814	557.485	uncounted	exit	141.5	285	/cell/harness_state/tmp/opencode/scan3.py
1789609324	880	893.167	uncounted	exit	229.0	180	/cell/harness_state/tmp/opencode/scan4.py
1789610242	973	1830.001	uncounted	exit	490.4	140	/cell/harness_state/tmp/opencode/scan5.py
1789610280	1033	2.117	uncounted	exit	1.4	0	/cell/harness_state/tmp/opencode/scan6.py
1789610768	1069	1782.032	uncounted	exit	483.7	110	/cell/harness_state/tmp/opencode/scan6.py
1789611280	1125	1854.265	uncounted	exit	494.5	95	/cell/harness_state/tmp/opencode/scan7.py
1789611370	1201	263.414	counted	exit	72.7	10	train.py
1789611787	1263	1363.638	uncounted	exit	380.4	50	/cell/harness_state/tmp/opencode/scan8.py
1789611867	1326	1.704	uncounted	exit	1.0	0	/cell/harness_state/tmp/opencode/scan9.py
1789612019	1369	475.822	uncounted	exit	133.9	24	/cell/harness_state/tmp/opencode/scan9.py
1789612103	1449	201.900	counted	exit	56.2	10	train.py
1789612152	1508	122.486	uncounted	exit	37.1	7	/cell/harness_state/tmp/opencode/scan10.py
1789612270	1562	379.225	uncounted	exit	108.8	16	/cell/harness_state/tmp/opencode/scan10b.py
1789612356	1629	276.438	counted	exit	77.9	10	train.py
1789612585	1690	666.715	uncounted	exit	189.3	22	/cell/harness_state/tmp/opencode/scan11.py
1789612692	1761	311.932	counted	exit	87.9	10	train.py
1789612882	1821	588.236	uncounted	exit	166.7	26	/cell/harness_state/tmp/opencode/scan12.py
1789613080	1878	668.322	uncounted	exit	184.9	18	/cell/harness_state/tmp/opencode/scan13.py
1789613288	1959	325.156	counted	exit	90.0	8	train.py
1789613522	2019	807.443	uncounted	exit	221.0	16	/cell/harness_state/tmp/opencode/scan14.py
1789613665	2071	436.761	uncounted	exit	118.9	10	/cell/harness_state/tmp/opencode/scan15.py
1789613808	2145	324.854	counted	exit	87.9	8	train.py
1789613975	2230	318.958	counted	exit	87.0	8	train.py
1789614143	2340	377.781	counted	exit	103.7	8	train.py
1789614297	2427	375.317	counted	exit	103.9	8	train.py
1789614405	2557	329.165	counted	exit	93.0	6	train.py
1789614537	2672	395.098	counted	exit	110.5	7	train.py
1789614692	2781	320.859	counted	exit	91.7	6	train.py
1789614824	2927	338.152	counted	exit	99.1	6	train.py
1789614974	3067	331.408	counted	exit	93.6	6	train.py
1789615146	3176	335.697	counted	exit	93.6	6	train.py
1789615781	3325	276.097	counted	exit	74.5	6	train.py
1789615916	3380	438.466	exempt	exit	124.7	6	validate.py
