ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789582999	47	4.980	counted	exit	3.5	1	train.py
1789583013	73	0.709	uncounted	exit	0.3	0	-
1789583057	99	3.908	counted	exit	1.8	1	train.py
1789583064	129	1.493	uncounted	exit	0.8	0	-c
1789583076	153	15.363	counted	exit	4.7	1	train.py
1789583105	178	37.554	uncounted	exit	10.7	4	diag.py
1789583120	206	17.542	counted	exit	5.2	1	train.py
1789583224	246	19.579	counted	exit	5.8	1	train.py
1789583277	270	145.870	uncounted	exit	37.8	10	diag.py
1789583351	299	30.903	counted	exit	8.6	2	train.py
1789583473	323	380.082	uncounted	exit	97.7	20	diag.py
1789583517	351	63.285	counted	exit	17.3	2	train.py
1789583778	375	972.879	uncounted	exit	253.9	18	diag.py
1789583843	387	1.699	uncounted	exit	1.0	0	diag2.py
1789584065	396	626.372	uncounted	exit	165.4	12	diag2.py
1789584135	424	102.158	counted	exit	27.4	2	train.py
1789584347	448	642.731	uncounted	exit	170.2	12	diag3.py
1789584423	476	103.800	counted	exit	28.4	2	train.py
1789584491	516	219.419	counted	exit	58.5	4	train.py
1789584750	540	880.521	uncounted	exit	234.8	16	diag4.py
1789584828	571	272.991	counted	exit	72.0	4	train.py
1789585023	595	685.428	uncounted	exit	181.8	10	diag5.py
1789585092	607	215.273	uncounted	exit	59.4	3	diag6.py
1789585333	619	756.400	uncounted	exit	201.1	10	diag6.py
1789585554	631	781.449	uncounted	exit	207.8	12	diag7.py
1789585721	659	237.628	counted	exit	63.7	5	train.py
1789586911	695	975.094	uncounted	exit	260.3	18	diag9.py
1789587233	707	1082.675	uncounted	exit	288.5	18	diag10.py
1789587562	719	1200.771	uncounted	exit	319.1	18	diag11.py
1789587585	742	0.053	uncounted	exit	0.0	0	-c
1789587674	760	320.982	counted	exit	85.1	5	train.py
1789588009	784	1205.305	uncounted	exit	317.9	16	diag12.py
1789588231	796	721.682	uncounted	exit	188.3	8	diag13.py
1789588241	810	0.736	uncounted	exit	0.4	0	-
1789588378	815	475.891	uncounted	exit	126.5	6	diag14.py
1789588591	844	461.026	counted	term	120.3	5	train.py
1789588664	868	62.617	uncounted	exit	16.9	1	diag15.py
1789588806	897	321.015	counted	exit	85.3	5	train.py
1789588832	923	0.064	uncounted	exit	0.0	0	-
1789588913	940	305.383	counted	exit	80.7	5	train.py
1789588922	966	0.065	uncounted	exit	0.0	0	-
1789588925	969	0.065	uncounted	exit	0.0	0	-
1789589022	987	368.118	counted	exit	97.1	5	train.py
1789589098	1029	272.933	counted	exit	72.3	5	train.py
1789589196	1072	298.863	counted	exit	78.5	5	train.py
1789589313	1115	319.330	counted	exit	84.6	5	train.py
1789589411	1158	285.770	counted	exit	75.5	5	train.py
1789589419	1185	0.063	uncounted	exit	0.0	0	-
1789589505	1203	325.218	counted	exit	86.0	5	train.py
1789589604	1246	353.175	counted	exit	93.2	5	train.py
1789589698	1289	322.294	counted	exit	86.7	5	train.py
1789589798	1320	355.106	exempt	exit	95.0	5	validate.py
