ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789486927	103	0.035	uncounted	exit	0.0	0	-c
1789486927	105	0.033	uncounted	exit	0.0	0	-c
1789486927	107	0.034	uncounted	exit	0.0	0	-m --version
1789486927	109	0.032	uncounted	exit	0.0	0	-c
1789486952	190	4.524	counted	exit	3.2	1	train.py
1789486953	226	0.623	uncounted	exit	0.2	0	-
1789486971	268	0.034	uncounted	exit	0.0	0	-c
1789486971	270	0.035	uncounted	exit	0.0	0	-c
1789486971	272	0.037	uncounted	exit	0.0	0	-c
1789487059	334	307.650	counted	exit	80.7	2	train.py
1789487069	418	0.759	uncounted	exit	0.4	0	_probe.py
1789487080	486	3.958	counted	exit	1.8	1	train.py
1789487085	532	0.739	uncounted	exit	0.4	0	-
1789487090	584	0.763	uncounted	exit	0.4	0	_probe.py
1789487110	653	5.282	counted	exit	2.0	1	train.py
1789487131	740	4.819	counted	exit	2.0	1	train.py
1789487140	853	5.932	counted	exit	2.3	1	train.py
1789487159	953	7.513	counted	exit	2.8	1	train.py
1789487178	1080	1.815	counted	exit	1.1	0	train.py
1789487187	1192	1.996	counted	exit	1.2	0	train.py
1789487214	1394	5.803	counted	exit	2.3	1	train.py
1789487244	1481	37.197	counted	exit	10.0	10	train.py
1789487248	1515	0.035	uncounted	exit	0.0	0	-
1789487277	1543	104.418	counted	exit	27.1	30	train.py
1789487281	1578	0.036	uncounted	exit	0.0	0	-
1789487312	1606	113.762	counted	exit	29.3	30	train.py
1789487324	1642	0.034	uncounted	exit	0.0	0	-
1789487353	1670	106.263	counted	exit	27.5	15	train.py
1789487363	1720	0.034	uncounted	exit	0.0	0	-
1789487421	1749	216.950	counted	exit	55.1	60	train.py
1789487429	1785	0.035	uncounted	exit	0.0	0	-
1789487455	1813	97.181	counted	exit	25.0	30	train.py
1789487459	1847	0.034	uncounted	exit	0.0	0	-
1789487474	1875	50.933	counted	exit	13.5	30	train.py
1789487478	1922	0.034	uncounted	exit	0.0	0	-
1789487510	1950	116.339	counted	exit	30.0	30	train.py
1789487513	1986	0.037	uncounted	exit	0.0	0	-
1789487550	2069	114.043	counted	exit	29.5	30	train.py
1789487552	2105	0.033	uncounted	exit	0.0	0	-
1789487589	2133	137.856	counted	exit	35.5	30	train.py
1789487594	2169	0.033	uncounted	exit	0.0	0	-
1789487595	2197	0.036	counted	exit	0.0	0	train.py
1789487635	2304	129.440	counted	exit	33.2	30	train.py
1789487643	2339	0.034	uncounted	exit	0.0	0	-
1789487678	2367	129.426	counted	exit	33.2	30	train.py
1789487679	2403	0.036	uncounted	exit	0.0	0	-
1789487748	2431	259.873	counted	exit	67.1	30	train.py
1789487755	2466	0.034	uncounted	exit	0.0	0	-
1789487813	2494	221.594	counted	exit	56.3	30	train.py
1789487819	2530	0.036	uncounted	exit	0.0	0	-
1789487886	2558	255.299	counted	exit	64.9	30	train.py
1789487889	2594	0.034	uncounted	exit	0.0	0	-
1789487952	2622	241.854	counted	exit	61.4	30	train.py
1789487954	2657	0.034	uncounted	exit	0.0	0	-
1789488014	2685	230.901	counted	exit	58.8	30	train.py
1789488016	2721	0.047	uncounted	exit	0.0	0	-
1789488081	2749	250.017	counted	exit	63.6	30	train.py
1789488083	2785	0.033	uncounted	exit	0.0	0	-
1789488190	2813	412.878	counted	exit	104.5	50	train.py
1789488197	2848	0.036	uncounted	exit	0.0	0	-
1789488294	2876	375.565	counted	exit	95.1	50	train.py
1789488296	2911	0.038	uncounted	exit	0.0	0	-
1789488375	2939	306.858	counted	exit	77.8	50	train.py
1789488377	2975	0.035	uncounted	exit	0.0	0	-
1789488466	3003	348.775	counted	exit	88.2	50	train.py
1789488469	3039	0.035	uncounted	exit	0.0	0	-
1789488551	3067	318.823	counted	exit	80.7	50	train.py
1789488556	3116	0.035	uncounted	exit	0.0	0	-
1789488620	3144	245.882	counted	exit	62.5	40	train.py
1789488621	3180	0.036	uncounted	exit	0.0	0	-
1789488629	3232	0.050	uncounted	exit	0.0	0	-c
1789488629	3234	0.048	uncounted	exit	0.0	0	-c
1789488629	3236	0.042	uncounted	exit	0.0	0	-c
1789488637	3268	0.042	uncounted	exit	0.0	0	-
1789488737	3297	388.884	counted	exit	98.8	50	train.py
1789488739	3332	0.034	uncounted	exit	0.0	0	-
1789488825	3350	336.932	counted	exit	85.2	50	train.py
1789488836	3400	0.038	uncounted	exit	0.0	0	-
1789488922	3418	337.936	counted	exit	86.2	50	train.py
1789488925	3454	0.034	uncounted	exit	0.0	0	-
1789489045	3472	476.276	counted	term	120.3	65	train.py
1789489143	3523	378.247	counted	exit	96.0	50	train.py
1789489266	3558	467.919	exempt	exit	118.7	50	validate.py
