ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789529867	114	0.035	uncounted	exit	0.0	0	-c
1789529867	116	0.035	uncounted	exit	0.0	0	-c
1789529867	118	0.033	uncounted	exit	0.0	0	-m --version
1789529867	120	0.036	uncounted	exit	0.0	0	-c
1789529877	203	4.636	counted	exit	3.3	1	train.py
1789529920	266	0.038	uncounted	exit	0.0	0	-c
1789529920	268	0.036	uncounted	exit	0.0	0	-c
1789529920	270	0.035	uncounted	exit	0.0	0	-c
1789529929	332	10.356	counted	exit	3.3	1	train.py
1789529949	369	0.751	uncounted	exit	0.4	0	-c
1789529965	541	8.142	counted	exit	2.8	1	train.py
1789529991	641	2.676	counted	exit	1.3	1	train.py
1789530015	680	56.920	uncounted	exit	15.1	10	-
1789530041	702	75.620	uncounted	exit	19.8	17	-
1789530051	806	4.386	counted	exit	1.7	1	train.py
1789530060	842	0.041	uncounted	exit	0.0	0	-
1789530065	855	0.036	uncounted	exit	0.0	0	-
1789530079	868	29.989	uncounted	exit	8.8	10	-
1789530094	890	32.092	uncounted	exit	9.4	10	-
1789530132	912	105.930	uncounted	exit	27.5	32	-
1789530147	1016	4.562	counted	exit	1.8	1	train.py
1789530158	1122	14.625	counted	exit	4.3	5	train.py
1789530166	1160	1.498	uncounted	exit	0.7	0	-c
1789530227	1179	165.825	uncounted	exit	43.0	28	-
1789530286	1202	203.509	uncounted	exit	52.3	15	-
1789530402	1225	432.995	uncounted	exit	110.9	24	-
1789530536	1248	427.129	uncounted	exit	110.4	20	-
1789530611	1271	262.615	uncounted	exit	70.1	12	-
1789530793	1294	651.013	uncounted	exit	177.2	20	-
1789530797	1337	0.037	uncounted	exit	0.0	0	-c
1789530797	1339	0.035	uncounted	exit	0.0	0	-c
1789530797	1341	0.033	uncounted	exit	0.0	0	-c
1789530811	1397	26.838	counted	exit	9.0	1	train.py
1789530937	1433	413.368	uncounted	exit	115.9	14	-
1789531092	1456	543.900	uncounted	exit	149.7	17	-
1789531316	1480	814.899	uncounted	exit	219.3	16	-
1789531347	1570	65.505	counted	exit	17.4	1	train.py
1789531544	1606	718.142	uncounted	exit	188.3	9	-
1789531860	1629	1059.622	uncounted	exit	308.1	18	-
1789531957	1652	324.953	uncounted	exit	85.9	5	-
1789531966	1674	0.748	uncounted	exit	0.4	0	-c
1789531978	1713	0.039	uncounted	exit	0.0	0	-c
1789531978	1715	0.052	uncounted	exit	0.0	0	-c
1789531978	1717	0.037	uncounted	exit	0.0	0	-c
1789532002	1773	66.053	counted	exit	18.1	1	train.py
1789532212	1809	755.742	uncounted	exit	201.6	10	-
1789532402	1832	634.182	uncounted	exit	166.8	9	-
1789532674	1855	1015.231	uncounted	exit	267.6	11	-
1789532677	1898	0.038	uncounted	exit	0.0	0	-c
1789532677	1900	0.036	uncounted	exit	0.0	0	-c
1789532677	1902	0.036	uncounted	exit	0.0	0	-c
1789532737	1959	109.740	counted	exit	29.3	1	train.py
1789532880	1996	489.656	uncounted	exit	131.6	6	-
1789533049	2019	608.598	uncounted	exit	162.9	5	-
1789533087	2109	118.072	counted	exit	32.1	1	train.py
1789533287	2146	641.618	uncounted	exit	169.9	5	-
1789533334	2288	134.350	counted	exit	35.2	1	train.py
1789533538	2325	731.907	uncounted	exit	191.8	5	-
1789533683	2348	518.785	uncounted	exit	134.9	4	-
1789533728	2490	124.516	counted	exit	34.0	1	train.py
1789533773	2594	136.192	counted	exit	36.1	1	train.py
1789533933	2631	571.676	uncounted	exit	153.2	4	-
1789534030	2654	263.056	uncounted	exit	71.7	2	-
1789534213	2677	662.647	uncounted	exit	178.6	4	-
1789534412	2700	706.968	uncounted	exit	188.1	5	-
1789534419	2743	0.037	uncounted	exit	0.0	0	-c
1789534419	2745	0.039	uncounted	exit	0.0	0	-c
1789534419	2747	0.037	uncounted	exit	0.0	0	-c
1789534466	2855	141.743	counted	exit	37.2	1	train.py
1789534559	2962	302.713	counted	exit	80.0	2	train.py
1789534900	2999	1262.566	uncounted	exit	331.6	8	-
1789535017	3100	306.673	counted	exit	79.4	2	train.py
1789535134	3136	434.307	exempt	exit	112.8	2	validate.py
