ts	pid	kind	api	rows	seconds
1789487159	182	counted	train	100000	0.15
1789487193	341	counted	train	100000	3.08
1789487252	459	counted	train	100000	4.29
1789487271	579	counted	train	100000	3.46
1789487291	694	counted	train	100000	5.98
1789487318	809	counted	train	100000	5.79
1789487344	959	counted	train	100000	5.82
1789487379	1086	counted	train	90000	9.17
1789487388	1086	counted	train	90000	9.07
1789487397	1086	counted	train	90000	9.07
1789487407	1086	counted	train	90000	9.61
1789487417	1086	counted	train	90000	9.63
1789487426	1086	counted	train	90000	9.32
1789487456	1203	counted	train	90000	9.35
1789487465	1203	counted	train	90000	9.22
1789487475	1203	counted	train	90000	9.14
1789487484	1203	counted	train	90000	9.05
1789487493	1203	counted	train	90000	9.30
1789487503	1203	counted	train	90000	9.87
1789487513	1203	counted	train	90000	9.60
1789487521	1203	counted	train	90000	8.21
1789487530	1203	counted	train	90000	9.02
1789487539	1203	counted	train	90000	9.48
1789487580	1331	counted	train	90000	9.34
1789487589	1331	counted	train	90000	8.40
1789487598	1331	counted	train	90000	9.03
1789487607	1331	counted	train	90000	8.81
1789487617	1331	counted	train	90000	9.86
1789487629	1331	counted	train	90000	11.89
1789487662	1487	counted	train	90000	9.24
1789487671	1487	counted	train	90000	8.84
1789487681	1487	counted	train	90000	9.85
1789487692	1487	counted	train	90000	11.33
1789487702	1487	counted	train	90000	10.22
1789487712	1487	counted	train	90000	9.46
1789487749	1674	counted	train	90000	9.31
1789487759	1674	counted	train	90000	9.16
1789487768	1674	counted	train	90000	9.02
1789487777	1674	counted	train	90000	9.57
1789487785	1674	counted	train	90000	8.09
1789487792	1674	counted	train	90000	6.57
1789487831	1846	counted	train	90000	8.86
1789487839	1846	counted	train	90000	7.95
1789487848	1846	counted	train	90000	9.20
1789487857	1846	counted	train	90000	8.84
1789487867	1846	counted	train	90000	9.84
1789487879	1846	counted	train	90000	12.01
1789487909	1965	counted	train	90000	9.03
1789487917	1965	counted	train	90000	8.32
1789487927	1965	counted	train	90000	9.83
1789487936	1965	counted	train	90000	8.37
1789487944	1965	counted	train	90000	8.73
1789487953	1965	counted	train	90000	8.20
1789487976	2069	counted	train	90000	7.33
1789487982	2069	counted	train	90000	6.32
1789487991	2069	counted	train	90000	8.53
1789488000	2069	counted	train	90000	8.93
1789488011	2069	counted	train	90000	10.60
1789488022	2069	counted	train	90000	11.59
1789488073	2271	counted	train	90000	8.49
