ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789522669	79	5.564	counted	exit	4.0	1	train.py
1789522680	114	1.686	uncounted	exit	0.9	0	-c
1789522698	145	38.749	counted	exit	10.7	2	train.py
1789522732	185	6.628	counted	exit	3.2	2	train.py
1789522762	229	22.577	counted	exit	7.1	2	train.py
1789522776	270	30.687	counted	exit	9.3	2	train.py
1789522809	324	15.891	counted	exit	4.7	2	train.py
1789522828	365	36.157	counted	exit	10.3	2	train.py
1789522854	406	73.302	counted	exit	20.1	2	train.py
1789522865	448	15.627	counted	exit	4.5	2	train.py
1789522926	489	184.073	counted	exit	47.6	25	train.py
1789523006	530	286.356	counted	exit	74.1	25	train.py
1789523081	571	268.857	counted	exit	68.6	24	train.py
1789523170	612	328.350	counted	exit	84.7	25	train.py
1789523299	658	423.254	counted	exit	110.5	30	train.py
1789523430	698	414.916	counted	term	120.2	19	train.py
1789523484	742	136.852	counted	exit	38.7	8	train.py
1789523556	782	234.931	counted	exit	65.2	16	train.py
1789523689	822	453.303	counted	term	120.8	16	train.py
1789523756	863	225.507	counted	exit	61.8	14	train.py
1789523849	908	253.961	counted	exit	68.6	16	train.py
1789523919	955	214.547	counted	exit	58.7	12	train.py
1789523989	995	223.880	counted	exit	59.7	12	train.py
1789524074	1035	291.606	counted	exit	81.6	12	train.py
1789524158	1075	277.480	counted	exit	76.6	12	train.py
1789524245	1116	280.454	counted	exit	77.8	12	train.py
1789524330	1157	284.011	counted	exit	77.4	12	train.py
1789524337	1197	1.804	counted	exit	1.0	0	train.py
1789524425	1235	299.497	counted	exit	84.3	12	train.py
1789524515	1275	312.253	counted	exit	84.9	12	train.py
1789524610	1316	313.230	counted	exit	86.6	12	train.py
1789524709	1361	332.370	counted	exit	91.9	12	train.py
1789524810	1406	347.940	counted	exit	96.5	14	train.py
1789524929	1447	397.720	counted	exit	104.0	14	train.py
1789525000	1488	214.340	counted	exit	55.9	17	train.py
1789525045	1529	120.826	counted	exit	33.7	12	train.py
1789525142	1569	290.436	counted	exit	75.6	24	train.py
1789525270	1610	454.717	counted	term	120.0	23	train.py
1789525363	1654	262.555	counted	exit	72.4	8	train.py
1789525469	1694	374.239	counted	exit	100.5	12	train.py
1789525559	1735	302.152	counted	exit	80.4	12	train.py
1789525653	1763	322.885	exempt	exit	90.1	8	validate.py
