ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789593084	53	4.804	counted	exit	3.3	1	train.py
1789593089	78	1.515	uncounted	exit	0.8	0	-c
1789593102	107	1.721	counted	exit	1.0	0	train.py
1789593109	145	6.977	counted	exit	2.4	1	train.py
1789593126	190	1.670	counted	exit	1.0	0	train.py
1789593133	228	11.038	counted	exit	3.6	1	train.py
1789593141	253	0.734	uncounted	exit	0.4	0	-
1789593152	282	4.025	counted	exit	1.8	1	train.py
1789593184	326	3.109	counted	exit	1.5	1	train.py
1789593191	366	5.014	counted	exit	2.0	1	train.py
1789593292	406	5.240	counted	exit	2.2	1	train.py
1789593349	447	9.919	counted	exit	3.3	1	train.py
1789593377	487	7.234	counted	exit	2.7	2	train.py
1789593611	532	27.766	counted	exit	8.0	3	train.py
1789593650	573	56.338	counted	exit	15.5	6	train.py
1789593690	614	60.404	counted	exit	16.7	6	train.py
1789593800	655	297.111	counted	exit	76.3	8	train.py
1789593848	696	117.202	counted	exit	31.5	12	train.py
1789593989	737	117.359	counted	exit	32.0	12	train.py
1789594084	778	115.775	counted	exit	31.2	12	train.py
1789594183	818	123.544	counted	exit	33.6	12	train.py
1789594198	843	0.753	uncounted	exit	0.4	0	-
1789594291	865	172.222	counted	exit	46.1	18	train.py
1789594451	906	134.343	counted	exit	36.5	12	train.py
1789594510	946	142.447	counted	exit	39.3	12	train.py
1789594589	988	148.438	counted	exit	41.6	12	train.py
1789594655	1028	169.017	counted	exit	54.2	12	train.py
1789594856	1068	198.966	counted	exit	76.3	12	train.py
1789594969	1110	165.461	counted	exit	43.3	12	train.py
1789595061	1150	177.092	counted	exit	46.3	12	train.py
1789595116	1180	0.073	uncounted	exit	0.0	0	-c
1789595168	1197	197.204	counted	exit	52.1	12	train.py
1789595240	1241	243.175	counted	exit	63.1	16	train.py
1789595455	1281	231.835	counted	exit	60.3	16	train.py
1789595669	1322	357.808	counted	exit	92.0	24	train.py
1789595890	1347	400.128	exempt	exit	103.3	24	validate.py
1789596082	1374	351.311	counted	exit	90.3	24	train.py
1789596438	1415	364.867	counted	exit	94.0	24	train.py
1789596542	1456	239.886	counted	exit	62.1	24	train.py
1789596635	1499	251.907	counted	exit	65.4	24	train.py
1789596810	1540	319.049	counted	exit	82.1	32	train.py
1789596929	1581	244.846	counted	exit	63.7	24	train.py
1789597011	1621	273.228	counted	exit	70.9	24	train.py
1789597031	1661	2.395	counted	exit	1.7	0	train.py
1789597078	1686	0.072	uncounted	exit	0.0	0	-c
1789597152	1703	284.672	counted	exit	73.8	24	train.py
1789597361	1741	283.801	exempt	exit	74.2	24	validate.py
