ts	pid	kind	api	rows	seconds
1789489322	150	counted	train	100000	0.14
1789489352	269	counted	train	100000	5.24
1789489362	371	counted	train	100000	1.53
1789489376	477	counted	train	100000	0.14
1789489390	574	counted	train	85000	1.60
1789489419	673	counted	train	100000	0.13
1789489431	797	counted	train	100000	0.33
1789489441	909	counted	train	100000	0.15
1789489456	1026	counted	train	100000	0.23
1789489461	1104	counted	train	100000	0.37
1789489465	1181	counted	train	100000	0.59
1789489472	1283	counted	train	100000	0.91
1789489481	1406	counted	train	100000	0.85
1789489488	1508	counted	train	100000	0.79
1789489497	1608	counted	train	100000	0.89
1789489510	1710	counted	train	100000	0.40
1789489521	1826	counted	train	100000	0.39
1789489521	1826	counted	train	100000	0.39
1789489522	1826	counted	train	100000	0.56
1789489523	1826	counted	train	100000	0.64
1789489523	1826	counted	train	100000	0.56
1789489530	1903	counted	train	100000	0.36
1789489531	1903	counted	train	100000	0.36
1789489531	1903	counted	train	100000	0.49
1789489532	1903	counted	train	100000	0.57
1789489532	1903	counted	train	100000	0.50
1789489533	1903	counted	train	100000	0.87
1789489533	1903	counted	train	100000	0.33
1789489534	1903	counted	train	100000	0.43
1789489534	1903	counted	train	100000	0.50
1789489535	1903	counted	train	100000	0.73
1789489547	1997	counted	train	100000	0.43
1789489548	1997	counted	train	100000	0.43
1789489548	1997	counted	train	100000	0.61
1789489549	1997	counted	train	100000	0.63
1789489550	1997	counted	train	100000	0.52
1789489551	1997	counted	train	100000	0.91
1789489551	1997	counted	train	100000	0.36
1789489551	1997	counted	train	100000	0.49
1789489552	1997	counted	train	100000	0.57
1789489553	1997	counted	train	100000	0.57
1789489561	2076	counted	train	100000	0.37
1789489561	2076	counted	train	100000	0.37
1789489562	2076	counted	train	100000	0.49
1789489563	2076	counted	train	100000	0.58
1789489563	2076	counted	train	100000	0.51
1789489564	2076	counted	train	100000	0.88
1789489564	2076	counted	train	100000	0.33
1789489565	2076	counted	train	100000	0.47
1789489565	2076	counted	train	100000	0.47
1789489566	2076	counted	train	100000	0.49
1789489576	2196	counted	train	100000	0.32
1789489576	2196	counted	train	100000	0.34
1789489576	2196	counted	train	100000	0.46
1789489577	2196	counted	train	100000	0.54
1789489578	2196	counted	train	100000	0.45
1789489578	2196	counted	train	100000	0.77
1789489579	2196	counted	train	100000	0.32
1789489579	2196	counted	train	100000	0.43
1789489580	2196	counted	train	100000	0.50
1789489580	2196	counted	train	100000	0.51
1789489588	2299	counted	train	100000	0.47
1789489588	2299	counted	train	100000	0.41
1789489589	2299	counted	train	100000	0.62
1789489589	2299	counted	train	100000	0.64
1789489590	2299	counted	train	100000	0.59
1789489591	2299	counted	train	100000	0.90
1789489591	2299	counted	train	100000	0.33
1789489592	2299	counted	train	100000	0.46
1789489592	2299	counted	train	100000	0.52
1789489593	2299	counted	train	100000	0.74
1789489602	2382	counted	train	100000	0.41
1789489602	2382	counted	train	100000	0.41
1789489603	2382	counted	train	100000	0.59
1789489604	2382	counted	train	100000	0.67
1789489604	2382	counted	train	100000	0.56
1789489605	2382	counted	train	100000	0.88
1789489606	2382	counted	train	100000	0.34
1789489606	2382	counted	train	100000	0.47
1789489607	2382	counted	train	100000	0.55
1789489607	2382	counted	train	100000	0.56
1789489623	2518	counted	train	100000	0.39
1789489624	2518	counted	train	100000	0.44
1789489624	2518	counted	train	100000	0.58
1789489625	2518	counted	train	100000	0.65
1789489626	2518	counted	train	100000	0.53
1789489627	2518	counted	train	100000	0.91
1789489627	2518	counted	train	100000	0.36
1789489628	2518	counted	train	100000	0.49
1789489628	2518	counted	train	100000	0.72
1789489629	2518	counted	train	100000	0.68
1789489630	2518	counted	train	100000	1.00
1789489631	2518	counted	train	100000	1.07
1789489639	2598	counted	train	100000	0.43
1789489640	2598	counted	train	100000	0.42
1789489641	2598	counted	train	100000	0.59
1789489641	2598	counted	train	100000	0.64
1789489642	2598	counted	train	100000	0.54
1789489643	2598	counted	train	100000	0.91
1789489643	2598	counted	train	100000	0.38
1789489644	2598	counted	train	100000	0.49
1789489644	2598	counted	train	100000	0.58
1789489645	2598	counted	train	100000	0.64
1789489646	2598	counted	train	100000	0.97
1789489647	2598	counted	train	100000	1.07
1789489665	2598	counted	train	100000	18.22
1789489690	2598	counted	train	100000	24.34
1789489705	2702	counted	train	100000	0.41
1789489706	2702	counted	train	100000	0.42
1789489707	2702	counted	train	100000	0.60
1789489707	2702	counted	train	100000	0.64
1789489708	2702	counted	train	100000	0.55
1789489709	2702	counted	train	100000	0.92
1789489709	2702	counted	train	100000	0.37
1789489710	2702	counted	train	100000	0.50
1789489710	2702	counted	train	100000	0.55
1789489711	2702	counted	train	100000	0.58
1789489712	2702	counted	train	100000	1.00
1789489713	2702	counted	train	100000	1.15
1789489714	2702	counted	train	100000	0.43
1789489714	2702	counted	train	100000	0.65
1789489715	2702	counted	train	100000	0.58
1789489716	2702	counted	train	100000	0.55
1789489716	2702	counted	train	100000	0.48
1789489717	2702	counted	train	100000	0.81
1789489718	2702	counted	train	100000	0.52
1789489718	2702	counted	train	100000	0.66
1789489725	2765	counted	train	100000	0.34
1789489725	2765	counted	train	100000	0.36
1789489726	2765	counted	train	100000	0.48
1789489727	2765	counted	train	100000	0.57
1789489727	2765	counted	train	100000	0.49
1789489728	2765	counted	train	100000	0.80
1789489728	2765	counted	train	100000	0.30
1789489729	2765	counted	train	100000	0.40
1789489729	2765	counted	train	100000	0.51
1789489730	2765	counted	train	100000	0.53
1789489731	2765	counted	train	100000	0.89
1789489732	2765	counted	train	100000	0.86
1789489750	2912	counted	train	100000	0.43
1789489751	2912	counted	train	100000	0.41
1789489751	2912	counted	train	100000	0.57
1789489752	2912	counted	train	100000	0.63
1789489753	2912	counted	train	100000	0.55
1789489754	2912	counted	train	100000	0.94
1789489754	2912	counted	train	100000	0.37
1789489755	2912	counted	train	100000	0.47
1789489755	2912	counted	train	100000	0.56
1789489756	2912	counted	train	100000	0.58
1789489757	2912	counted	train	100000	0.91
1789489758	2912	counted	train	100000	0.97
1789489787	3111	counted	train	100000	0.36
1789489787	3111	counted	train	100000	0.34
1789489787	3111	counted	train	100000	0.46
1789489788	3111	counted	train	100000	0.69
1789489789	3111	counted	train	100000	0.53
1789489790	3111	counted	train	100000	0.77
1789489790	3111	counted	train	100000	0.29
1789489790	3111	counted	train	100000	0.37
1789489791	3111	counted	train	100000	0.46
1789489791	3111	counted	train	100000	0.47
1789489792	3111	counted	train	100000	0.74
1789489793	3111	counted	train	100000	0.77
1789489804	3216	counted	train	80000	0.28
1789489804	3216	counted	train	80000	0.27
1789489804	3216	counted	train	80000	0.41
1789489805	3216	counted	train	80000	0.46
1789489805	3216	counted	train	80000	0.39
1789489806	3216	counted	train	80000	0.65
1789489806	3216	counted	train	80000	0.25
1789489807	3216	counted	train	80000	0.32
1789489807	3216	counted	train	80000	0.38
1789489808	3216	counted	train	80000	0.40
1789489808	3216	counted	train	80000	0.62
1789489809	3216	counted	train	80000	0.78
1789489822	3317	counted	train	100000	0.35
1789489823	3317	counted	train	100000	0.37
1789489823	3317	counted	train	100000	0.55
1789489824	3317	counted	train	100000	0.80
1789489825	3317	counted	train	100000	0.54
1789489826	3317	counted	train	100000	0.89
1789489826	3317	counted	train	100000	0.36
1789489826	3317	counted	train	100000	0.47
1789489827	3317	counted	train	100000	0.55
1789489828	3317	counted	train	100000	0.59
1789489829	3317	counted	train	100000	0.96
1789489830	3317	counted	train	100000	0.96
1789489839	3402	counted	train	100000	0.37
1789489840	3402	counted	train	100000	0.38
1789489840	3402	counted	train	100000	0.55
1789489841	3402	counted	train	100000	0.61
1789489841	3402	counted	train	100000	0.51
1789489842	3402	counted	train	100000	0.91
1789489843	3402	counted	train	100000	0.35
1789489843	3402	counted	train	100000	0.46
1789489844	3402	counted	train	100000	0.52
1789489844	3402	counted	train	100000	0.51
1789489845	3402	counted	train	100000	0.83
1789489846	3402	counted	train	100000	0.93
1789489864	3487	counted	train	100000	9.26
1789489864	3487	counted	train	100000	0.40
1789489865	3487	counted	train	100000	0.52
1789489865	3487	counted	train	100000	0.61
1789489866	3487	counted	train	100000	0.49
1789489867	3487	counted	train	100000	0.82
1789489867	3487	counted	train	100000	0.33
1789489867	3487	counted	train	100000	0.41
1789489868	3487	counted	train	100000	0.48
1789489868	3487	counted	train	100000	0.49
1789489869	3487	counted	train	100000	0.84
1789489870	3487	counted	train	100000	0.91
1789489879	3587	counted	train	100000	0.33
1789489880	3587	counted	train	100000	0.36
1789489880	3587	counted	train	100000	0.48
1789489881	3587	counted	train	100000	0.58
1789489881	3587	counted	train	100000	0.53
1789489882	3587	counted	train	100000	0.90
1789489883	3587	counted	train	100000	0.36
1789489883	3587	counted	train	100000	0.52
1789489884	3587	counted	train	100000	0.55
1789489884	3587	counted	train	100000	0.59
1789489885	3587	counted	train	100000	0.99
1789489887	3587	counted	train	100000	1.09
1789489898	3710	counted	train	100000	0.36
1789489899	3710	counted	train	100000	0.39
1789489899	3710	counted	train	100000	0.53
1789489900	3710	counted	train	100000	0.63
1789489901	3710	counted	train	100000	0.53
1789489902	3710	counted	train	100000	0.86
1789489902	3710	counted	train	100000	0.33
1789489902	3710	counted	train	100000	0.44
1789489903	3710	counted	train	100000	0.66
1789489904	3710	counted	train	100000	0.61
1789489905	3710	counted	train	100000	0.93
1789489906	3710	counted	train	100000	0.93
1789489916	3830	counted	train	100000	0.31
1789489916	3830	counted	train	100000	0.35
1789489917	3830	counted	train	100000	0.44
1789489917	3830	counted	train	100000	0.55
1789489918	3830	counted	train	100000	0.46
1789489918	3830	counted	train	100000	0.79
1789489919	3830	counted	train	100000	0.30
1789489919	3830	counted	train	100000	0.42
1789489920	3830	counted	train	100000	0.51
