ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789541776	96	0.036	uncounted	exit	0.0	0	-c
1789541776	98	0.033	uncounted	exit	0.0	0	-c
1789541776	100	0.034	uncounted	exit	0.0	0	-m --version
1789541776	102	0.033	uncounted	exit	0.0	0	-c
1789541786	213	4.824	counted	exit	3.5	1	train.py
1789541799	275	0.037	uncounted	exit	0.0	0	-c
1789541799	277	0.037	uncounted	exit	0.0	0	-c
1789541799	279	0.038	uncounted	exit	0.0	0	-c
1789541809	342	13.568	counted	exit	4.3	1	train.py
1789541831	561	14.698	counted	exit	4.6	1	train.py
1789541841	612	0.816	uncounted	exit	0.4	0	-
1789541852	696	9.505	counted	exit	3.0	1	train.py
1789541863	812	7.836	counted	exit	2.6	1	train.py
1789541873	928	2.389	counted	exit	1.2	1	train.py
1789541876	980	2.298	counted	exit	1.2	1	train.py
1789541880	1033	3.868	counted	exit	1.6	1	train.py
1789541885	1085	7.904	counted	exit	2.6	1	train.py
1789541890	1134	0.642	uncounted	exit	0.3	0	-c
1789541896	1218	3.697	counted	exit	1.5	1	train.py
1789541902	1270	3.581	counted	exit	1.5	1	train.py
1789541913	1437	3.738	counted	exit	1.5	1	train.py
1789541919	1490	4.011	counted	exit	1.6	1	train.py
1789541929	1596	12.833	counted	exit	3.9	5	train.py
1789541942	1699	13.400	counted	exit	4.1	5	train.py
1789541956	1854	14.092	counted	exit	4.4	5	train.py
1789541961	1889	0.036	uncounted	exit	0.0	0	-
1789541966	1909	19.196	counted	exit	5.5	5	train.py
1789541972	1944	0.034	uncounted	exit	0.0	0	-
1789541978	1964	22.394	counted	exit	6.4	8	train.py
1789541983	1998	0.039	uncounted	exit	0.0	0	-
1789541991	2018	26.270	counted	exit	7.6	8	train.py
1789541997	2053	0.034	uncounted	exit	0.0	0	-
1789542012	2073	57.002	counted	exit	15.1	20	train.py
1789542017	2107	0.046	uncounted	exit	0.0	0	-
1789542033	2126	59.636	counted	exit	16.1	20	train.py
1789542036	2161	0.036	uncounted	exit	0.0	0	-
1789542050	2180	53.311	counted	exit	14.3	20	train.py
1789542065	2269	0.036	uncounted	exit	0.0	0	-c
1789542068	2289	5.209	counted	exit	2.2	1	train.py
1789542073	2325	0.038	uncounted	exit	0.0	0	-
1789542089	2344	58.883	counted	exit	15.6	20	train.py
1789542096	2378	0.033	uncounted	exit	0.0	0	-
1789542097	2399	1.810	counted	exit	1.1	0	train.py
1789542120	2510	62.139	counted	exit	16.6	20	train.py
1789542124	2544	0.040	uncounted	exit	0.0	0	-
1789542143	2563	69.843	counted	exit	18.5	20	train.py
1789542147	2597	0.041	uncounted	exit	0.0	0	-
1789542166	2616	71.061	counted	exit	18.8	20	train.py
1789542170	2651	0.040	uncounted	exit	0.0	0	-
1789542203	2670	124.154	counted	exit	32.1	40	train.py
1789542206	2705	0.038	uncounted	exit	0.0	0	-
1789542241	2724	134.614	counted	exit	34.9	40	train.py
1789542246	2760	0.045	uncounted	exit	0.0	0	-c
1789542296	2779	195.117	counted	exit	50.0	60	train.py
1789542301	2814	0.035	uncounted	exit	0.0	0	-
1789542302	2833	1.679	counted	exit	0.9	0	train.py
1789542305	2875	0.036	uncounted	exit	0.0	0	-
1789542359	2894	209.401	counted	exit	53.6	60	train.py
1789542365	2930	0.041	uncounted	exit	0.0	0	-
1789542403	2951	141.746	counted	exit	37.8	40	train.py
1789542408	2987	0.034	uncounted	exit	0.0	0	-
1789542459	3006	197.261	counted	exit	51.6	60	train.py
1789542465	3042	0.034	uncounted	exit	0.0	0	-
1789542516	3061	196.553	counted	exit	50.5	60	train.py
1789542519	3096	0.036	uncounted	exit	0.0	0	-c
1789542571	3115	203.195	counted	exit	52.3	60	train.py
1789542626	3168	202.980	counted	exit	52.2	60	train.py
1789542630	3203	0.038	uncounted	exit	0.0	0	-
1789542684	3291	179.880	counted	exit	47.3	60	train.py
1789542742	3345	201.983	counted	exit	51.8	60	train.py
1789542804	3396	225.636	exempt	exit	58.0	60	validate.py
