ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789519628	158	5.021	counted	exit	3.6	1	train.py
1789519644	200	1.522	uncounted	exit	0.8	0	-c
1789519659	281	11.208	counted	exit	3.4	1	train.py
1789519673	397	8.932	counted	exit	3.1	1	train.py
1789519686	498	2.023	counted	exit	1.3	0	train.py
1789519691	608	0.037	counted	exit	0.0	0	train.py
1789519699	692	14.868	counted	exit	5.1	1	train.py
1789519712	844	9.289	counted	exit	3.3	1	train.py
1789519726	959	8.975	counted	exit	3.0	1	train.py
1789519733	1036	12.532	counted	exit	4.0	1	train.py
1789519742	1134	15.339	counted	exit	4.6	1	train.py
1789519754	1254	21.531	counted	exit	6.2	1	train.py
1789519760	1330	1.830	counted	exit	1.1	0	train.py
1789519783	1421	70.490	counted	exit	18.5	5	train.py
1789519788	1501	1.879	counted	exit	1.1	0	train.py
1789519827	1591	136.489	counted	exit	35.1	10	train.py
1789519871	1706	132.986	counted	exit	34.5	10	train.py
1789519886	1827	1.723	counted	exit	1.0	0	train.py
1789519933	1935	149.451	counted	exit	38.6	10	train.py
1789519982	2039	167.319	counted	exit	43.0	10	train.py
1789520027	2118	162.426	counted	exit	41.5	10	train.py
1789520113	2221	309.544	counted	exit	78.7	20	train.py
1789520163	2323	161.862	counted	exit	41.6	10	train.py
1789520226	2426	235.512	counted	exit	60.0	10	train.py
1789520299	2543	239.595	counted	exit	61.2	14	train.py
1789520308	2586	0.780	uncounted	exit	0.4	0	-c
1789520365	2707	152.896	counted	exit	39.2	10	train.py
1789520420	2855	172.842	counted	exit	44.4	10	train.py
1789520465	2958	141.944	counted	exit	36.5	10	train.py
1789520520	3062	160.282	counted	exit	41.1	10	train.py
1789520572	3164	178.011	counted	exit	45.6	10	train.py
1789520622	3269	172.577	counted	exit	44.2	10	train.py
1789520671	3368	160.344	counted	exit	41.0	10	train.py
1789520715	3448	160.503	counted	exit	41.1	10	train.py
1789520780	3572	227.175	counted	exit	57.9	10	train.py
1789520846	3672	229.839	counted	exit	58.7	10	train.py
1789520940	3773	347.498	counted	exit	88.2	15	train.py
1789521009	3876	240.518	counted	exit	61.2	10	train.py
1789521076	3977	246.690	counted	exit	62.7	10	train.py
1789521156	4078	293.337	counted	exit	74.6	10	train.py
1789521195	4199	127.221	counted	exit	32.8	10	train.py
1789521256	4299	224.618	counted	exit	57.1	10	train.py
1789521322	4368	245.182	exempt	exit	62.5	10	validate.py
