ts	pid	kind	api	rows	seconds
1789489904	193	counted	train	100000	0.17
1789489941	338	counted	train	100000	1.31
1789489960	441	counted	train	90000	5.31
1789489977	554	counted	train	90000	2.22
1789489992	654	counted	train	100000	2.93
1789490008	805	counted	train	100000	1.40
1789490026	904	counted	train	100000	1.70
1789490042	992	counted	train	100000	1.44
1789490044	992	counted	train	100000	1.42
1789490045	992	counted	train	100000	1.40
1789490047	992	counted	train	100000	1.45
1789490048	992	counted	train	100000	1.53
1789490067	1086	uncounted	train	100000	1.41
1789490069	1086	uncounted	train	100000	1.58
1789490072	1086	uncounted	train	100000	1.56
1789490075	1086	uncounted	train	100000	1.66
1789490077	1086	uncounted	train	100000	1.48
1789490080	1086	uncounted	train	100000	1.52
1789490083	1086	uncounted	train	100000	1.63
1789490087	1086	uncounted	train	100000	3.12
1789490089	1086	uncounted	train	100000	1.62
1789490093	1086	uncounted	train	100000	2.71
1789490097	1086	uncounted	train	100000	3.16
1789490113	1140	uncounted	train	100000	1.46
1789490115	1140	uncounted	train	100000	1.46
1789490118	1140	uncounted	train	100000	1.40
1789490120	1140	uncounted	train	100000	1.39
1789490122	1140	uncounted	train	100000	1.40
1789490125	1140	uncounted	train	100000	1.53
1789490128	1140	uncounted	train	100000	1.58
1789490130	1140	uncounted	train	100000	1.48
1789490133	1140	uncounted	train	100000	1.60
1789490135	1140	uncounted	train	100000	1.65
1789490138	1140	uncounted	train	100000	1.65
1789490141	1140	uncounted	train	100000	1.74
1789490145	1140	uncounted	train	100000	3.10
1789490149	1140	uncounted	train	100000	2.75
1789490153	1140	uncounted	train	100000	2.72
1789490157	1140	uncounted	train	100000	2.93
1789490161	1140	uncounted	train	100000	2.82
1789490165	1140	uncounted	train	100000	2.85
1789490167	1140	uncounted	train	100000	1.54
1789490170	1140	uncounted	train	100000	1.56
1789490172	1140	uncounted	train	100000	1.52
1789490175	1140	uncounted	train	100000	1.61
1789490178	1140	uncounted	train	100000	1.57
1789490180	1140	uncounted	train	100000	1.64
1789490183	1140	uncounted	train	100000	1.59
1789490185	1140	uncounted	train	100000	1.59
1789490188	1140	uncounted	train	100000	1.59
1789490191	1140	uncounted	train	100000	1.61
1789490193	1140	uncounted	train	100000	1.69
1789490196	1140	uncounted	train	100000	1.64
1789490199	1140	uncounted	train	100000	2.13
1789490202	1140	uncounted	train	100000	2.10
1789490205	1140	uncounted	train	100000	2.00
1789490207	1140	uncounted	train	100000	1.06
1789490209	1140	uncounted	train	100000	0.98
1789490211	1140	uncounted	train	100000	1.05
1789490215	1140	uncounted	train	100000	3.04
1789490220	1140	uncounted	train	100000	3.19
1789490224	1140	uncounted	train	100000	3.02
1789490227	1140	uncounted	train	100000	2.04
1789490231	1140	uncounted	train	100000	2.16
1789490234	1140	uncounted	train	100000	2.28
1789490258	1164	uncounted	train	100000	1.59
1789490261	1164	uncounted	train	100000	1.59
1789490264	1164	uncounted	train	100000	1.56
1789490266	1164	uncounted	train	100000	1.63
1789490269	1164	uncounted	train	100000	1.65
1789490272	1164	uncounted	train	100000	1.70
1789490275	1164	uncounted	train	100000	1.75
1789490277	1164	uncounted	train	100000	1.72
1789490280	1164	uncounted	train	100000	1.71
1789490284	1164	uncounted	train	100000	2.89
1789490288	1164	uncounted	train	100000	2.83
1789490292	1164	uncounted	train	100000	2.77
1789490296	1164	uncounted	train	100000	2.88
1789490300	1164	uncounted	train	100000	2.85
1789490304	1164	uncounted	train	100000	2.87
1789490307	1164	uncounted	train	100000	1.56
1789490309	1164	uncounted	train	100000	1.56
1789490312	1164	uncounted	train	100000	1.50
1789490314	1164	uncounted	train	100000	1.56
1789490317	1164	uncounted	train	100000	1.58
1789490320	1164	uncounted	train	100000	1.63
1789490322	1164	uncounted	train	100000	1.66
1789490325	1164	uncounted	train	100000	1.70
1789490328	1164	uncounted	train	100000	1.67
1789490330	1164	uncounted	train	100000	1.65
1789490333	1164	uncounted	train	100000	1.67
1789490336	1164	uncounted	train	100000	1.66
1789490339	1164	uncounted	train	100000	2.09
1789490342	1164	uncounted	train	100000	2.10
1789490345	1164	uncounted	train	100000	2.13
1789490347	1164	uncounted	train	100000	1.10
1789490349	1164	uncounted	train	100000	1.13
1789490351	1164	uncounted	train	100000	1.06
1789490356	1164	uncounted	train	100000	3.23
1789490360	1164	uncounted	train	100000	3.31
1789490365	1164	uncounted	train	100000	3.34
1789490368	1164	uncounted	train	100000	2.19
1789490372	1164	uncounted	train	100000	2.28
1789490375	1164	uncounted	train	100000	2.45
1789490378	1164	uncounted	train	100000	1.55
1789490381	1164	uncounted	train	100000	1.64
1789490384	1164	uncounted	train	100000	1.73
1789490386	1164	uncounted	train	100000	1.65
1789490389	1164	uncounted	train	100000	1.72
1789490392	1164	uncounted	train	100000	1.58
1789490394	1164	uncounted	train	100000	1.63
1789490397	1164	uncounted	train	100000	1.70
1789490400	1164	uncounted	train	100000	1.63
1789490402	1164	uncounted	train	100000	1.69
1789490405	1164	uncounted	train	100000	1.72
1789490408	1164	uncounted	train	100000	1.67
1789490410	1164	uncounted	train	100000	1.23
1789490412	1164	uncounted	train	100000	0.91
1789490414	1164	uncounted	train	100000	0.85
1789490417	1164	uncounted	train	100000	1.61
1789490419	1164	uncounted	train	100000	1.58
1789490422	1164	uncounted	train	100000	1.59
1789490426	1164	uncounted	train	100000	2.79
1789490429	1164	uncounted	train	100000	2.69
1789490433	1164	uncounted	train	100000	2.65
1789490436	1164	uncounted	train	100000	1.31
1789490438	1164	uncounted	train	100000	1.29
1789490440	1164	uncounted	train	100000	1.30
1789490445	1164	uncounted	train	100000	3.52
1789490450	1164	uncounted	train	100000	3.42
1789490454	1164	uncounted	train	100000	3.40
1789490457	1164	uncounted	train	100000	1.31
1789490459	1164	uncounted	train	100000	1.30
1789490462	1164	uncounted	train	100000	1.28
1789490464	1164	uncounted	train	100000	1.76
1789490467	1164	uncounted	train	100000	1.77
1789490470	1164	uncounted	train	100000	1.84
1789490474	1164	uncounted	train	100000	2.87
1789490478	1164	uncounted	train	100000	2.84
1789490483	1164	uncounted	train	100000	2.97
1789490505	1235	uncounted	train	100000	3.08
1789490509	1235	uncounted	train	100000	3.04
1789490513	1235	uncounted	train	100000	3.05
1789490517	1235	uncounted	train	100000	2.72
1789490521	1235	uncounted	train	100000	2.71
1789490525	1235	uncounted	train	100000	2.85
1789490529	1235	uncounted	train	100000	2.59
1789490533	1235	uncounted	train	100000	2.67
1789490537	1235	uncounted	train	100000	2.79
1789490541	1235	uncounted	train	100000	2.87
1789490545	1235	uncounted	train	100000	2.80
1789490549	1235	uncounted	train	100000	2.81
1789490553	1235	uncounted	train	100000	3.07
1789490558	1235	uncounted	train	100000	3.18
1789490562	1235	uncounted	train	100000	3.10
1789490566	1235	uncounted	train	100000	2.64
1789490570	1235	uncounted	train	100000	2.78
1789490574	1235	uncounted	train	100000	2.64
1789490578	1235	uncounted	train	100000	2.95
1789490582	1235	uncounted	train	100000	2.94
1789490586	1235	uncounted	train	100000	2.65
1789490590	1235	uncounted	train	100000	2.79
1789490594	1235	uncounted	train	100000	2.73
1789490598	1235	uncounted	train	100000	2.73
1789490602	1235	uncounted	train	100000	2.50
1789490605	1235	uncounted	train	100000	2.64
1789490609	1235	uncounted	train	100000	2.56
1789490615	1235	uncounted	train	100000	4.70
1789490621	1235	uncounted	train	100000	4.82
1789490628	1235	uncounted	train	100000	4.89
1789490632	1235	uncounted	train	100000	1.91
1789490635	1235	uncounted	train	100000	1.91
1789490638	1235	uncounted	train	100000	1.97
1789490645	1235	uncounted	train	100000	6.41
1789490653	1235	uncounted	train	100000	6.15
1789490661	1235	uncounted	train	100000	6.10
1789490665	1235	uncounted	train	100000	2.93
1789490669	1235	uncounted	train	100000	2.76
1789490674	1235	uncounted	train	100000	2.90
1789490677	1235	uncounted	train	100000	2.56
1789490681	1235	uncounted	train	100000	2.60
1789490685	1235	uncounted	train	100000	2.65
1789490697	1290	uncounted	train	100000	2.37
1789490701	1290	uncounted	train	100000	2.42
1789490704	1290	uncounted	train	100000	2.38
1789490708	1290	uncounted	train	100000	2.31
1789490711	1290	uncounted	train	100000	2.17
1789490714	1290	uncounted	train	100000	2.21
1789490717	1290	uncounted	train	100000	2.09
1789490721	1290	uncounted	train	100000	2.15
1789490724	1290	uncounted	train	100000	2.18
1789490728	1290	uncounted	train	100000	2.28
1789490731	1290	uncounted	train	100000	2.32
1789490734	1290	uncounted	train	100000	2.24
1789490737	1290	uncounted	train	100000	2.00
1789490740	1290	uncounted	train	100000	1.98
1789490744	1290	uncounted	train	100000	2.03
1789490749	1290	uncounted	train	100000	3.86
1789490754	1290	uncounted	train	100000	3.79
1789490759	1290	uncounted	train	100000	3.71
1789490765	1290	uncounted	train	100000	5.14
1789490772	1290	uncounted	train	100000	5.15
1789490779	1290	uncounted	train	100000	4.82
1789490783	1290	uncounted	train	100000	2.32
1789490786	1290	uncounted	train	100000	2.37
1789490790	1290	uncounted	train	100000	2.38
1789490793	1290	uncounted	train	100000	2.49
1789490797	1290	uncounted	train	100000	2.54
1789490801	1290	uncounted	train	100000	2.59
1789490807	1290	uncounted	train	100000	5.04
