ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789534142	48	0.034	uncounted	exit	0.0	0	-c
1789534147	67	5.027	counted	exit	3.5	1	train.py
1789534160	92	1.544	uncounted	exit	0.8	0	-c
1789534170	121	9.942	counted	exit	3.4	1	train.py
1789534181	162	12.808	counted	exit	4.1	1	train.py
1789534194	205	25.410	counted	exit	7.3	1	train.py
1789534201	247	13.383	counted	exit	4.2	1	train.py
1789534208	289	15.954	counted	exit	4.9	1	train.py
1789534215	331	15.974	counted	exit	4.9	1	train.py
1789534222	373	20.340	counted	exit	6.0	1	train.py
1789534229	415	18.033	counted	exit	5.4	1	train.py
1789534245	456	1.604	counted	exit	0.9	0	train.py
1789534248	479	0.068	uncounted	exit	0.0	0	-
1789534257	500	29.265	counted	exit	8.5	1	train.py
1789534275	541	28.794	counted	exit	8.3	1	train.py
1789534293	596	32.712	counted	exit	9.2	1	train.py
1789534312	637	48.834	counted	exit	13.3	1	train.py
1789534319	662	0.069	uncounted	exit	0.0	0	-
1789534328	687	25.872	counted	exit	7.5	1	train.py
1789534339	729	32.506	counted	exit	9.1	1	train.py
1789534355	771	50.454	counted	exit	13.7	1	train.py
1789534390	812	105.840	counted	exit	27.7	3	train.py
1789534450	853	208.594	counted	exit	54.0	5	train.py
1789534506	897	159.977	counted	exit	41.2	5	train.py
1789534568	941	225.730	counted	exit	57.9	5	train.py
1789534621	986	167.594	counted	exit	43.2	5	train.py
1789534626	1012	0.074	uncounted	exit	0.0	0	-
1789534703	1030	303.195	counted	exit	77.5	8	train.py
1789534707	1055	0.064	uncounted	exit	0.0	0	-
1789534795	1073	326.523	counted	exit	87.6	8	train.py
1789534807	1098	0.068	uncounted	exit	0.0	0	-
1789534878	1116	280.046	counted	exit	71.6	9	train.py
1789534965	1159	319.366	counted	exit	83.0	9	train.py
1789534970	1185	0.073	uncounted	exit	0.0	0	-
1789534975	1193	0.075	uncounted	exit	0.0	0	-
1789534986	1211	41.878	counted	exit	11.6	1	train.py
1789535001	1253	37.999	counted	exit	11.1	1	train.py
1789535015	1295	42.804	counted	exit	12.0	1	train.py
1789535029	1337	44.545	counted	exit	12.5	1	train.py
1789535049	1379	65.753	counted	exit	18.1	1	train.py
1789535077	1421	88.647	counted	exit	24.6	1	train.py
1789535113	1463	122.057	counted	exit	34.2	1	train.py
1789535143	1505	91.335	counted	exit	24.9	1	train.py
1789535175	1548	92.252	counted	exit	25.1	1	train.py
1789535180	1574	0.064	uncounted	exit	0.0	0	-
1789535266	1592	320.901	counted	exit	85.1	4	train.py
1789535372	1634	379.213	counted	exit	100.1	6	train.py
1789535376	1659	0.043	uncounted	exit	0.0	0	-
1789535466	1677	332.251	counted	exit	89.4	6	train.py
1789535583	1720	418.321	counted	exit	111.8	8	train.py
1789535711	1762	454.079	counted	term	121.0	9	train.py
1789535843	1793	480.764	exempt	exit	128.5	8	validate.py
