ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789495228	155	4.973	counted	exit	3.5	1	train.py
1789495242	180	1.514	uncounted	exit	0.8	0	-c
1789495275	209	55.594	counted	exit	15.3	1	train.py
1789495290	251	26.001	counted	exit	7.7	1	train.py
1789495301	292	16.408	counted	exit	5.2	1	train.py
1789495310	332	8.445	counted	exit	2.8	1	train.py
1789495321	372	19.768	counted	exit	5.6	1	train.py
1789495328	412	11.241	counted	exit	3.6	1	train.py
1789495336	453	11.202	counted	exit	3.7	1	train.py
1789495350	498	34.630	counted	exit	9.3	1	train.py
1789495355	540	13.262	counted	exit	4.0	1	train.py
1789495371	580	41.019	counted	exit	11.1	1	train.py
1789495400	620	56.523	counted	exit	15.2	1	train.py
1789495409	662	16.347	counted	exit	4.9	1	train.py
1789495442	703	100.000	counted	exit	25.9	5	train.py
1789495501	743	209.986	counted	exit	53.5	10	train.py
1789495566	783	230.433	counted	exit	58.7	10	train.py
1789495625	824	192.837	counted	exit	49.2	10	train.py
1789495681	864	200.733	counted	exit	51.4	10	train.py
1789495750	904	226.140	counted	exit	57.7	10	train.py
1789495754	930	0.063	uncounted	exit	0.0	0	-
1789495805	947	200.897	counted	exit	51.3	10	train.py
1789495811	973	0.034	uncounted	exit	0.0	0	-
1789495880	990	268.241	counted	exit	68.1	14	train.py
1789495935	1030	197.282	counted	exit	50.3	10	train.py
1789495941	1055	0.068	uncounted	exit	0.0	0	-
1789495979	1072	148.549	counted	exit	38.1	10	train.py
1789495982	1098	0.069	uncounted	exit	0.0	0	-
1789496045	1115	245.575	counted	exit	62.4	10	train.py
1789496050	1141	0.068	uncounted	exit	0.0	0	-
1789496110	1158	235.907	counted	exit	59.9	10	train.py
1789496112	1183	0.069	uncounted	exit	0.0	0	-
1789496197	1200	333.585	counted	exit	84.4	14	train.py
1789496199	1225	0.072	uncounted	exit	0.0	0	-
1789496203	1231	0.067	uncounted	exit	0.0	0	-
1789496306	1250	392.449	counted	exit	99.2	14	train.py
1789496310	1275	0.050	uncounted	exit	0.0	0	-
1789496383	1292	286.625	counted	exit	72.8	14	train.py
1789496390	1318	0.063	uncounted	exit	0.0	0	-
1789496475	1335	337.497	counted	exit	85.5	14	train.py
1789496482	1361	0.056	uncounted	exit	0.0	0	-
1789496570	1378	347.262	counted	exit	88.0	14	train.py
1789496582	1404	0.071	uncounted	exit	0.0	0	-
1789496654	1421	285.493	counted	exit	72.4	14	train.py
1789496667	1447	0.067	uncounted	exit	0.0	0	-
1789496767	1464	394.588	counted	exit	99.7	14	train.py
1789496773	1497	0.067	uncounted	exit	0.0	0	-
1789496893	1514	475.921	counted	term	120.0	15	train.py
1789496898	1540	0.066	uncounted	exit	0.0	0	-
1789496998	1557	392.270	counted	exit	99.2	14	train.py
1789497100	1599	396.351	counted	exit	100.2	14	train.py
1789497202	1640	393.132	counted	exit	99.4	14	train.py
1789497208	1666	0.066	uncounted	exit	0.0	0	-
1789497328	1683	476.242	counted	term	120.2	14	train.py
1789497435	1730	395.371	counted	exit	100.0	14	train.py
1789497540	1773	391.908	counted	exit	99.2	14	train.py
1789497548	1807	0.036	uncounted	exit	0.0	0	-
1789497659	1824	440.595	counted	exit	111.3	14	train.py
1789497764	1852	404.041	exempt	exit	102.2	14	validate.py
