ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789628389	56	4.813	counted	exit	3.4	1	train.py
1789628450	81	1.509	uncounted	exit	0.8	0	-c
1789628517	110	1.779	counted	exit	1.1	0	train.py
1789628524	132	1.575	uncounted	exit	0.9	0	-c
1789628549	156	13.322	counted	exit	4.1	2	train.py
1789628643	197	24.930	counted	exit	7.0	2	train.py
1789628931	238	45.034	counted	exit	12.2	2	train.py
1789629075	264	0.776	uncounted	exit	0.4	0	-
1789629374	285	46.206	counted	exit	12.8	2	train.py
1789629479	326	95.449	counted	exit	25.8	2	train.py
1789629676	366	94.834	counted	exit	25.4	2	train.py
1789629796	406	113.448	counted	exit	30.6	2	train.py
1789629950	446	244.877	counted	exit	64.6	2	train.py
1789630151	487	393.272	counted	term	120.0	1	train.py
1789630546	531	352.402	counted	exit	90.9	2	train.py
1789630644	574	269.464	counted	exit	70.0	2	train.py
1789630823	616	309.204	counted	exit	81.3	3	train.py
1789630947	657	309.875	counted	exit	81.9	3	train.py
1789631105	698	269.032	counted	exit	73.2	3	train.py
1789631272	739	468.210	counted	term	120.0	4	train.py
1789631479	784	472.462	counted	term	122.4	4	train.py
1789631617	829	278.067	counted	exit	72.3	3	train.py
1789631740	870	341.573	counted	exit	90.9	3	train.py
1789631869	910	360.665	counted	exit	95.6	3	train.py
1789632149	950	416.127	counted	exit	108.1	3	train.py
1789632277	991	336.768	counted	exit	88.0	3	train.py
1789632464	1032	416.529	counted	exit	109.0	3	train.py
1789632565	1073	300.251	counted	exit	79.2	3	train.py
1789632692	1115	439.454	counted	exit	114.8	4	train.py
1789632711	1140	0.842	uncounted	exit	0.5	0	-
1789632868	1163	473.096	counted	term	123.7	4	train.py
1789633013	1206	420.234	counted	exit	111.4	4	train.py
1789633170	1250	403.063	counted	exit	106.4	4	train.py
1789633318	1292	404.933	counted	exit	109.8	4	train.py
1789633358	1319	0.073	uncounted	exit	0.0	0	-c
1789633457	1327	0.069	uncounted	exit	0.0	0	-c
1789633566	1344	406.566	counted	exit	109.2	4	train.py
1789633692	1384	450.812	counted	exit	119.2	4	train.py
1789633816	1425	404.769	counted	exit	108.4	4	train.py
1789633932	1465	401.166	counted	exit	106.6	4	train.py
1789634054	1506	427.676	counted	exit	113.8	4	train.py
1789634247	1546	461.410	counted	term	121.7	4	train.py
1789634377	1588	447.312	counted	exit	119.0	4	train.py
1789634508	1629	421.900	counted	exit	112.1	4	train.py
1789634678	1670	442.304	counted	exit	116.4	4	train.py
1789634774	1711	307.867	counted	exit	80.6	3	train.py
1789634913	1742	510.064	exempt	exit	134.4	4	validate.py
