ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789514787	129	1.509	uncounted	exit	1.2	0	-c
1789514791	162	4.033	counted	exit	2.7	1	train.py
1789514819	203	1.345	uncounted	exit	0.8	0	-c
1789514831	284	18.109	counted	exit	5.6	1	train.py
1789514846	391	1.675	counted	exit	0.9	0	train.py
1789514880	498	70.928	counted	exit	18.8	1	train.py
1789514902	600	18.456	counted	exit	5.5	1	train.py
1789514922	698	16.596	counted	exit	5.0	1	train.py
1789514926	738	0.673	uncounted	exit	0.3	0	-c
1789514955	860	25.647	counted	exit	7.4	1	train.py
1789514974	977	29.247	counted	exit	8.4	1	train.py
1789514992	1148	18.638	counted	exit	5.6	1	train.py
1789515017	1288	21.580	counted	exit	6.4	1	train.py
1789515034	1408	17.821	counted	exit	5.3	1	train.py
1789515047	1528	18.126	counted	exit	5.4	1	train.py
1789515063	1628	37.477	counted	exit	10.3	1	train.py
1789515076	1691	40.712	counted	exit	11.1	1	train.py
1789515093	1753	45.774	counted	exit	12.4	1	train.py
1789515110	1817	59.239	counted	exit	15.8	1	train.py
1789515129	1881	59.309	counted	exit	15.8	1	train.py
1789515146	1967	50.543	counted	exit	13.7	1	train.py
1789515164	2031	50.262	counted	exit	13.9	1	train.py
1789515190	2096	85.489	counted	exit	23.8	1	train.py
1789515212	2161	74.737	counted	exit	20.9	1	train.py
1789515242	2225	99.618	counted	exit	26.8	1	train.py
1789515274	2289	106.452	counted	exit	29.3	1	train.py
1789515309	2355	113.301	counted	exit	30.5	1	train.py
1789515361	2418	191.069	counted	exit	50.1	1	train.py
1789515392	2482	95.525	counted	exit	26.1	1	train.py
1789515467	2696	203.266	counted	exit	53.8	1	train.py
1789515537	2759	243.462	counted	exit	64.5	1	train.py
1789515613	2826	280.134	counted	exit	74.1	1	train.py
1789515687	2892	272.742	counted	exit	70.5	1	train.py
1789515799	3052	385.624	counted	exit	100.6	2	train.py
1789515886	3119	316.357	counted	exit	82.2	1	train.py
1789515992	3245	373.683	counted	exit	98.2	1	train.py
1789516126	3306	500.382	counted	term	129.3	1	train.py
1789516216	3374	332.537	counted	exit	88.4	1	train.py
1789516304	3440	313.864	counted	exit	82.8	1	train.py
1789516657	3638	306.312	counted	exit	81.3	1	train.py
1789516782	3704	455.638	counted	term	121.1	1	train.py
1789516898	3809	382.294	exempt	exit	100.5	1	validate.py
