ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789487167	102	0.033	uncounted	exit	0.0	0	-c
1789487168	104	0.032	uncounted	exit	0.0	0	-c
1789487168	106	0.032	uncounted	exit	0.0	0	-m --version
1789487168	108	0.034	uncounted	exit	0.0	0	-c
1789487279	287	4.592	counted	exit	3.2	1	train.py
1789487288	349	0.036	uncounted	exit	0.0	0	-c
1789487288	351	0.035	uncounted	exit	0.0	0	-c
1789487288	353	0.034	uncounted	exit	0.0	0	-c
1789487325	559	29.865	counted	exit	8.6	1	train.py
1789487350	661	39.614	counted	exit	11.4	1	train.py
1789487379	867	34.927	counted	exit	9.8	1	train.py
1789487396	969	44.000	counted	exit	12.1	1	train.py
1789487413	1084	40.889	counted	exit	11.3	1	train.py
1789487431	1197	44.363	counted	exit	12.2	1	train.py
1789487450	1323	36.485	counted	exit	10.2	1	train.py
1789487468	1436	40.763	counted	exit	11.3	1	train.py
1789487487	1549	42.922	counted	exit	12.0	1	train.py
1789487509	1651	63.735	counted	exit	18.0	1	train.py
1789487542	1753	106.861	counted	exit	28.9	1	train.py
1789487578	1933	74.163	counted	exit	20.6	1	train.py
1789487599	2046	50.961	counted	exit	14.4	1	train.py
1789487625	2214	58.085	counted	exit	15.6	1	train.py
1789487705	2392	233.164	counted	exit	60.9	6	train.py
1789487790	2506	250.016	counted	exit	65.6	6	train.py
1789487893	2727	291.544	counted	exit	75.7	6	train.py
1789487932	2899	93.144	counted	exit	25.4	2	train.py
1789488020	3015	309.209	counted	exit	80.6	6	train.py
1789488096	3133	245.778	counted	exit	64.3	6	train.py
1789488177	3275	244.852	counted	exit	63.7	6	train.py
1789488242	3378	225.376	counted	exit	58.7	6	train.py
1789488315	3549	230.237	counted	exit	60.9	6	train.py
1789488386	3666	242.964	counted	exit	62.8	6	train.py
1789488460	3791	241.602	counted	exit	63.5	6	train.py
1789488588	3908	471.818	counted	term	120.0	5	train.py
1789488641	4023	173.403	counted	exit	45.1	6	train.py
1789488736	4140	323.433	counted	exit	85.0	7	train.py
1789488834	4295	326.912	counted	exit	85.7	8	train.py
1789488949	4414	401.454	counted	exit	104.2	7	train.py
1789489046	4520	332.932	counted	exit	88.1	7	train.py
1789489171	4637	443.006	counted	exit	115.1	8	train.py
1789489296	4754	450.798	counted	exit	116.4	7	train.py
1789489432	4923	475.903	counted	term	123.1	9	train.py
1789489563	5101	431.798	counted	exit	114.7	8	train.py
1789489612	5322	121.936	counted	exit	33.7	2	train.py
1789489662	5425	141.667	counted	exit	37.6	2	train.py
1789489716	5542	169.803	counted	exit	45.6	2	train.py
1789489765	5645	165.132	counted	exit	43.6	2	train.py
1789489829	5680	223.158	exempt	exit	61.2	2	validate.py
