ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789492383	141	0.037	uncounted	exit	0.0	0	-c
1789492387	173	4.972	counted	exit	3.6	1	train.py
1789492390	214	0.763	uncounted	exit	0.4	0	-
1789492414	332	1.721	counted	exit	1.0	0	train.py
1789492426	443	23.776	counted	exit	6.9	1	train.py
1789492433	545	10.717	counted	exit	3.5	1	train.py
1789492454	638	28.044	counted	exit	8.0	1	train.py
1789492482	739	19.314	counted	exit	5.6	1	train.py
1789492502	801	2.158	uncounted	exit	1.4	0	sweep.py
1789492514	845	31.011	uncounted	exit	9.1	9	sweep.py
1789492536	876	51.711	uncounted	exit	14.8	18	sweep.py
1789492548	965	4.399	counted	exit	1.7	1	train.py
1789492568	1025	43.625	uncounted	exit	12.4	14	sweep.py
1789492633	1055	92.234	uncounted	exit	56.1	12	sweep2.py
1789492664	1093	76.328	uncounted	exit	21.1	11	sweep3.py
1789492706	1126	123.789	uncounted	exit	33.8	10	sweep4.py
1789492746	1161	119.540	uncounted	exit	31.9	10	sweep5.py
1789492806	1197	204.909	uncounted	exit	53.6	9	sweep6.py
1789492879	1232	250.894	uncounted	exit	65.8	6	sweep7.py
1789492897	1327	32.347	counted	exit	9.0	1	train.py
1789493088	1368	683.819	uncounted	exit	180.3	17	sweep8.py
1789493241	1411	557.278	uncounted	exit	143.4	16	sweep9.py
1789493440	1452	736.080	uncounted	exit	190.2	21	sweep10.py
1789493511	1535	236.493	counted	exit	61.3	6	train.py
1789493593	1579	283.505	uncounted	exit	74.3	9	sweep11.py
1789493821	1614	850.733	uncounted	exit	218.7	26	sweep12.py
1789493996	1653	668.800	uncounted	exit	171.2	24	sweep13.py
1789494052	1747	186.063	counted	exit	48.7	6	train.py
1789494336	1789	1064.707	uncounted	exit	273.6	35	sweep14.py
1789494620	1828	1047.059	uncounted	exit	268.6	33	sweep15.py
1789494826	1866	791.001	uncounted	exit	202.2	27	sweep16.py
1789494881	1961	178.088	counted	exit	46.8	6	train.py
1789494918	2005	99.302	uncounted	exit	26.7	3	sweep17.py
1789494995	2040	277.226	uncounted	exit	73.8	9	sweep18.py
1789495000	2077	0.636	uncounted	exit	0.3	0	-
1789495275	2098	1050.165	uncounted	exit	269.7	36	sweep19.py
1789495281	2140	2.008	uncounted	exit	1.3	0	sweep20.py
1789495474	2170	734.667	uncounted	exit	188.8	24	sweep20.py
1789495674	2206	761.242	uncounted	exit	195.3	24	sweep21.py
1789496008	2244	1279.454	uncounted	exit	327.8	42	sweep22.py
1789496067	2412	181.679	counted	exit	47.2	6	train.py
1789496321	2455	951.787	uncounted	exit	244.0	30	sweep23.py
1789496546	2494	834.894	uncounted	exit	214.6	27	sweep24.py
1789496749	2532	756.908	uncounted	exit	194.6	24	sweep25.py
1789496846	2570	346.179	uncounted	exit	89.1	12	sweep26.py
1789496908	2684	185.010	counted	exit	48.0	6	train.py
1789496990	2785	282.120	counted	exit	73.0	8	train.py
1789497111	2864	438.993	counted	exit	113.6	10	train.py
1789497232	2943	432.579	counted	exit	111.7	10	train.py
1789497366	3011	487.928	exempt	exit	129.1	10	validate.py
1789497483	3080	417.140	counted	exit	108.8	10	train.py
