ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789544360	96	0.038	uncounted	exit	0.0	0	-c
1789544360	98	0.033	uncounted	exit	0.0	0	-c
1789544360	100	0.039	uncounted	exit	0.0	0	-m --version
1789544360	102	0.039	uncounted	exit	0.0	0	-c
1789544376	225	5.127	counted	exit	3.7	1	train.py
1789544379	260	0.797	uncounted	exit	0.4	0	-c
1789544396	302	0.048	uncounted	exit	0.0	0	-c
1789544396	304	0.036	uncounted	exit	0.0	0	-c
1789544396	306	0.045	uncounted	exit	0.0	0	-c
1789544404	368	2.921	counted	exit	1.4	1	train.py
1789544412	470	15.436	counted	exit	4.6	1	train.py
1789544425	624	22.544	counted	exit	6.5	1	train.py
1789544445	711	16.760	counted	exit	5.1	1	train.py
1789544477	921	46.482	counted	exit	12.4	1	train.py
1789544487	1036	14.202	counted	exit	4.2	1	train.py
1789544506	1214	17.360	counted	exit	5.1	1	train.py
1789544520	1365	0.046	uncounted	exit	0.0	0	-
1789544526	1394	15.235	counted	exit	4.6	1	train.py
1789544530	1428	0.052	uncounted	exit	0.0	0	-
1789544535	1446	17.839	counted	exit	5.2	1	train.py
1789544543	1493	0.046	uncounted	exit	0.0	0	-
1789544548	1511	15.258	counted	exit	4.5	1	train.py
1789544551	1545	0.046	uncounted	exit	0.0	0	-
1789544556	1563	16.420	counted	exit	4.8	1	train.py
1789544561	1597	0.050	uncounted	exit	0.0	0	-
1789544565	1615	16.053	counted	exit	4.7	1	train.py
1789544570	1650	0.042	uncounted	exit	0.0	0	-
1789544580	1669	36.814	counted	exit	10.2	1	train.py
1789544584	1704	0.054	uncounted	exit	0.0	0	-
1789544596	1722	46.273	counted	exit	12.4	3	train.py
1789544599	1756	0.047	uncounted	exit	0.0	0	-
1789544600	1774	1.812	counted	exit	1.1	0	train.py
1789544602	1816	0.047	uncounted	exit	0.0	0	-
1789544623	1834	75.974	counted	exit	20.1	5	train.py
1789544630	1868	0.049	uncounted	exit	0.0	0	-
1789544631	1888	1.776	counted	exit	1.0	0	train.py
1789544634	1930	0.037	uncounted	exit	0.0	0	-
1789544661	1949	104.939	counted	exit	27.1	7	train.py
1789544665	1984	0.049	uncounted	exit	0.0	0	-
1789544700	2002	133.989	counted	exit	35.3	7	train.py
1789544706	2037	0.047	uncounted	exit	0.0	0	-
1789544742	2057	137.470	counted	exit	35.9	7	train.py
1789544746	2093	0.052	uncounted	exit	0.0	0	-
1789544748	2111	1.824	counted	exit	1.1	0	train.py
1789544751	2153	0.037	uncounted	exit	0.0	0	-
1789544871	2172	451.341	counted	exit	119.4	7	train.py
1789544911	2292	94.711	counted	exit	24.7	6	train.py
1789544916	2326	0.037	uncounted	exit	0.0	0	-
1789544947	2344	122.885	counted	exit	31.7	7	train.py
1789544951	2379	0.043	uncounted	exit	0.0	0	-
1789544986	2397	137.225	counted	exit	35.3	7	train.py
1789544993	2432	0.043	uncounted	exit	0.0	0	-
1789545022	2451	114.534	counted	exit	29.7	7	train.py
1789545026	2487	0.044	uncounted	exit	0.0	0	-
1789545083	2506	199.730	counted	exit	57.1	7	train.py
1789545091	2542	0.040	uncounted	exit	0.0	0	-
1789545116	2561	99.678	counted	exit	25.8	6	train.py
1789545122	2597	0.055	uncounted	exit	0.0	0	-
1789545158	2615	140.391	counted	exit	36.1	7	train.py
1789545189	2651	0.044	uncounted	exit	0.0	0	-
1789545226	2669	140.445	counted	exit	36.2	7	train.py
1789545230	2704	0.048	uncounted	exit	0.0	0	-
1789545267	2722	144.612	counted	exit	37.2	7	train.py
1789545272	2758	0.050	uncounted	exit	0.0	0	-
1789545317	2776	175.801	counted	exit	45.0	7	train.py
1789545323	2811	0.047	uncounted	exit	0.0	0	-
1789545374	2830	196.208	counted	exit	50.3	7	train.py
1789545377	2866	0.041	uncounted	exit	0.0	0	-
1789545416	2886	151.672	counted	exit	38.9	7	train.py
1789545419	2921	0.047	uncounted	exit	0.0	0	-
1789545474	2939	213.543	counted	exit	54.5	9	train.py
1789545478	2974	0.045	uncounted	exit	0.0	0	-
1789545537	2992	231.062	counted	exit	59.0	9	train.py
1789545542	3028	0.055	uncounted	exit	0.0	0	-
1789545603	3046	236.524	counted	exit	60.7	9	train.py
1789545606	3081	0.049	uncounted	exit	0.0	0	-
1789545670	3099	244.910	counted	exit	63.3	9	train.py
1789545673	3134	0.038	uncounted	exit	0.0	0	-
1789545739	3152	257.098	counted	exit	65.8	9	train.py
1789545806	3191	254.260	exempt	exit	65.3	9	validate.py
