ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789525727	140	4.875	counted	exit	3.4	1	train.py
1789525750	240	5.240	counted	exit	2.2	1	train.py
1789525777	337	41.402	counted	exit	11.6	2	train.py
1789525786	446	8.317	counted	exit	2.8	1	train.py
1789525810	582	17.263	counted	exit	5.0	2	train.py
1789525835	644	44.210	uncounted	exit	12.3	16	scratch_sweep.py
1789525852	693	33.324	uncounted	exit	9.5	19	scratch_sweep.py
1789525861	780	4.175	counted	exit	1.8	1	train.py
1789525888	858	5.443	counted	exit	2.5	1	train.py
1789525907	954	21.721	counted	exit	8.4	1	train.py
1789525932	1016	39.566	uncounted	exit	12.1	8	scratch_sweep.py
1789525945	1101	6.432	counted	exit	3.4	1	train.py
1789525966	1276	6.836	counted	exit	3.3	1	train.py
1789525981	1431	6.425	counted	exit	3.2	1	train.py
1789525997	1523	14.641	counted	exit	5.6	3	train.py
1789526013	1600	31.624	counted	exit	10.3	6	train.py
1789526030	1664	16.764	counted	exit	6.7	3	train.py
1789526058	1768	70.605	counted	exit	19.7	3	train.py
1789526110	1853	117.146	uncounted	exit	37.8	27	scratch_sweep.py
1789526117	1905	1.467	uncounted	exit	0.8	0	scratch_sweep.py
1789526118	1931	0.065	uncounted	exit	0.0	0	-
1789526148	1969	75.688	uncounted	exit	21.3	22	scratch_sweep.py
1789526158	2035	14.608	counted	exit	5.5	3	train.py
1789526187	2078	80.950	uncounted	exit	22.4	22	scratch_sweep.py
1789526219	2129	74.450	uncounted	exit	20.9	17	scratch_sweep.py
1789526224	2160	0.064	uncounted	exit	0.0	0	-
1789526255	2159	117.396	uncounted	exit	31.5	15	scratch_sweep.py
1789526261	2197	0.064	uncounted	exit	0.0	0	-
1789526327	2196	254.609	uncounted	exit	66.4	18	scratch_sweep.py
1789526332	2237	0.068	uncounted	exit	0.0	0	-
1789526440	2236	410.855	uncounted	exit	107.9	18	scratch_sweep.py
1789526444	2277	0.064	uncounted	exit	0.0	0	-
1789526730	2276	1083.174	uncounted	exit	285.9	12	scratch_sweep.py
1789526777	2364	145.973	counted	exit	41.0	3	train.py
1789526786	2408	0.053	uncounted	exit	0.0	0	-
1789526935	2407	553.038	uncounted	exit	148.3	12	scratch_sweep.py
1789526939	2448	0.070	uncounted	exit	0.0	0	-
1789527152	2447	800.699	uncounted	exit	212.9	20	scratch_sweep.py
1789527156	2488	0.068	uncounted	exit	0.0	0	-
1789527377	2487	831.396	uncounted	exit	221.1	18	scratch_sweep.py
1789527381	2527	0.038	uncounted	exit	0.0	0	-
1789527640	2526	977.898	uncounted	exit	259.0	12	scratch_sweep.py
1789527643	2564	0.042	uncounted	exit	0.0	0	-
1789527911	2563	1020.714	uncounted	exit	267.5	9	scratch_sweep.py
1789527916	2601	0.069	uncounted	exit	0.0	0	-
1789528305	2600	1489.236	uncounted	exit	389.6	12	scratch_sweep.py
1789528310	2639	0.063	uncounted	exit	0.0	0	-
1789528593	2638	1077.852	uncounted	exit	283.1	9	scratch_sweep.py
1789528598	2675	0.067	uncounted	exit	0.0	0	-
1789528852	2674	967.555	uncounted	exit	254.2	12	scratch_sweep.py
1789528857	2713	0.035	uncounted	exit	0.0	0	-
1789529170	2712	1189.617	uncounted	exit	312.3	9	scratch_sweep.py
1789529278	2786	381.607	counted	exit	102.7	3	train.py
1789529398	2917	382.379	counted	exit	103.3	3	train.py
1789529415	3068	1.894	counted	exit	1.2	0	train.py
1789529422	3158	3.800	counted	exit	3.1	0	train.py
1789529536	3248	407.957	counted	exit	109.9	3	train.py
1789529657	3347	411.661	counted	exit	112.1	3	train.py
1789529752	3449	312.259	counted	exit	85.5	3	train.py
1789529871	3511	413.932	counted	exit	112.3	3	train.py
1789529876	3602	1.751	counted	exit	1.1	0	train.py
1789529882	3692	1.770	counted	exit	1.1	0	train.py
1789529991	3782	386.523	counted	exit	104.4	3	train.py
1789530107	3914	384.202	counted	exit	104.4	3	train.py
1789530231	4017	417.523	counted	exit	114.2	3	train.py
1789530351	4119	389.541	counted	exit	106.0	3	train.py
1789530462	4220	394.466	counted	exit	106.5	3	train.py
1789530580	4281	391.955	counted	exit	107.6	3	train.py
1789530688	4347	388.837	counted	exit	105.2	3	train.py
1789530813	4398	437.004	exempt	exit	121.9	3	validate.py
1789530924	4450	399.501	counted	exit	108.0	3	train.py
1789531040	4537	404.401	counted	exit	108.8	3	train.py
1789531172	4587	461.233	exempt	exit	127.8	3	validate.py
1789531180	4642	0.000	counted	refused	0.0	0	run_experiment.sh
