ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789583018	148	4.881	counted	exit	3.4	1	train.py
1789583038	247	3.886	counted	exit	1.7	1	train.py
1789583053	346	14.248	counted	exit	4.3	1	train.py
1789583087	417	66.911	uncounted	exit	17.9	4	diag1.py
1789583124	470	48.496	uncounted	exit	13.3	8	diag2.py
1789583233	532	1.633	uncounted	exit	0.9	0	diag3.py
1789583251	577	51.443	uncounted	exit	13.9	9	diag3.py
1789583292	633	1.714	uncounted	exit	1.0	0	diag4.py
1789583320	678	66.243	uncounted	exit	19.5	9	diag4.py
1789583392	736	110.597	uncounted	exit	29.0	15	diag5.py
1789583524	790	446.309	uncounted	exit	113.9	21	diag6.py
1789583568	871	71.931	counted	exit	18.9	3	train.py
1789583596	936	1.675	uncounted	exit	1.0	0	diag7.py
1789583746	1001	535.333	uncounted	exit	137.4	26	diag7.py
1789583885	1085	130.847	counted	exit	33.8	9	train.py
1789584031	1155	238.060	uncounted	exit	62.0	8	diag8.py
1789584211	1215	562.046	uncounted	exit	143.0	29	diag9.py
1789584325	1275	384.567	uncounted	exit	99.4	14	diag10.py
1789584514	1331	697.608	uncounted	exit	178.5	36	diag11.py
1789584694	1388	657.317	uncounted	exit	168.6	32	diag12.py
1789584715	1463	26.883	counted	exit	7.5	1	train.py
1789584755	1559	125.707	counted	exit	32.7	6	train.py
1789584887	1625	414.053	uncounted	exit	106.1	12	diag13.py
1789585042	1679	519.952	uncounted	exit	134.2	23	diag14.py
1789585205	1736	604.536	uncounted	exit	155.1	30	diag15.py
1789585268	1856	115.892	counted	exit	30.3	6	train.py
1789585525	1921	934.593	uncounted	exit	239.8	43	diag16.py
1789585661	1978	476.684	uncounted	exit	122.4	22	diag17.py
1789585700	2049	124.442	counted	exit	32.4	6	train.py
1789585811	2115	334.726	uncounted	exit	87.5	13	diag18.py
1789586048	2171	851.824	uncounted	exit	218.4	10	diag19.py
1789586305	2230	940.834	uncounted	exit	242.1	16	diag20.py
1789586394	2325	261.902	counted	exit	67.7	4	train.py
1789586603	2389	731.578	uncounted	exit	188.1	10	diag21.py
1789586830	2451	765.452	uncounted	exit	196.7	10	diag22.py
1789586923	2552	315.217	counted	exit	81.8	4	train.py
1789587020	2616	312.450	uncounted	exit	81.1	3	diag23.py
1789587219	2670	670.775	uncounted	exit	173.6	8	diag24.py
1789587565	2729	1292.287	uncounted	exit	334.8	16	diag25.py
1789587688	2887	294.081	counted	exit	77.1	4	train.py
1789587783	2989	328.207	counted	exit	85.3	4	train.py
1789587870	3089	261.978	counted	exit	68.7	6	train.py
1789588079	3180	648.275	uncounted	exit	168.5	7	diag26.py
1789588178	3250	328.709	counted	exit	86.6	4	train.py
1789588273	3349	320.353	counted	exit	82.8	4	train.py
1789588389	3429	378.088	counted	exit	97.6	4	train.py
1789588618	3526	364.397	uncounted	exit	95.3	3	diag27.py
1789588805	3604	457.902	counted	term	120.1	4	train.py
1789588920	3691	308.451	exempt	exit	80.3	4	validate.py
