ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789602123	53	4.804	counted	exit	3.3	1	train.py
1789602180	99	9.710	counted	exit	3.2	1	train.py
1789602233	140	37.019	counted	exit	10.3	1	train.py
1789602324	181	16.222	counted	exit	4.9	9	train.py
1789602566	222	17.431	counted	exit	5.3	10	train.py
1789602833	263	37.930	counted	exit	10.3	19	train.py
1789602946	304	66.482	counted	exit	17.5	11	train.py
1789603083	345	96.282	counted	exit	25.0	10	train.py
1789603139	371	0.070	uncounted	exit	0.0	0	-
1789603179	388	154.895	counted	exit	40.1	7	train.py
1789603304	414	0.068	uncounted	exit	0.0	0	-
1789603338	431	124.629	counted	exit	33.9	6	train.py
1789603443	457	0.066	uncounted	exit	0.0	0	-
1789603495	474	196.166	counted	exit	51.8	6	train.py
1789604057	500	0.042	uncounted	exit	0.0	0	-
1789604169	517	399.300	counted	exit	112.5	9	train.py
1789605095	560	225.557	counted	exit	59.0	4	train.py
1789605279	586	0.070	uncounted	exit	0.0	0	-
1789605351	603	276.720	counted	exit	71.9	3	train.py
1789605652	629	0.037	uncounted	exit	0.0	0	-
1789605751	646	382.877	counted	exit	98.6	3	train.py
1789606393	676	0.068	uncounted	exit	0.0	0	-
1789606464	693	276.167	counted	exit	71.7	3	train.py
1789606834	737	451.562	counted	exit	117.5	3	train.py
1789606965	764	0.052	uncounted	exit	0.0	0	-
1789607063	784	373.735	counted	exit	97.8	3	train.py
1789607274	810	0.069	uncounted	exit	0.0	0	-
1789607364	830	342.400	counted	exit	90.4	3	train.py
1789607614	857	0.074	uncounted	exit	0.0	0	-
1789607704	876	347.610	counted	exit	89.9	4	train.py
1789607913	902	0.068	uncounted	exit	0.0	0	-
1789608002	919	342.816	counted	exit	89.0	4	train.py
1789608835	968	381.872	counted	exit	100.3	3	train.py
1789608993	994	0.065	uncounted	exit	0.0	0	-
1789609104	1012	430.635	counted	exit	110.9	3	train.py
1789609371	1038	0.066	uncounted	exit	0.0	0	-
1789609478	1056	411.826	counted	exit	106.9	3	train.py
1789609644	1082	0.068	uncounted	exit	0.0	0	-
1789609754	1100	424.551	counted	exit	109.6	3	train.py
1789609851	1126	0.068	uncounted	exit	0.0	0	-
1789609959	1144	420.286	counted	exit	107.6	2	train.py
1789609976	1170	0.065	uncounted	exit	0.0	0	-
1789610065	1188	348.655	counted	exit	89.3	1	train.py
1789610117	1213	0.065	uncounted	exit	0.0	0	-
1789610223	1231	407.895	counted	exit	105.7	1	train.py
1789610277	1256	0.069	uncounted	exit	0.0	0	-
1789610396	1274	462.053	counted	exit	118.4	1	train.py
1789610563	1301	0.032	uncounted	exit	0.0	0	-
1789610641	1308	0.066	uncounted	exit	0.0	0	-
1789610733	1326	355.517	counted	exit	91.7	1	train.py
1789610746	1351	0.069	uncounted	exit	0.0	0	-
1789610846	1369	387.230	counted	exit	100.0	1	train.py
1789610876	1395	0.067	uncounted	exit	0.0	0	-
1789610976	1413	389.633	counted	exit	100.0	1	train.py
1789610981	1439	0.062	uncounted	exit	0.0	0	-
1789611092	1457	432.318	counted	exit	110.0	1	train.py
1789611115	1482	0.042	uncounted	exit	0.0	0	-
1789611224	1500	423.129	counted	exit	109.0	1	train.py
1789611229	1525	0.066	uncounted	exit	0.0	0	-
1789611335	1543	413.835	counted	exit	105.8	1	train.py
1789611351	1569	0.062	uncounted	exit	0.0	0	-
1789611462	1588	435.800	counted	exit	110.9	1	train.py
1789611479	1614	0.066	uncounted	exit	0.0	0	-
1789611586	1633	422.794	counted	exit	107.5	1	train.py
1789611623	1660	0.071	uncounted	exit	0.0	0	-
1789611730	1679	420.923	counted	exit	107.3	1	train.py
1789611771	1704	0.068	uncounted	exit	0.0	0	-
1789611888	1723	457.476	counted	exit	116.3	1	train.py
1789611903	1748	0.068	uncounted	exit	0.0	0	-
1789612012	1767	423.960	counted	exit	108.5	1	train.py
1789612138	1792	473.017	exempt	exit	120.6	1	validate.py
