ts	pid	kind	api	rows	seconds
1789500371	159	counted	train	100000	0.15
1789500392	280	counted	train	80000	0.75
1789500392	280	counted	train	100000	0.53
1789500433	604	counted	train	80000	6.10
1789500438	604	counted	train	100000	4.95
1789500451	708	counted	train	80000	1.16
1789500452	708	counted	train	100000	0.80
1789500459	784	counted	train	80000	1.56
1789500460	784	counted	train	100000	1.07
1789500468	860	counted	train	80000	2.87
1789500470	860	counted	train	100000	2.72
1789500480	919	counted	train	80000	4.76
1789500485	919	counted	train	100000	4.36
1789500498	984	counted	train	80000	5.44
1789500503	984	counted	train	100000	4.95
1789500517	1048	counted	train	80000	7.28
1789500524	1048	counted	train	100000	7.05
1789500579	1540	counted	train	80000	4.40
1789500582	1540	counted	train	100000	2.81
1789500605	1672	counted	train	80000	4.74
1789500609	1672	counted	train	100000	4.45
1789500615	1672	counted	train	80000	6.02
1789500621	1672	counted	train	100000	5.70
1789500627	1672	counted	train	80000	6.35
1789500633	1672	counted	train	100000	5.54
1789500654	1754	counted	train	80000	3.30
1789500657	1754	counted	train	100000	2.63
1789500662	1754	counted	train	80000	5.11
1789500667	1754	counted	train	100000	4.47
1789500673	1754	counted	train	80000	6.02
1789500678	1754	counted	train	100000	5.57
1789500682	1754	counted	train	80000	4.04
1789500686	1754	counted	train	100000	3.42
1789500692	1754	counted	train	80000	6.53
1789500698	1754	counted	train	100000	5.36
1789500728	1857	counted	train	100000	2.33
1789500733	1857	counted	train	100000	5.20
1789500738	1857	counted	train	100000	5.36
1789500745	1857	counted	train	100000	6.14
1789500749	1857	counted	train	100000	4.14
1789500756	1857	counted	train	100000	7.08
1789500762	1857	counted	train	100000	5.55
1789500766	1857	counted	train	100000	4.10
1789500804	1960	counted	train	80000	3.06
1789500807	1960	counted	train	90000	2.18
1789500812	1960	counted	train	80000	4.86
1789500815	1960	counted	train	90000	3.49
1789500821	1960	counted	train	80000	5.56
1789500825	1960	counted	train	90000	4.45
1789500829	1960	counted	train	80000	3.99
1789500832	1960	counted	train	90000	2.88
1789500838	1960	counted	train	80000	5.52
1789500843	1960	counted	train	90000	4.89
1789500879	2214	counted	train	80000	3.84
1789500882	2214	counted	train	100000	3.10
1789500888	2214	counted	train	80000	6.04
1789500893	2214	counted	train	100000	5.00
1789500900	2214	counted	train	80000	6.32
1789500905	2214	counted	train	100000	5.60
1789500910	2214	counted	train	80000	4.21
1789500913	2214	counted	train	100000	3.39
1789500920	2214	counted	train	80000	6.77
1789500926	2214	counted	train	100000	5.80
1789500944	2279	counted	train	80000	2.36
1789500946	2279	counted	train	100000	1.85
1789500952	2279	counted	train	80000	6.55
1789500959	2279	counted	train	100000	6.84
1789500965	2279	counted	train	80000	5.92
1789500970	2279	counted	train	100000	5.03
1789500975	2279	counted	train	80000	4.19
1789500978	2279	counted	train	100000	3.52
1789500983	2279	counted	train	80000	5.20
1789500988	2279	counted	train	100000	4.93
1789501011	2346	counted	train	80000	2.68
1789501014	2346	counted	train	100000	2.21
1789501020	2346	counted	train	80000	5.97
1789501026	2346	counted	train	100000	5.94
1789501033	2346	counted	train	80000	7.48
1789501040	2346	counted	train	100000	6.45
1789501044	2346	counted	train	80000	4.34
1789501047	2346	counted	train	100000	3.11
1789501054	2346	counted	train	80000	7.05
1789501061	2346	counted	train	100000	6.88
1789501104	2411	counted	train	80000	19.21
1789501106	2411	counted	train	100000	2.36
1789501111	2411	counted	train	80000	4.68
1789501116	2411	counted	train	100000	4.68
1789501122	2411	counted	train	80000	6.20
1789501127	2411	counted	train	100000	5.40
1789501132	2411	counted	train	80000	4.20
1789501135	2411	counted	train	100000	3.42
1789501141	2411	counted	train	80000	6.12
1789501147	2411	counted	train	100000	5.74
1789501173	2477	counted	train	80000	2.67
1789501175	2477	counted	train	100000	2.16
1789501180	2477	counted	train	80000	4.73
1789501185	2477	counted	train	100000	4.36
1789501190	2477	counted	train	80000	5.51
1789501196	2477	counted	train	100000	5.45
1789501199	2477	counted	train	80000	2.98
1789501201	2477	counted	train	100000	2.66
1789501208	2477	counted	train	80000	6.15
1789501214	2477	counted	train	100000	6.13
1789501235	2546	counted	train	80000	3.42
1789501238	2546	counted	train	100000	2.64
1789501245	2546	counted	train	80000	6.79
1789501251	2546	counted	train	100000	6.05
1789501258	2546	counted	train	80000	6.92
1789501264	2546	counted	train	100000	6.61
1789501268	2546	counted	train	80000	3.89
1789501272	2546	counted	train	100000	3.07
1789501278	2546	counted	train	80000	6.44
1789501284	2546	counted	train	100000	5.85
1789501305	2614	counted	train	80000	3.44
1789501308	2614	counted	train	100000	2.61
1789501315	2614	counted	train	80000	7.14
1789501321	2614	counted	train	100000	6.26
1789501329	2614	counted	train	80000	7.60
1789501336	2614	counted	train	100000	6.59
1789501341	2614	counted	train	80000	5.29
1789501345	2614	counted	train	100000	4.26
1789501354	2614	counted	train	80000	8.82
1789501362	2614	counted	train	100000	7.59
1789501377	2683	counted	train	80000	3.59
1789501380	2683	counted	train	100000	3.04
1789501387	2683	counted	train	80000	6.92
1789501393	2683	counted	train	100000	5.89
1789501403	2683	counted	train	80000	9.60
1789501411	2683	counted	train	100000	8.46
1789501417	2683	counted	train	80000	6.43
1789501423	2683	counted	train	100000	5.01
1789501434	2683	counted	train	80000	11.58
1789501444	2683	counted	train	100000	10.04
1789501462	2751	counted	train	80000	4.18
1789501466	2751	counted	train	100000	3.34
1789501472	2751	counted	train	80000	6.56
1789501478	2751	counted	train	100000	6.05
1789501488	2751	counted	train	80000	9.20
1789501496	2751	counted	train	100000	8.48
1789501503	2751	counted	train	80000	6.74
1789501508	2751	counted	train	100000	5.16
1789501519	2751	counted	train	80000	10.70
1789501528	2751	counted	train	100000	9.19
1789501553	2816	counted	train	80000	4.60
1789501556	2816	counted	train	100000	3.51
1789501565	2816	counted	train	80000	8.53
1789501572	2816	counted	train	100000	7.37
1789501580	2816	counted	train	80000	7.90
1789501587	2816	counted	train	100000	6.58
1789501593	2816	counted	train	80000	6.22
1789501598	2816	counted	train	100000	4.68
1789501610	2816	counted	train	80000	11.80
1789501619	2816	counted	train	100000	9.47
1789501637	2882	counted	train	80000	2.42
1789501639	2882	counted	train	100000	1.64
1789501643	2882	counted	train	80000	4.43
1789501647	2882	counted	train	100000	3.70
1789501656	2882	counted	train	80000	8.51
1789501663	2882	counted	train	100000	6.79
1789501669	2882	counted	train	80000	6.18
1789501674	2882	counted	train	100000	5.07
1789501687	2882	counted	train	80000	13.24
1789501699	2882	counted	train	100000	11.28
1789501720	2948	counted	train	80000	3.79
1789501723	2948	counted	train	100000	3.00
1789501731	2948	counted	train	80000	8.40
1789501738	2948	counted	train	100000	7.14
1789501747	2948	counted	train	80000	8.09
1789501753	2948	counted	train	100000	6.00
1789501759	2948	counted	train	80000	5.98
1789501763	2948	counted	train	100000	4.24
1789501775	2948	counted	train	80000	12.13
1789501785	2948	counted	train	100000	9.59
1789501818	3037	counted	train	80000	6.15
1789501824	3037	counted	train	100000	6.08
1789501832	3037	counted	train	80000	8.25
1789501840	3037	counted	train	100000	7.77
1789501848	3037	counted	train	80000	8.06
1789501855	3037	counted	train	100000	7.09
1789501864	3037	counted	train	80000	8.53
1789501871	3037	counted	train	100000	7.17
1789501880	3037	counted	train	80000	9.24
1789501888	3037	counted	train	100000	7.46
1789501900	3037	counted	train	80000	12.00
1789501909	3037	counted	train	100000	9.61
1789501941	3105	counted	train	100000	2.54
1789501942	3105	counted	train	100000	0.75
1789501947	3105	counted	train	100000	5.09
1789501950	3105	counted	train	100000	2.46
1789501959	3105	counted	train	100000	9.26
1789501964	3105	counted	train	100000	4.95
1789501971	3105	counted	train	100000	6.55
1789501973	3105	counted	train	100000	2.56
1789501986	3105	counted	train	100000	12.61
1789501992	3105	counted	train	100000	6.11
1789502005	3170	counted	train	100000	2.61
1789502006	3170	counted	train	100000	0.92
1789502012	3170	counted	train	100000	5.23
1789502014	3170	counted	train	100000	2.40
1789502022	3170	counted	train	100000	7.63
1789502026	3170	counted	train	100000	3.60
1789502034	3170	counted	train	100000	8.24
1789502038	3170	counted	train	100000	4.02
1789502044	3170	counted	train	100000	6.06
1789502047	3170	counted	train	100000	2.41
1789502057	3170	counted	train	100000	10.68
1789502063	3170	counted	train	100000	5.38
1789502076	3170	counted	train	100000	12.88
1789502083	3170	counted	train	100000	6.90
1789502102	3234	counted	train	100000	2.07
1789502103	3234	counted	train	100000	0.80
1789502107	3234	counted	train	100000	4.16
1789502109	3234	counted	train	100000	2.15
1789502117	3234	counted	train	100000	7.14
1789502121	3234	counted	train	100000	4.62
1789502126	3234	counted	train	100000	5.03
1789502129	3234	counted	train	100000	2.65
1789502140	3234	counted	train	100000	10.61
1789502147	3234	counted	train	100000	6.87
1789502162	3303	counted	train	100000	2.48
1789502162	3303	counted	train	100000	0.77
1789502168	3303	counted	train	100000	5.13
1789502170	3303	counted	train	100000	2.28
1789502179	3303	counted	train	100000	8.88
1789502183	3303	counted	train	100000	4.29
1789502189	3303	counted	train	100000	6.09
1789502192	3303	counted	train	100000	2.62
1789502204	3303	counted	train	100000	12.08
1789502210	3303	counted	train	100000	5.91
1789502234	3510	exempt	train	100000	2.71
