ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789636698	128	6.160	counted	exit	3.9	1	train.py
1789636711	171	1.323	uncounted	exit	0.9	0	-c
1789636727	252	12.236	counted	exit	3.8	1	train.py
1789636759	381	14.447	uncounted	exit	4.3	1	explore.py
1789636821	430	217.187	uncounted	exit	56.7	6	explore.py
1789636850	502	1.610	uncounted	exit	1.0	0	explore2.py
1789636916	552	235.887	uncounted	exit	61.1	9	explore2.py
1789636979	606	165.874	uncounted	exit	42.9	9	explore3.py
1789637038	658	173.980	uncounted	exit	45.1	6	explore4.py
1789637118	714	258.128	uncounted	exit	66.3	10	explore5.py
1789637188	767	225.428	uncounted	exit	58.1	6	explore6.py
1789637311	806	425.535	uncounted	exit	108.5	11	explore6.py
1789637422	844	426.424	uncounted	exit	108.7	11	explore6.py
1789637436	913	16.616	counted	exit	5.0	1	train.py
1789637551	975	402.026	uncounted	exit	102.2	11	explore7.py
1789637752	1033	743.817	uncounted	exit	189.0	11	explore8.py
1789637802	1110	140.677	counted	exit	36.8	5	train.py
1789637957	1174	536.595	uncounted	exit	138.2	9	explore9.py
1789638088	1246	432.763	uncounted	exit	110.2	6	explore10.py
1789638295	1299	764.766	uncounted	exit	195.6	6	explore11.py
1789638449	1351	535.644	uncounted	exit	137.1	6	explore12.py
1789638522	1419	190.792	counted	exit	49.5	3	train.py
1789638559	1484	88.128	uncounted	exit	23.3	1	explore13.py
1789638594	1536	95.170	uncounted	exit	29.4	1	explore13.py
1789638724	1591	377.166	uncounted	exit	97.1	4	explore14.py
1789638728	1625	2.064	uncounted	exit	1.4	0	explore14.py
1789638734	1658	0.067	uncounted	exit	0.0	0	-
1789638806	1675	277.310	counted	exit	71.8	4	train.py
1789638819	1744	0.035	uncounted	exit	0.0	0	explore15.py
1789638926	1784	390.057	uncounted	exit	101.6	4	explore15.py
1789638936	1816	0.064	uncounted	exit	0.0	0	-
1789638989	1833	200.140	counted	exit	52.4	3	train.py
1789639052	1901	199.212	uncounted	exit	52.4	2	explore16.py
1789639111	1933	217.664	uncounted	exit	57.2	2	explore16.py
1789639179	1989	211.178	uncounted	exit	56.0	2	explore17.py
1789639187	2024	0.039	uncounted	exit	0.0	0	-
1789639252	2041	247.389	counted	exit	64.7	3	train.py
1789639399	2124	435.912	uncounted	exit	113.8	4	explore18.py
1789639534	2194	439.909	uncounted	exit	114.0	3	explore19.py
1789639547	2246	1.780	uncounted	exit	1.1	0	explore20.py
1789639668	2273	460.477	uncounted	exit	120.0	3	explore20.py
1789639677	2309	0.072	uncounted	exit	0.0	0	-
1789639751	2328	281.987	counted	exit	73.5	3	train.py
1789639756	2376	0.041	uncounted	exit	0.0	0	-
1789639850	2393	361.607	counted	exit	94.2	3	train.py
1789639865	2461	1.711	uncounted	exit	1.1	0	explore21.py
1789640050	2508	707.429	uncounted	exit	182.5	4	explore21.py
1789640237	2560	689.549	uncounted	exit	177.8	4	explore22.py
1789640241	2592	0.043	uncounted	exit	0.0	0	-
1789640319	2609	299.819	counted	exit	77.9	3	train.py
1789640585	2680	1004.773	uncounted	exit	258.9	5	explore23.py
1789640659	2741	222.553	uncounted	exit	62.5	1	explore24.py
1789640718	2793	169.056	uncounted	exit	47.0	1	explore25.py
1789640864	2827	484.876	uncounted	exit	130.9	3	-
1789640977	2910	373.908	counted	exit	99.0	3	train.py
1789641121	2974	448.422	uncounted	exit	132.5	1	explore26.py
1789641293	3026	626.745	uncounted	exit	163.6	3	explore27.py
1789641409	3093	410.755	counted	exit	108.9	3	train.py
1789641533	3173	414.257	counted	exit	110.1	3	train.py
1789641665	3253	446.663	counted	term	120.5	3	train.py
1789641821	3302	569.371	exempt	exit	153.3	3	validate.py
