ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789605948	189	4.843	counted	exit	3.3	1	train.py
1789606530	269	1.598	uncounted	exit	0.9	0	-c
1789606788	383	10.214	counted	exit	3.2	1	train.py
1789606879	503	13.952	counted	exit	4.5	1	train.py
1789606980	629	11.833	counted	exit	3.9	1	train.py
1789607275	744	1.604	counted	exit	0.9	0	train.py
1789607611	858	0.066	uncounted	exit	0.0	0	-
1789607751	901	13.321	counted	exit	4.5	1	train.py
1789608291	1018	19.310	counted	exit	5.9	1	train.py
1789608511	1077	72.132	uncounted	exit	18.9	3	-
1789608960	1186	23.450	counted	exit	6.8	1	train.py
1789609021	1265	37.871	counted	exit	10.4	1	train.py
1789609443	1393	42.101	counted	exit	11.7	1	train.py
1789609466	1459	0.065	uncounted	exit	0.0	0	-
1789609484	1476	71.351	counted	exit	18.8	1	train.py
1789609880	1539	641.775	uncounted	exit	161.8	18	-
1789610051	1589	0.064	uncounted	exit	0.0	0	-
1789610097	1606	177.838	counted	exit	45.6	5	train.py
1789610153	1659	0.054	uncounted	exit	0.0	0	-
1789610205	1676	201.295	counted	exit	52.0	5	train.py
1789610269	1728	39.334	uncounted	exit	10.9	1	-
1789610295	1761	0.065	uncounted	exit	0.0	0	-
1789610356	1778	236.561	counted	exit	60.8	5	train.py
1789610366	1829	0.068	uncounted	exit	0.0	0	-
1789610450	1846	326.801	counted	exit	83.7	5	train.py
1789610632	1924	0.064	uncounted	exit	0.0	0	-
1789610699	1941	263.536	counted	exit	67.7	5	train.py
1789610759	1995	0.056	uncounted	exit	0.0	0	-
1789610759	1997	0.067	uncounted	exit	0.0	0	-c
1789610760	2014	1.647	counted	exit	1.0	0	train.py
1789610766	2074	0.064	uncounted	exit	0.0	0	-
1789610766	2076	0.033	uncounted	exit	0.0	0	-c
1789610769	2093	3.071	counted	exit	2.1	0	train.py
1789610778	2174	0.065	uncounted	exit	0.0	0	-
1789610780	2191	3.434	counted	exit	2.2	1	train.py
1789610785	2274	0.066	uncounted	exit	0.0	0	-
1789610871	2291	331.619	counted	exit	85.2	5	train.py
1789610960	2363	0.050	uncounted	exit	0.0	0	-
1789610962	2365	4.441	uncounted	exit	2.6	5	train.py
1789611072	2413	414.937	counted	exit	106.4	5	train.py
1789611181	2461	358.811	uncounted	exit	91.0	5	-
1789611244	2496	0.045	uncounted	exit	0.0	0	-
1789611246	2498	3.870	uncounted	exit	2.5	3	train.py
1789611352	2525	410.265	counted	exit	105.1	3	train.py
1789611472	2575	434.084	uncounted	exit	109.9	5	-
1789611479	2607	0.071	uncounted	exit	0.0	0	-
1789611481	2609	3.599	uncounted	exit	2.4	3	train.py
1789611594	2636	440.100	counted	exit	113.0	3	train.py
1789611813	2688	744.109	uncounted	exit	188.3	7	-
1789611961	2725	365.518	uncounted	exit	93.3	7	-
1789611977	2774	3.891	uncounted	exit	2.5	3	-
1789612068	2803	333.160	uncounted	exit	87.3	9	-
1789612079	2837	0.060	uncounted	exit	0.0	0	-
1789612081	2839	3.062	uncounted	exit	2.0	3	train.py
1789612204	2866	479.467	counted	term	122.7	3	train.py
1789612374	2942	602.688	uncounted	exit	155.1	5	-
1789612658	2980	993.226	uncounted	exit	252.7	6	-
1789612674	3015	0.068	uncounted	exit	0.0	0	-
1789612676	3017	3.301	uncounted	exit	2.0	3	train.py
1789612758	3044	322.366	counted	exit	82.6	3	train.py
1789612767	3103	0.057	uncounted	exit	0.0	0	-
1789612771	3129	0.061	uncounted	exit	0.0	0	-
1789612773	3131	3.779	uncounted	exit	2.4	3	train.py
1789612851	3158	302.856	counted	exit	78.0	3	train.py
1789612911	3210	151.328	uncounted	exit	39.4	1	-
1789612920	3249	0.061	uncounted	exit	0.0	0	-
1789612996	3274	274.113	uncounted	exit	70.6	2	-
1789613108	3307	390.250	uncounted	exit	100.1	3	-
1789613201	3344	0.033	uncounted	exit	0.0	0	-
1789613203	3346	3.684	uncounted	exit	2.4	3	train.py
1789613324	3373	470.942	counted	term	120.0	2	train.py
1789613347	3445	0.065	uncounted	exit	0.0	0	-
