n	commit	unix_time	subject
00	b16d203	1789519830	baseline
01	e3b7e76	1789520501	exp5: 3000 trees lr.05 d8 colsample.7 maxbin512 (from internal 80/20 val)
02	af2abcf	1789521578	exp9: 30 trees d5 mcw10 (regularized shallow)
03	49501d5	1789521667	exp10: drop Month (2005 seasonality hurts transfer), 100t d5 mcw10
04	5455e3a	1789521762	exp11: 700t d4 lr.01 mcw10 no-Month
05	49c5a61	1789521829	exp12: also drop DayOfMonth (700t d4 lr.01 mcw10)
06	259f591	1789521926	exp13: max_bin 2048 (finer DepTime/Distance splits)
07	ddd5bcb	1789522042	exp14: DepTime*Distance + minute feats, lr.02 (0.7241 probed)
08	86dfe07	1789523265	exp15: slot15 cat + d12 mcw5 cs.7 lam3 alpha1 (probed 0.7516)
09	056a825	1789524503	exp16: 1000t d16 lr.01 (0.7548 probed)
