ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789640315	145	4.920	counted	exit	3.5	1	train.py
1789640331	186	1.503	uncounted	exit	0.8	0	-c
1789640343	266	8.083	counted	exit	2.7	1	train.py
1789640367	369	12.703	counted	exit	4.1	1	train.py
1789640403	469	2.293	uncounted	exit	1.6	0	/cell/harness_state/tmp/opencode/diag1.py
1789640432	509	73.837	uncounted	exit	19.9	2	/cell/harness_state/tmp/opencode/diag2.py
1789640508	556	190.795	uncounted	exit	49.9	12	/cell/harness_state/tmp/opencode/diag3.py
1789640529	603	2.037	uncounted	exit	1.3	0	/cell/harness_state/tmp/opencode/diag4.py
1789640542	643	27.691	uncounted	exit	7.8	1	/cell/harness_state/tmp/opencode/diag4.py
1789640694	686	578.071	uncounted	exit	147.5	14	/cell/harness_state/tmp/opencode/diag4.py
1789640870	740	638.786	uncounted	exit	163.3	21	/cell/harness_state/tmp/opencode/diag5.py
1789641086	794	742.642	uncounted	exit	189.1	20	/cell/harness_state/tmp/opencode/diag6.py
1789641383	854	1136.265	uncounted	exit	287.3	21	/cell/harness_state/tmp/opencode/diag7.py
1789641465	944	252.243	counted	exit	64.6	5	train.py
1789641549	1003	241.419	uncounted	exit	61.9	5	/cell/harness_state/tmp/opencode/diag8.py
1789641663	1054	405.537	uncounted	exit	103.0	8	/cell/harness_state/tmp/opencode/diag9.py
1789641757	1130	274.683	counted	exit	70.4	5	train.py
1789641845	1189	287.892	uncounted	exit	74.1	5	/cell/harness_state/tmp/opencode/diag10.py
1789641858	1239	1.803	uncounted	exit	1.1	0	/cell/harness_state/tmp/opencode/diag11.py
1789642011	1280	580.135	uncounted	exit	149.0	9	/cell/harness_state/tmp/opencode/diag11.py
1789642125	1334	395.918	uncounted	exit	103.2	5	/cell/harness_state/tmp/opencode/diag12.py
1789642243	1405	401.716	counted	exit	104.7	5	train.py
1789642353	1487	348.004	counted	exit	90.5	4	train.py
1789642450	1566	346.571	counted	exit	90.4	3	train.py
1789642571	1645	443.769	counted	exit	115.0	3	train.py
1789642634	1724	212.328	counted	exit	56.5	3	train.py
1789642754	1872	339.250	counted	exit	90.9	2	train.py
1789642862	2068	315.424	counted	exit	84.6	2	train.py
1789642990	2186	373.004	counted	exit	99.9	2	train.py
1789643126	2305	453.671	counted	term	120.0	1	train.py
1789643275	2463	470.719	counted	term	120.8	2	train.py
1789643408	2643	254.462	counted	exit	66.7	2	train.py
1789643502	2759	305.681	counted	exit	79.2	2	train.py
1789643588	2855	290.134	counted	exit	75.1	2	train.py
1789643706	2993	385.456	counted	exit	99.4	2	train.py
1789643822	3112	406.033	counted	exit	105.4	2	train.py
1789643851	3219	0.067	uncounted	exit	0.0	0	-
1789643935	3236	326.824	counted	exit	84.9	2	train.py
1789644045	3387	346.644	counted	exit	89.5	2	train.py
1789644154	3505	370.905	counted	exit	95.9	2	train.py
1789644264	3624	389.471	counted	exit	100.6	2	train.py
1789644274	3687	0.037	uncounted	exit	0.0	0	-
1789644379	3704	408.045	counted	exit	105.3	2	train.py
1789644498	3842	419.967	counted	exit	108.3	2	train.py
1789644511	3964	0.073	uncounted	exit	0.0	0	-m train.py
1789644617	3998	404.076	counted	exit	104.3	2	train.py
1789644621	4042	0.034	uncounted	exit	0.0	0	-
1789644729	4059	420.630	counted	exit	108.2	2	train.py
1789644739	4108	0.040	uncounted	exit	0.0	0	-
1789644843	4126	401.500	counted	exit	103.3	2	train.py
1789644855	4193	0.063	uncounted	exit	0.0	0	-
1789644970	4211	447.638	counted	exit	115.6	2	train.py
1789644987	4276	0.064	uncounted	exit	0.0	0	-
1789645103	4293	449.853	counted	exit	115.8	2	train.py
1789645116	4358	1.544	uncounted	exit	0.8	1	-
1789645120	4386	1.745	uncounted	exit	0.9	2	-
1789645126	4415	1.655	uncounted	exit	0.9	2	-
1789645163	4446	0.050	uncounted	exit	0.0	0	-
1789645272	4463	423.271	counted	exit	108.8	2	train.py
1789645284	4512	0.060	uncounted	exit	0.0	0	-
1789645288	4539	0.065	uncounted	exit	0.0	0	-
1789645384	4556	374.082	counted	exit	96.4	2	train.py
1789645512	4701	403.449	counted	exit	104.0	2	train.py
1789645528	4821	2.267	counted	exit	1.6	0	train.py
1789645532	4876	0.063	uncounted	exit	0.0	0	-
1789645654	4893	472.525	counted	term	121.6	2	train.py
1789645669	4984	0.039	uncounted	exit	0.0	0	-
1789645771	5001	396.002	counted	exit	102.6	2	train.py
1789645779	5052	0.048	uncounted	exit	0.0	0	-
1789645785	5095	0.059	uncounted	exit	0.0	0	-
1789645875	5112	350.053	counted	over-budget	90.0	1	train.py
1789646004	5221	442.674	exempt	exit	115.4	2	validate.py
