ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789646519	107	0.039	uncounted	exit	0.0	0	-c
1789646519	109	0.032	uncounted	exit	0.0	0	-c
1789646519	111	0.034	uncounted	exit	0.0	0	-m --version
1789646519	113	0.031	uncounted	exit	0.0	0	-c
1789646555	183	25.888	counted	exit	10.5	1	train.py
1789646565	245	0.066	uncounted	exit	0.0	0	-c
1789646565	247	0.034	uncounted	exit	0.0	0	-c
1789646565	249	0.034	uncounted	exit	0.0	0	-c
1789646587	311	41.352	counted	exit	14.5	1	train.py
1789646667	413	185.584	counted	exit	63.2	1	train.py
1789646753	632	67.971	counted	exit	23.6	1	train.py
1789646777	838	7.254	counted	exit	3.3	1	train.py
1789646795	928	7.119	uncounted	exit	3.2	1	debug.py
1789646819	950	2.264	uncounted	exit	1.6	0	-c
1789646827	968	16.593	uncounted	exit	5.3	2	-c
1789646841	1038	19.274	uncounted	exit	5.7	3	debug.py
1789646848	1096	2.061	uncounted	exit	1.4	0	debug.py
1789646854	1114	8.180	uncounted	exit	3.0	1	-c
1789646867	1212	15.605	counted	exit	4.9	1	train.py
1789646937	1278	229.835	uncounted	exit	58.9	10	grid.py
1789647000	1337	219.913	uncounted	exit	56.2	7	grid.py
1789647079	1411	261.785	uncounted	exit	66.8	10	grid.py
1789647160	1470	286.866	uncounted	exit	74.2	10	grid.py
1789647249	1529	309.016	uncounted	exit	81.0	10	grid.py
1789647371	1588	419.200	uncounted	exit	111.4	10	grid.py
1789647503	1647	466.696	uncounted	exit	124.5	10	grid.py
1789647527	1737	56.079	counted	exit	16.3	1	train.py
1789647639	1808	372.412	uncounted	exit	100.0	6	grid.py
1789647675	1867	107.036	uncounted	exit	28.5	1	grid.py
1789647803	1889	466.896	uncounted	exit	123.7	10	-
1789647889	1990	283.552	counted	exit	76.2	5	train.py
1789647906	2062	31.246	uncounted	exit	9.2	1	grid.py
1789647979	2083	267.664	uncounted	exit	69.8	2	-
1789648125	2280	467.869	counted	term	120.0	1	train.py
1789648216	2406	294.457	counted	exit	79.5	3	train.py
1789648239	2441	2.051	uncounted	exit	1.3	0	-
1789648349	2459	404.226	uncounted	exit	105.7	5	-
1789648440	2481	323.593	uncounted	exit	85.6	3	-
1789648747	2503	1173.313	uncounted	exit	303.2	10	-
1789648787	2525	129.820	uncounted	exit	34.9	1	-
1789648829	2547	149.395	uncounted	exit	39.1	1	-
1789649042	2569	815.113	uncounted	exit	210.3	4	-
1789649240	2591	722.490	uncounted	exit	188.0	4	-
1789649243	2634	0.066	uncounted	exit	0.0	0	-c
1789649243	2636	0.067	uncounted	exit	0.0	0	-c
1789649243	2638	0.063	uncounted	exit	0.0	0	-c
1789649375	2746	460.886	counted	term	120.0	2	train.py
1789649530	2794	570.067	uncounted	exit	150.3	3	-
1789649709	2816	675.196	uncounted	exit	176.3	5	-
1789649867	2920	462.864	counted	term	120.1	2	train.py
1789649872	2972	1.517	uncounted	exit	0.8	0	-c
1789649928	2990	200.451	uncounted	exit	52.5	1	-
1789649930	3012	0.587	uncounted	exit	0.2	0	-
1789649938	3040	4.864	uncounted	exit	2.1	1	-
1789650014	3063	276.286	uncounted	exit	73.4	3	train.py
1789650014	3061	276.592	uncounted	exit	73.7	0	-
1789650092	3087	281.277	uncounted	exit	75.0	3	train.py
1789650092	3085	281.593	uncounted	exit	75.3	0	-
1789650232	3211	344.436	counted	exit	89.5	2	-
1789650237	3265	0.062	counted	exit	0.0	0	-c
1789650237	3267	0.031	uncounted	exit	0.0	0	-c
1789650246	3311	0.064	counted	exit	0.0	0	-c
1789650253	3326	1.541	counted	exit	1.5	0	-
1789650254	3328	1.575	uncounted	exit	1.5	0	-
1789650328	3340	269.711	counted	exit	70.2	2	-
1789650385	3362	206.738	uncounted	exit	53.9	2	-
1789650413	3384	95.472	uncounted	exit	25.7	1	-
1789650567	3406	568.567	uncounted	exit	148.3	5	-
1789650570	3449	0.067	uncounted	exit	0.0	0	-c
1789650570	3451	0.034	uncounted	exit	0.0	0	-c
1789650570	3453	0.065	uncounted	exit	0.0	0	-c
1789650687	3561	401.774	counted	exit	105.5	2	train.py
1789650861	3620	531.829	uncounted	exit	140.7	2	-
1789650911	3642	162.433	uncounted	exit	43.7	1	-
1789650993	3664	295.061	uncounted	exit	77.2	2	-
1789651051	3686	207.887	uncounted	exit	54.5	1	-
1789651097	3708	161.314	uncounted	exit	42.8	1	-
1789651246	3730	458.436	uncounted	exit	119.0	3	-
1789651325	3752	289.086	uncounted	exit	75.0	1	-
1789651455	3774	480.607	uncounted	exit	124.7	2	-
1789651459	3817	0.067	uncounted	exit	0.0	0	-c
1789651459	3819	0.070	uncounted	exit	0.0	0	-c
1789651459	3821	0.051	uncounted	exit	0.0	0	-c
1789651558	3877	339.657	counted	exit	90.1	1	train.py
1789651619	3923	216.450	uncounted	exit	56.9	1	-
1789651721	3945	379.289	uncounted	exit	98.5	2	-
1789651844	3967	467.621	uncounted	over-budget	120.0	1	-
1789651960	3989	426.679	exempt	exit	110.9	1	validate.py
