ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789592183	130	0.033	uncounted	exit	0.0	0	-c
1789592189	159	4.570	counted	exit	3.2	1	train.py
1789592199	201	1.609	uncounted	exit	0.9	0	-c
1789592224	311	7.329	counted	exit	2.8	1	train.py
1789592237	405	18.117	counted	exit	5.8	1	train.py
1789592251	512	19.859	counted	exit	6.0	1	train.py
1789592269	630	17.575	counted	exit	5.3	1	train.py
1789592308	675	43.537	uncounted	exit	12.9	7	-
1789592331	705	54.496	uncounted	exit	15.4	5	-
1789592358	794	9.688	counted	exit	3.4	1	train.py
1789592388	836	46.675	uncounted	exit	13.7	7	-
1789592419	866	53.609	uncounted	exit	15.7	7	-
1789592440	896	42.383	uncounted	exit	12.5	5	-
1789592450	980	12.422	counted	exit	4.0	1	train.py
1789592497	1021	150.619	uncounted	exit	39.1	12	-
1789592569	1059	137.639	uncounted	exit	35.6	6	-
1789592688	1096	256.573	uncounted	exit	65.9	9	-
1789592751	1130	205.403	uncounted	exit	53.3	6	-
1789592835	1162	282.511	uncounted	exit	75.0	8	-
1789592890	1229	176.150	counted	exit	46.1	5	train.py
1789592957	1275	214.187	uncounted	exit	56.5	6	-
1789593004	1309	144.083	uncounted	exit	38.1	4	-
1789593063	1397	194.019	counted	exit	51.0	5	train.py
1789593205	1440	491.176	uncounted	exit	128.8	13	-
1789593283	1481	262.520	uncounted	exit	68.7	5	-
1789593452	1517	595.914	uncounted	exit	152.9	11	-
1789593961	1559	575.615	uncounted	exit	147.8	6	-
1789594275	1598	1153.548	uncounted	exit	291.9	12	-
1789594654	1635	1437.983	uncounted	exit	365.7	16	-
1789594963	1713	331.538	counted	exit	86.2	3	train.py
1789595099	1758	428.962	uncounted	exit	109.4	4	-
1789595111	1792	0.038	uncounted	exit	0.0	0	-
1789595216	1811	375.268	uncounted	exit	96.6	5	-
1789595401	1859	2.651	uncounted	exit	1.6	1	-
1789595866	1894	1428.471	uncounted	exit	361.1	6	-
1789596267	1974	711.424	uncounted	exit	182.4	7	-
1789596507	2020	529.206	uncounted	exit	136.5	5	-
1789596733	2064	358.589	uncounted	exit	92.2	3	-
1789596983	2102	782.668	uncounted	exit	199.8	3	-
1789597209	2136	811.859	uncounted	exit	208.0	4	-
1789597595	2218	435.529	counted	exit	110.6	1	train.py
1789597909	2270	898.343	uncounted	exit	230.8	3	-
1789598294	2308	1155.391	uncounted	exit	292.1	3	-
1789598823	2454	288.138	counted	exit	74.1	2	train.py
1789598948	2582	394.678	counted	exit	100.8	1	train.py
1789599089	2684	375.805	counted	exit	96.1	1	train.py
1789599264	2788	433.403	counted	exit	110.2	1	train.py
1789599487	2919	404.139	counted	exit	103.6	1	train.py
1789599646	3030	417.263	counted	exit	106.4	1	train.py
1789599785	3183	472.937	counted	term	120.5	1	train.py
1789599908	3229	449.849	exempt	exit	114.9	1	validate.py
