ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789500205	110	0.036	uncounted	exit	0.0	0	-c
1789500205	112	0.033	uncounted	exit	0.0	0	-c
1789500205	114	0.032	uncounted	exit	0.0	0	-m --version
1789500205	116	0.040	uncounted	exit	0.0	0	-c
1789500231	195	25.895	counted	exit	10.6	1	train.py
1789500243	264	0.042	uncounted	exit	0.0	0	-c
1789500243	266	0.033	uncounted	exit	0.0	0	-c
1789500243	268	0.033	uncounted	exit	0.0	0	-c
1789500275	339	73.611	counted	exit	24.1	1	train.py
1789500287	439	2.896	counted	exit	1.3	1	train.py
1789500300	567	8.554	counted	exit	2.8	1	train.py
1789500315	667	3.480	counted	exit	1.5	1	train.py
1789500344	745	65.002	uncounted	exit	17.5	48	/tmp/probe.py base tod freq
1789500463	802	427.602	uncounted	exit	109.2	80	/tmp/probe2.py
1789500719	857	929.505	uncounted	exit	247.4	96	/tmp/probe3.py
1789500823	912	372.334	uncounted	exit	94.6	36	/tmp/probe4.py
1789500842	989	11.952	counted	exit	3.7	1	train.py
1789500908	1055	214.130	uncounted	exit	55.5	28	/tmp/probe5.py
1789500930	1147	49.070	counted	exit	13.1	5	train.py
1789500988	1251	79.460	counted	exit	20.7	8	train.py
1789501071	1330	241.673	uncounted	exit	62.3	28	/tmp/probe6.py
1789501175	1385	222.791	uncounted	exit	58.6	28	/tmp/probe7.py
1789501201	1408	1.463	uncounted	exit	0.8	0	-c
1789501547	1458	1331.170	uncounted	exit	338.7	16	/tmp/probe8.py
1789501561	1524	0.067	uncounted	exit	0.0	0	-c
1789501561	1526	0.078	uncounted	exit	0.0	0	-c
1789501561	1528	0.063	uncounted	exit	0.0	0	-c
1789501602	1585	137.936	counted	exit	35.5	12	train.py
1789501649	1692	139.218	counted	exit	35.9	12	train.py
1789501715	1809	169.244	counted	exit	43.4	16	train.py
1789501872	1913	248.116	counted	exit	63.1	24	train.py
1789501938	2017	228.967	counted	exit	58.5	24	train.py
1789502031	2134	326.597	counted	exit	83.0	32	train.py
1789502109	2251	248.551	counted	exit	63.4	24	train.py
1789502194	2355	258.570	counted	exit	65.8	24	train.py
1789502267	2470	259.155	counted	exit	66.0	24	train.py
1789502341	2574	257.753	counted	exit	65.5	24	train.py
1789502409	2691	231.204	counted	exit	59.3	24	train.py
1789502519	2809	331.021	counted	exit	84.5	24	train.py
1789502606	2978	242.953	counted	exit	61.8	41	train.py
1789502716	3080	373.029	counted	exit	94.8	36	train.py
1789502811	3184	297.790	counted	exit	75.6	48	train.py
1789502916	3299	375.940	counted	exit	95.4	36	train.py
1789503023	3414	371.419	counted	exit	94.4	36	train.py
1789503121	3529	345.824	counted	exit	87.9	36	train.py
1789503226	3644	386.748	counted	exit	98.2	36	train.py
1789503328	3759	358.786	counted	exit	91.0	36	train.py
1789503442	3863	409.330	counted	exit	103.8	36	train.py
1789503557	3967	408.777	counted	exit	103.6	36	train.py
1789503774	4124	424.674	counted	exit	109.4	36	train.py
1789503888	4228	397.654	counted	exit	100.9	36	train.py
1789504007	4395	395.395	counted	exit	100.3	48	train.py
1789504120	4512	395.568	counted	exit	100.5	36	train.py
1789504232	4741	378.289	counted	exit	96.1	36	train.py
1789504335	4855	356.339	counted	exit	90.6	32	train.py
1789504452	4969	417.661	counted	exit	106.4	36	train.py
1789504567	5083	409.314	counted	exit	103.8	36	train.py
1789504687	5197	404.520	counted	exit	102.9	36	train.py
1789504797	5301	402.040	counted	exit	102.0	36	train.py
1789504919	5351	458.678	exempt	exit	116.6	36	validate.py
