ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789510759	143	5.136	counted	exit	3.8	1	train.py
1789510768	183	1.539	uncounted	exit	0.8	0	-c
1789510778	260	1.620	counted	exit	0.9	0	train.py
1789510800	370	62.219	counted	exit	17.7	1	train.py
1789510821	529	22.227	counted	exit	6.3	1	train.py
1789510834	622	13.739	counted	exit	4.1	1	train.py
1789510848	754	1.654	counted	exit	0.9	0	train.py
1789510864	917	18.475	counted	exit	5.7	1	train.py
1789510880	1034	22.766	counted	exit	6.5	1	train.py
1789510885	1079	0.038	uncounted	exit	0.0	0	-
1789510896	1096	39.012	counted	exit	10.6	1	train.py
1789510899	1145	0.035	uncounted	exit	0.0	0	-
1789510914	1162	57.602	counted	exit	15.4	1	train.py
1789510917	1210	0.048	uncounted	exit	0.0	0	-
1789510940	1227	85.678	counted	exit	23.0	1	train.py
1789510944	1276	0.039	uncounted	exit	0.0	0	-
1789510960	1294	59.987	counted	exit	16.2	1	train.py
1789510963	1343	0.032	uncounted	exit	0.0	0	-
1789510988	1360	94.096	counted	exit	25.1	1	train.py
1789511085	1494	332.309	counted	exit	86.2	3	train.py
1789511129	1601	119.778	counted	exit	31.4	1	train.py
1789511146	1765	1.713	counted	exit	1.0	0	train.py
1789511234	1855	321.365	counted	exit	84.8	3	train.py
1789511388	1973	473.007	counted	term	125.2	3	train.py
1789511391	2019	0.037	uncounted	exit	0.0	0	-
1789511463	2036	272.410	counted	exit	71.9	3	train.py
1789511472	2103	0.036	uncounted	exit	0.0	0	-
1789511553	2120	310.500	counted	exit	80.3	3	train.py
1789511556	2170	0.033	uncounted	exit	0.0	0	-
1789511636	2187	311.144	counted	exit	80.4	3	train.py
1789511640	2238	0.036	uncounted	exit	0.0	0	-
1789511712	2255	277.427	counted	exit	72.7	3	train.py
1789511715	2307	0.035	uncounted	exit	0.0	0	-
1789511783	2324	267.305	counted	exit	68.3	3	train.py
1789511785	2379	0.035	uncounted	exit	0.0	0	-
1789511869	2396	322.526	counted	exit	83.2	3	train.py
1789511875	2446	0.035	uncounted	exit	0.0	0	-
1789511979	2463	403.155	counted	exit	104.1	4	train.py
1789511985	2515	0.698	uncounted	exit	0.3	0	-
1789512072	2618	288.343	counted	exit	74.4	3	train.py
1789512077	2663	0.692	uncounted	exit	0.3	0	-
1789512196	2720	433.313	counted	exit	111.6	5	train.py
1789512199	2766	0.034	uncounted	exit	0.0	0	-
1789512258	2783	226.597	counted	exit	58.9	3	train.py
1789512263	2833	0.037	uncounted	exit	0.0	0	-
1789512341	2908	282.924	counted	exit	73.5	3	train.py
1789512358	2956	0.035	uncounted	exit	0.0	0	-
1789512431	2973	280.682	counted	exit	72.9	3	train.py
1789512437	3022	0.033	uncounted	exit	0.0	0	-
1789512542	3039	404.310	counted	exit	104.6	5	train.py
1789512555	3089	0.033	uncounted	exit	0.0	0	-
1789512635	3106	305.745	counted	exit	79.6	3	train.py
1789512639	3155	0.036	uncounted	exit	0.0	0	-
1789512745	3172	413.609	counted	exit	106.4	4	train.py
1789512818	3316	204.050	counted	exit	52.5	7	train.py
1789512822	3361	0.036	uncounted	exit	0.0	0	-
1789512910	3379	335.433	counted	exit	88.0	3	train.py
1789512913	3428	0.034	uncounted	exit	0.0	0	-
1789513012	3445	382.281	counted	exit	98.1	3	train.py
1789513014	3495	0.038	uncounted	exit	0.0	0	-
1789513094	3514	301.374	counted	exit	79.2	3	train.py
1789513097	3563	0.037	uncounted	exit	0.0	0	-
1789513203	3581	408.123	counted	exit	106.0	4	train.py
1789513207	3632	0.044	uncounted	exit	0.0	0	-
1789513300	3650	361.987	counted	exit	92.7	3	train.py
1789513303	3700	0.033	uncounted	exit	0.0	0	-
1789513395	3717	352.433	counted	exit	91.9	3	train.py
1789513502	3765	403.133	exempt	exit	104.6	3	validate.py
