ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789535110	106	0.047	uncounted	exit	0.0	0	-c
1789535110	108	0.036	uncounted	exit	0.0	0	-c
1789535110	110	0.052	uncounted	exit	0.0	0	-m --version
1789535110	112	0.037	uncounted	exit	0.0	0	-c
1789535128	182	5.698	counted	exit	4.2	1	train.py
1789535154	245	0.048	uncounted	exit	0.0	0	-c
1789535154	247	0.041	uncounted	exit	0.0	0	-c
1789535154	249	0.053	uncounted	exit	0.0	0	-c
1789535166	311	13.903	counted	exit	4.2	1	train.py
1789535177	409	10.133	counted	exit	3.2	1	train.py
1789535199	544	12.799	counted	exit	4.8	1	train.py
1789535217	679	6.673	counted	exit	2.9	1	train.py
1789535231	777	17.932	counted	exit	5.6	1	train.py
1789535242	875	9.691	counted	exit	3.2	1	train.py
1789535255	974	3.725	counted	exit	1.6	2	train.py
1789535264	1077	9.780	counted	exit	3.2	3	train.py
1789535273	1180	11.454	counted	exit	3.6	4	train.py
1789535283	1293	1.838	counted	exit	1.1	0	train.py
1789535294	1404	10.311	counted	exit	3.3	3	train.py
1789535312	1521	1.812	counted	exit	1.2	0	train.py
1789535325	1632	10.612	counted	exit	3.5	3	train.py
1789535352	2001	1.838	counted	exit	1.1	0	train.py
1789535364	2115	9.910	counted	exit	3.3	3	train.py
1789535374	2229	9.152	counted	exit	3.0	3	train.py
1789535386	2343	9.621	counted	exit	3.2	3	train.py
1789535404	2463	30.793	counted	exit	8.9	4	train.py
1789535424	2566	50.534	counted	exit	14.1	5	train.py
1789535450	2669	72.315	counted	exit	19.8	6	train.py
1789535472	2786	49.753	counted	exit	13.9	5	train.py
1789535503	2941	64.483	counted	exit	17.6	6	train.py
1789535534	3044	87.514	counted	exit	24.0	7	train.py
1789535566	3147	94.787	counted	exit	25.6	8	train.py
1789535611	3261	108.735	counted	exit	29.3	9	train.py
1789535651	3365	120.951	counted	exit	32.3	11	train.py
1789535722	3469	232.684	counted	exit	62.5	11	train.py
1789535787	3573	216.460	counted	exit	58.6	11	train.py
1789535862	3691	241.111	counted	exit	65.4	11	train.py
1789535904	3809	117.232	counted	exit	33.0	11	train.py
1789535977	3927	229.461	counted	exit	62.4	11	train.py
1789536093	4031	413.302	counted	exit	110.1	11	train.py
1789536172	4187	233.089	counted	exit	63.3	9	train.py
1789536260	4305	301.684	counted	exit	79.9	11	train.py
1789536374	4423	402.653	counted	exit	105.3	11	train.py
1789536449	4527	249.722	counted	exit	66.9	11	train.py
1789536566	4645	400.901	counted	exit	107.1	10	train.py
1789536683	4763	403.095	counted	exit	108.8	11	train.py
1789536813	4881	461.581	counted	term	120.3	13	train.py
1789536949	4932	485.408	exempt	exit	133.0	11	validate.py
