ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789637712	142	5.117	counted	exit	3.7	1	train.py
1789637727	273	5.987	counted	exit	2.2	1	train.py
1789637746	388	8.460	counted	exit	2.9	1	train.py
1789637763	525	6.887	counted	exit	2.5	1	train.py
1789637787	638	2.822	counted	exit	1.4	1	train.py
1789637817	715	25.044	counted	exit	7.6	1	train.py
1789637857	794	107.582	uncounted	exit	27.8	6	scratch_sweep.py
1789637869	846	1.674	uncounted	exit	1.0	0	scratch_sweep.py
1789637919	892	176.227	uncounted	exit	45.3	12	scratch_sweep.py
1789637984	944	148.442	uncounted	exit	48.9	15	scratch_sweep.py
1789638052	998	198.645	uncounted	exit	62.3	18	scratch_sweep.py
1789638116	1031	198.131	uncounted	exit	62.4	18	scratch_sweep.py
1789638162	1099	72.361	uncounted	exit	19.8	10	scratch_sweep.py
1789638205	1149	115.215	uncounted	exit	30.6	11	scratch_sweep.py
1789638283	1200	248.584	uncounted	exit	66.1	13	scratch_sweep.py
1789638298	1235	29.585	uncounted	exit	8.3	1	-
1789638328	1269	24.299	uncounted	exit	7.0	1	-
1789638346	1301	43.048	uncounted	exit	11.8	1	-
1789638437	1333	333.219	uncounted	exit	84.7	3	-
1789638453	1401	27.152	counted	exit	7.7	1	train.py
1789638462	1443	0.040	uncounted	exit	0.0	0	-
1789638472	1503	0.068	uncounted	exit	0.0	0	scratch_sweep.py
1789638474	1522	0.059	uncounted	exit	0.0	0	scratch_sweep.py
1789638554	1631	258.932	uncounted	exit	68.7	10	scratch_sweep.py
1789638598	1689	135.491	uncounted	exit	36.0	5	scratch_sweep.py
1789638636	1723	138.346	uncounted	exit	36.8	5	scratch_sweep.py
1789638743	1800	326.336	uncounted	exit	86.2	10	scratch_sweep.py
1789638761	1932	27.155	counted	exit	7.8	1	train.py
1789638821	1995	148.383	uncounted	exit	42.3	4	scratch_sweep.py
1789638857	2028	124.891	uncounted	exit	34.8	4	scratch_sweep.py
1789638936	2100	273.262	uncounted	exit	72.3	10	scratch_sweep.py
1789639083	2153	542.528	uncounted	exit	138.5	21	scratch_sweep.py
1789639099	2261	25.188	counted	exit	7.3	1	train.py
1789639139	2340	77.609	counted	exit	20.7	3	train.py
1789639176	2404	88.449	uncounted	exit	24.3	3	scratch_sweep.py
1789639352	2475	660.747	uncounted	exit	169.1	23	scratch_sweep.py
1789639520	2530	600.431	uncounted	exit	153.1	25	scratch_sweep.py
1789639681	2583	548.792	uncounted	exit	142.0	23	scratch_sweep.py
1789639833	2617	565.919	uncounted	exit	144.5	24	-
1789639871	2760	68.066	counted	exit	18.3	3	train.py
1789639928	2825	156.945	uncounted	exit	41.2	7	scratch_sweep.py
1789639971	2857	160.140	uncounted	exit	41.5	7	scratch_sweep.py
1789640018	2889	160.061	uncounted	exit	41.5	7	scratch_sweep.py
1789640026	2921	0.799	uncounted	exit	0.4	0	-
1789640169	2984	514.769	uncounted	exit	132.1	23	scratch_sweep.py
1789640300	3015	485.000	uncounted	exit	124.0	21	-
1789640331	3082	73.633	counted	exit	19.4	3	train.py
1789640378	3263	116.953	counted	exit	30.7	5	train.py
1789640613	3328	847.836	uncounted	exit	216.6	33	scratch_sweep.py
1789640864	3361	940.472	uncounted	exit	243.4	27	-
1789640964	3396	374.374	uncounted	exit	96.5	12	-
1789641011	3483	152.375	counted	exit	39.7	5	train.py
1789641301	3527	1085.972	uncounted	exit	278.7	30	-
1789641379	3559	291.613	uncounted	exit	75.5	9	-
1789641565	3602	660.858	uncounted	exit	169.8	22	-
1789641621	3668	193.597	counted	exit	50.6	7	train.py
1789641751	3712	469.526	uncounted	exit	121.5	15	-
1789641828	3744	273.849	uncounted	exit	71.2	9	-
1789641982	3791	389.903	uncounted	exit	101.2	13	-
1789642044	3875	215.683	counted	exit	56.1	7	train.py
1789642210	3923	620.290	uncounted	exit	162.2	18	-
1789642356	3955	549.039	uncounted	exit	143.0	18	-
1789642439	3986	303.495	uncounted	exit	79.1	10	-
1789642454	4035	0.047	uncounted	exit	0.0	0	-
1789642582	4055	485.590	uncounted	exit	125.3	15	-
1789642663	4122	276.721	counted	exit	71.6	9	train.py
1789642732	4168	242.211	exempt	exit	62.8	7	validate.py
