ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789631529	94	0.064	uncounted	exit	0.0	0	-c
1789631529	96	0.049	uncounted	exit	0.0	0	-c
1789631529	98	0.064	uncounted	exit	0.0	0	-m --version
1789631529	100	0.035	uncounted	exit	0.0	0	-c
1789631566	172	4.827	counted	exit	3.4	1	train.py
1789631579	234	0.035	uncounted	exit	0.0	0	-c
1789631579	236	0.035	uncounted	exit	0.0	0	-c
1789631579	238	0.064	uncounted	exit	0.0	0	-c
1789631588	300	10.778	counted	exit	3.6	1	train.py
1789631619	399	6.350	counted	exit	2.5	1	train.py
1789631661	498	11.837	counted	exit	3.9	1	train.py
1789631824	599	33.560	counted	exit	9.4	1	train.py
1789631850	686	36.332	counted	exit	10.1	1	train.py
1789631938	787	83.290	counted	exit	22.3	1	train.py
1789632055	876	85.131	counted	exit	22.9	1	train.py
1789632173	977	82.956	counted	exit	22.2	1	train.py
1789632303	1076	250.940	counted	exit	65.7	3	train.py
1789632340	1112	0.738	uncounted	exit	0.4	0	-c
1789632442	1180	329.772	counted	exit	87.6	3	train.py
1789632539	1280	275.457	counted	exit	71.2	3	train.py
1789632641	1368	318.493	counted	exit	82.5	3	train.py
1789632742	1456	302.884	counted	exit	80.1	3	train.py
1789632776	1544	1.722	counted	exit	1.0	0	train.py
1789632892	1654	314.778	counted	exit	81.6	3	train.py
1789633007	1742	339.998	counted	exit	88.2	3	train.py
1789633117	1830	335.194	counted	exit	87.9	3	train.py
1789633274	1918	468.993	counted	term	120.9	5	train.py
1789633416	2018	464.543	counted	term	120.3	3	train.py
1789633589	2186	379.375	counted	exit	98.3	3	train.py
1789633739	2274	382.146	counted	exit	99.0	3	train.py
1789633866	2374	375.097	counted	exit	96.8	3	train.py
1789633967	2474	315.839	counted	exit	81.8	3	train.py
1789634185	2575	310.523	counted	exit	81.1	3	train.py
1789634302	2663	359.256	counted	exit	93.3	3	train.py
1789634416	2766	389.392	counted	exit	101.0	3	train.py
1789634574	2870	423.751	counted	exit	109.8	3	train.py
1789634691	3025	404.445	counted	exit	105.1	3	train.py
1789634817	3128	474.469	counted	term	121.7	3	train.py
1789634948	3243	457.507	counted	exit	118.0	3	train.py
1789635056	3370	374.893	counted	exit	97.2	3	train.py
1789635179	3537	422.124	counted	exit	109.3	3	train.py
1789635323	3652	433.886	counted	exit	113.1	3	train.py
1789635494	3755	456.292	counted	exit	117.5	3	train.py
1789635624	3858	479.760	counted	term	123.0	3	train.py
1789635837	3974	455.660	counted	exit	118.3	3	train.py
1789635984	4074	438.584	counted	exit	113.8	5	train.py
1789636175	4190	433.708	counted	exit	111.8	3	train.py
1789636302	4305	444.529	counted	exit	115.6	3	train.py
1789636441	4353	508.301	exempt	exit	132.6	3	validate.py
