ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789490074	42	1.468	uncounted	exit	1.3	0	-
1789490075	41	2.676	uncounted	exit	2.3	0	-c
1789490079	71	2.666	counted	exit	1.3	1	train.py
1789490088	117	7.886	counted	exit	2.6	1	train.py
1789490100	158	14.112	counted	exit	4.5	1	train.py
1789490109	200	8.787	counted	exit	2.9	1	train.py
1789490120	240	1.667	counted	exit	0.9	0	train.py
1789490123	263	0.041	uncounted	exit	0.0	0	-
1789490127	280	13.114	counted	exit	4.1	1	train.py
1789490139	324	18.820	counted	exit	5.5	1	train.py
1789490159	364	18.277	counted	exit	5.5	1	train.py
1789490173	405	13.943	counted	exit	4.8	1	train.py
1789490184	446	16.291	counted	exit	4.9	1	train.py
1789490196	487	21.425	counted	exit	6.2	1	train.py
1789490198	513	0.034	uncounted	exit	0.0	0	-
1789490206	530	29.725	counted	exit	8.2	1	train.py
1789490208	555	0.035	uncounted	exit	0.0	0	-
1789490221	572	46.919	counted	exit	12.6	1	train.py
1789490223	597	0.033	uncounted	exit	0.0	0	-
1789490246	614	90.212	counted	exit	23.5	1	train.py
1789490249	639	0.034	uncounted	exit	0.0	0	-
1789490274	656	93.531	counted	exit	24.5	1	train.py
1789490276	682	0.036	uncounted	exit	0.0	0	-
1789490299	699	87.519	counted	exit	22.8	1	train.py
1789490340	741	112.460	counted	exit	29.2	3	train.py
1789490342	766	0.050	uncounted	exit	0.0	0	-
1789490408	783	255.474	counted	exit	65.2	3	train.py
1789490416	809	0.035	uncounted	exit	0.0	0	-
1789490436	826	75.462	counted	exit	19.7	1	train.py
1789490438	851	0.033	uncounted	exit	0.0	0	-
1789490459	868	79.650	counted	exit	20.9	1	train.py
1789490461	894	0.035	uncounted	exit	0.0	0	-
1789490481	911	77.793	counted	exit	20.3	1	train.py
1789490483	936	0.049	uncounted	exit	0.0	0	-
1789490508	953	97.950	counted	exit	25.6	1	train.py
1789490510	978	0.051	uncounted	exit	0.0	0	-
1789490542	995	122.616	counted	exit	31.7	1	train.py
1789490544	1020	0.036	uncounted	exit	0.0	0	-
1789490581	1037	146.430	counted	exit	37.8	1	train.py
1789490584	1063	0.035	uncounted	exit	0.0	0	-
1789490613	1080	111.376	counted	exit	28.9	1	train.py
1789490615	1106	0.035	uncounted	exit	0.0	0	-
1789490621	1123	22.162	counted	exit	6.3	1	train.py
1789490623	1149	0.046	uncounted	exit	0.0	0	-
1789490637	1166	51.582	counted	exit	13.7	1	train.py
1789490641	1192	0.037	uncounted	exit	0.0	0	-
1789490682	1209	162.369	counted	exit	41.6	1	train.py
1789490684	1235	0.035	uncounted	exit	0.0	0	-
1789490713	1252	109.833	counted	exit	28.6	1	train.py
1789490715	1278	0.035	uncounted	exit	0.0	0	-
1789490747	1295	124.746	counted	exit	32.1	1	train.py
1789490749	1320	0.031	uncounted	exit	0.0	0	-
1789490779	1337	117.019	counted	exit	30.3	1	train.py
1789490788	1364	0.035	uncounted	exit	0.0	0	-
1789490789	1381	2.157	counted	exit	1.1	1	train.py
1789490792	1407	0.032	uncounted	exit	0.0	0	-
1789490807	1424	59.145	counted	exit	15.5	1	train.py
1789490815	1450	0.035	uncounted	exit	0.0	0	-
1789490918	1467	404.569	counted	exit	103.1	3	train.py
1789490922	1492	0.038	uncounted	exit	0.0	0	-
1789490994	1509	279.932	counted	exit	71.6	3	train.py
1789490996	1535	0.031	uncounted	exit	0.0	0	-
1789491062	1552	258.547	counted	exit	66.2	3	train.py
1789491066	1578	0.037	uncounted	exit	0.0	0	-
1789491166	1595	391.433	counted	exit	99.8	3	train.py
1789491169	1621	0.036	uncounted	exit	0.0	0	-
1789491261	1638	364.285	counted	exit	92.6	3	train.py
1789491266	1664	0.036	uncounted	exit	0.0	0	-
1789491351	1681	332.249	counted	exit	84.9	3	train.py
1789491353	1707	0.035	uncounted	exit	0.0	0	-
1789491449	1724	377.971	counted	exit	96.2	3	train.py
1789491560	1758	412.381	exempt	exit	105.9	3	validate.py
