ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789600116	105	0.034	uncounted	exit	0.0	0	-c
1789600116	107	0.032	uncounted	exit	0.0	0	-c
1789600116	109	0.032	uncounted	exit	0.0	0	-m --version
1789600117	111	0.033	uncounted	exit	0.0	0	-c
1789600146	195	4.666	counted	exit	3.3	1	train.py
1789600253	295	0.033	uncounted	exit	0.0	0	-c
1789600253	297	0.035	uncounted	exit	0.0	0	-c
1789600253	299	0.033	uncounted	exit	0.0	0	-c
1789600268	361	6.564	counted	exit	2.2	1	train.py
1789600331	473	2.850	counted	exit	1.4	1	train.py
1789600347	573	5.602	counted	exit	1.9	1	train.py
1789600387	671	3.501	counted	exit	1.6	1	train.py
1789600431	800	0.935	uncounted	exit	0.6	0	eda.py
1789600476	881	4.238	counted	exit	1.6	1	train.py
1789600488	968	6.636	counted	exit	2.2	1	train.py
1789600506	1066	5.967	counted	exit	2.2	1	train.py
1789600515	1164	4.213	counted	exit	1.6	1	train.py
1789600530	1262	8.675	counted	exit	2.7	3	train.py
1789600542	1364	15.945	counted	exit	4.5	6	train.py
1789600554	1466	29.685	counted	exit	8.0	12	train.py
1789600570	1553	31.537	counted	exit	8.5	12	train.py
1789600591	1651	31.415	counted	exit	8.4	12	train.py
1789600620	1749	60.829	counted	exit	16.0	12	train.py
1789600681	1848	33.667	counted	exit	9.4	12	train.py
1789600700	1946	32.168	counted	exit	8.6	12	train.py
1789600724	2059	59.277	counted	exit	15.4	24	train.py
1789600742	2146	33.155	counted	exit	9.5	12	train.py
1789600770	2233	34.818	counted	exit	10.3	12	train.py
1789600790	2331	33.524	counted	exit	9.9	12	train.py
1789600808	2418	32.577	counted	exit	9.6	12	train.py
1789600833	2516	38.517	counted	exit	11.8	12	train.py
1789600859	2614	55.348	counted	exit	15.4	12	train.py
1789600891	2727	70.927	counted	exit	20.3	24	train.py
1789600919	2814	65.683	counted	exit	18.8	24	train.py
1789600951	2916	67.653	counted	exit	19.4	24	train.py
1789601001	3029	140.162	counted	exit	39.9	48	train.py
1789601032	3128	75.534	counted	exit	19.6	24	train.py
1789601093	3217	76.645	counted	exit	19.9	24	train.py
1789601126	3315	79.248	counted	exit	20.6	24	train.py
1789601157	3413	73.787	counted	exit	19.1	24	train.py
1789601185	3500	73.782	counted	exit	19.1	24	train.py
1789601213	3654	70.017	counted	exit	18.2	24	train.py
1789601241	3808	72.296	counted	exit	18.8	24	train.py
1789601270	3962	71.024	counted	exit	18.5	24	train.py
1789601307	4065	69.395	counted	exit	18.1	24	train.py
1789601341	4178	96.872	counted	exit	25.1	24	train.py
1789601379	4276	104.831	counted	exit	26.9	36	train.py
1789601420	4442	102.287	counted	exit	26.5	36	train.py
1789601456	4489	120.597	exempt	exit	31.0	36	validate.py
