n	commit	unix_time	subject
00	30fc807	1789503061	baseline
01	acf0e5c	1789503161	regularized depth4 150 trees
02	32c68f6	1789503172	add hour/minute to regularized model
03	e2b8aad	1789503181	add frequency encodings
04	8c9a059	1789503207	5-model bagged ensemble
05	be0c2b1	1789503216	ensemble depth5
06	fd89022	1789503264	ablate Month
07	47b481c	1789503272	ablate DayofMonth
08	d29e50b	1789503336	reg_lambda 5
09	e2cb9dd	1789503352	ensemble 10 models
10	2daca72	1789503375	n_estimators 250
11	7a24e6c	1789503390	n_estimators 400
12	6bf1c13	1789503462	depth6 n400
13	bd53565	1789503487	depth7 n400
14	86856f8	1789503605	depth8 n400
15	aadb586	1789503658	depth10 n400
16	169b899	1789503711	depth12 n400
17	fe20c31	1789503802	depth14 n200
18	5bb532e	1789503859	depth16 n150
19	56c2720	1789503910	depth18 n120
20	2a698de	1789503955	depth20 n100
