ts	pid	kind	api	rows	seconds
1789536153	51	counted	train	100000	0.12
1789536220	135	counted	train	100000	6.45
1789536233	181	counted	train	100000	1.47
1789536242	222	counted	train	100000	0.16
1789536282	271	counted	train	100000	1.42
1789536297	313	counted	train	85000	2.52
1789536312	358	counted	train	100000	0.48
1789536319	398	counted	train	100000	1.02
1789536326	442	counted	train	100000	0.67
1789536337	486	counted	train	100000	0.69
1789536338	486	counted	train	100000	0.64
1789536339	486	counted	train	100000	0.66
1789536339	486	counted	train	100000	0.66
1789536340	486	counted	train	100000	0.66
1789536349	526	counted	train	100000	0.66
1789536349	526	counted	train	100000	0.64
1789536350	526	counted	train	100000	0.64
1789536351	526	counted	train	100000	1.02
1789536352	526	counted	train	100000	0.65
1789536363	570	counted	train	100000	0.55
1789536363	570	counted	train	100000	0.62
1789536364	570	counted	train	100000	0.67
1789536365	570	counted	train	100000	0.66
1789536365	570	counted	train	100000	0.64
1789536374	613	counted	train	100000	0.66
1789536375	613	counted	train	100000	0.68
1789536376	613	counted	train	100000	0.71
1789536377	613	counted	train	100000	0.69
1789536377	613	counted	train	100000	0.76
1789536384	653	counted	train	100000	0.62
1789536385	653	counted	train	100000	0.62
1789536386	653	counted	train	100000	0.66
1789536387	653	counted	train	100000	0.67
1789536387	653	counted	train	100000	0.68
1789536419	697	counted	train	100000	0.60
1789536419	697	counted	train	100000	0.62
1789536420	697	counted	train	100000	0.62
1789536421	697	counted	train	100000	0.64
1789536421	697	counted	train	100000	0.61
1789536431	741	counted	train	100000	1.43
1789536432	741	counted	train	100000	1.31
1789536433	741	counted	train	100000	1.31
1789536435	741	counted	train	100000	1.32
1789536436	741	counted	train	100000	1.34
1789536443	781	counted	train	100000	1.26
1789536444	781	counted	train	100000	1.21
1789536445	781	counted	train	100000	1.22
1789536447	781	counted	train	100000	1.26
1789536448	781	counted	train	100000	1.25
1789536449	781	counted	train	100000	1.24
1789536451	781	counted	train	100000	1.26
1789536452	781	counted	train	100000	1.29
1789536453	781	counted	train	100000	1.32
1789536455	781	counted	train	100000	1.28
1789536466	821	counted	train	100000	1.24
1789536467	821	counted	train	100000	1.25
1789536468	821	counted	train	100000	1.25
1789536470	821	counted	train	100000	1.24
1789536471	821	counted	train	100000	1.31
1789536472	821	counted	train	100000	1.30
1789536474	821	counted	train	100000	1.31
1789536475	821	counted	train	100000	1.30
1789536476	821	counted	train	100000	1.31
1789536478	821	counted	train	100000	1.38
1789536479	821	counted	train	100000	1.30
1789536481	821	counted	train	100000	1.32
1789536482	821	counted	train	100000	1.30
1789536483	821	counted	train	100000	1.31
1789536485	821	counted	train	100000	1.26
1789536486	821	counted	train	100000	1.30
1789536487	821	counted	train	100000	1.33
1789536489	821	counted	train	100000	1.32
1789536490	821	counted	train	100000	1.31
1789536491	821	counted	train	100000	1.34
1789536504	861	counted	train	100000	0.99
1789536505	861	counted	train	100000	1.01
1789536506	861	counted	train	100000	1.03
1789536507	861	counted	train	100000	1.01
1789536508	861	counted	train	100000	1.22
1789536510	861	counted	train	100000	1.25
1789536511	861	counted	train	100000	1.31
1789536512	861	counted	train	100000	1.29
1789536514	861	counted	train	100000	1.27
1789536515	861	counted	train	100000	1.27
1789536516	861	counted	train	100000	1.25
1789536518	861	counted	train	100000	1.28
1789536519	861	counted	train	100000	1.27
1789536520	861	counted	train	100000	1.25
1789536522	861	counted	train	100000	1.27
1789536523	861	counted	train	100000	1.25
1789536524	861	counted	train	100000	1.30
1789536526	861	counted	train	100000	1.34
1789536527	861	counted	train	100000	1.24
1789536528	861	counted	train	100000	1.25
1789536543	905	counted	train	100000	1.34
1789536545	905	counted	train	100000	1.32
1789536546	905	counted	train	100000	1.32
1789536547	905	counted	train	100000	1.33
1789536549	905	counted	train	100000	1.37
1789536550	905	counted	train	100000	1.31
1789536551	905	counted	train	100000	1.34
1789536553	905	counted	train	100000	1.31
1789536554	905	counted	train	100000	1.34
1789536556	905	counted	train	100000	1.31
1789536557	905	counted	train	100000	1.35
1789536558	905	counted	train	100000	1.32
1789536560	905	counted	train	100000	1.33
1789536561	905	counted	train	100000	1.30
1789536562	905	counted	train	100000	1.33
1789536564	905	counted	train	100000	1.36
1789536565	905	counted	train	100000	1.33
1789536567	905	counted	train	100000	1.32
1789536568	905	counted	train	100000	1.34
