ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789599630	47	4.996	counted	exit	3.5	1	train.py
1789599652	92	1.708	uncounted	exit	0.8	0	-c
1789599681	126	28.745	counted	exit	8.1	1	train.py
1789599734	152	72.366	uncounted	exit	19.1	3	-
1789599772	164	65.888	uncounted	exit	17.7	4	-
1789599806	195	5.378	counted	exit	1.9	1	train.py
1789599837	220	91.963	uncounted	exit	23.6	8	-
1789599882	232	143.454	uncounted	exit	36.6	7	-
1789599951	244	121.724	uncounted	exit	31.4	24	-
1789599964	271	6.073	counted	exit	2.1	1	train.py
1789600054	296	35.384	uncounted	exit	9.7	7	-
1789600095	308	1.761	uncounted	exit	1.1	0	-
1789600116	317	35.688	uncounted	exit	10.1	7	-
1789600133	329	41.226	uncounted	exit	11.1	8	-
1789600171	341	104.747	uncounted	exit	27.4	19	-
1789600262	353	94.241	uncounted	exit	42.6	10	-
1789600330	365	56.145	uncounted	exit	15.4	12	-
1789600431	377	54.670	uncounted	exit	14.6	12	-
1789600483	389	67.709	uncounted	exit	18.2	15	-
1789600522	416	64.062	counted	exit	16.8	14	train.py
1789600568	441	127.761	uncounted	exit	33.2	26	-
1789600637	453	218.225	uncounted	exit	55.7	42	-
1789600727	465	145.682	uncounted	exit	38.1	31	-
1789600753	477	0.052	uncounted	exit	0.0	0	-
1789600754	494	1.671	counted	exit	1.0	0	train.py
1789600792	533	115.803	counted	exit	29.9	25	train.py
1789600871	558	195.957	uncounted	exit	50.3	41	-
1789600889	570	18.249	uncounted	exit	5.4	1	-
1789600926	582	106.467	uncounted	exit	27.4	9	-
1789600955	594	39.872	uncounted	exit	10.8	9	-
1789601380	606	510.624	uncounted	exit	408.2	27	-
1789601643	618	340.415	uncounted	exit	238.7	26	-
1789601672	630	0.068	uncounted	exit	0.0	0	-
1789601713	648	119.355	counted	exit	30.8	25	train.py
1789601810	673	176.963	uncounted	exit	66.2	31	-
1789602016	685	565.007	uncounted	exit	143.1	150	-
1789602112	697	1.618	uncounted	exit	0.9	0	-
1789602186	706	20.203	uncounted	exit	6.0	4	-
1789602227	718	18.437	uncounted	exit	5.4	4	-
1789602280	730	31.554	uncounted	exit	8.9	7	-
1789602438	742	62.244	uncounted	exit	16.9	13	-
1789602522	754	58.992	uncounted	exit	16.0	11	-
1789602751	766	105.725	uncounted	exit	27.5	10	-
1789602844	778	77.890	uncounted	exit	20.8	9	-
1789603048	790	16.155	uncounted	exit	5.1	2	-
1789603133	802	95.258	uncounted	exit	25.3	12	-
1789603154	814	1.816	uncounted	exit	1.1	0	-
1789603238	823	151.019	uncounted	exit	39.4	12	-
1789603598	835	356.130	uncounted	exit	93.3	12	-
1789604009	847	629.421	uncounted	exit	165.3	12	-
1789604602	859	1935.466	uncounted	exit	509.5	32	-
1789605164	871	326.911	uncounted	exit	88.1	8	-
1789605558	883	721.460	uncounted	exit	191.2	11	-
1789605895	895	602.094	uncounted	exit	159.6	8	-
1789606580	924	268.084	counted	exit	69.9	5	train.py
1789606728	949	327.855	uncounted	exit	87.1	6	-
1789606873	961	345.796	uncounted	exit	91.6	6	-
1789606987	973	310.265	uncounted	exit	82.3	5	-
1789607131	985	0.070	uncounted	exit	0.0	0	-
1789607208	1004	292.895	counted	exit	76.7	5	train.py
1789607448	1029	431.030	uncounted	exit	113.4	8	-
1789607799	1041	425.808	uncounted	exit	112.8	9	-
1789608118	1070	333.879	counted	exit	87.7	6	train.py
1789608269	1095	106.770	uncounted	exit	29.4	4	-
1789608481	1107	183.604	uncounted	exit	50.0	3	-
1789609005	1139	355.509	counted	exit	93.7	7	train.py
1789609182	1166	400.668	uncounted	exit	106.4	7	-
1789609382	1178	0.041	uncounted	exit	0.0	0	-
1789609465	1197	313.207	counted	exit	82.6	6	train.py
1789609634	1222	239.518	uncounted	exit	64.8	4	-
1789609902	1234	0.032	uncounted	exit	0.0	0	-
1789610002	1253	372.484	counted	exit	99.8	7	train.py
1789610158	1279	448.384	exempt	exit	122.0	7	validate.py
1789610179	1291	0.068	uncounted	exit	0.0	0	-
1789610249	1310	255.840	counted	exit	69.5	7	train.py
1789610261	1336	0.034	uncounted	exit	0.0	0	-
1789610363	1355	386.845	counted	exit	101.9	7	train.py
1789610392	1381	0.058	uncounted	exit	0.0	0	-
1789610410	1400	65.205	counted	exit	18.0	2	train.py
1789610553	1426	0.067	uncounted	exit	0.0	0	-
1789610666	1445	430.003	counted	exit	113.5	7	train.py
1789610851	1488	395.721	counted	exit	105.4	7	train.py
1789610863	1514	0.059	uncounted	exit	0.0	0	-
1789610875	1533	41.814	counted	exit	11.7	7	train.py
1789610882	1559	0.050	uncounted	exit	0.0	0	-
1789610988	1578	396.113	counted	exit	106.4	7	train.py
1789611007	1603	0.066	uncounted	exit	0.0	0	-
1789611114	1622	403.283	counted	exit	107.0	7	train.py
1789611122	1648	0.064	uncounted	exit	0.0	0	-
1789611220	1667	365.124	counted	exit	97.7	7	train.py
1789611235	1693	0.073	uncounted	exit	0.0	0	-
1789611343	1712	407.449	counted	exit	107.6	7	train.py
1789611481	1740	475.026	exempt	exit	130.1	7	validate.py
