ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789593513	108	0.067	uncounted	exit	0.0	0	-c
1789593513	110	0.041	uncounted	exit	0.0	0	-c
1789593513	112	0.031	uncounted	exit	0.0	0	-m --version
1789593513	114	0.039	uncounted	exit	0.0	0	-c
1789593607	188	5.036	counted	exit	3.5	1	train.py
1789593629	250	0.064	uncounted	exit	0.0	0	-c
1789593629	252	0.034	uncounted	exit	0.0	0	-c
1789593629	254	0.041	uncounted	exit	0.0	0	-c
1789593646	316	26.007	counted	exit	7.3	1	train.py
1789593677	416	1.846	counted	exit	1.1	0	train.py
1789593686	526	9.737	counted	exit	3.2	1	train.py
1789593708	584	0.750	uncounted	exit	0.4	0	-c
1789593711	599	0.663	uncounted	exit	0.3	0	-
1789593803	668	5.031	counted	exit	2.0	1	train.py
1789593815	766	2.935	counted	exit	1.4	1	train.py
1789593822	868	5.733	counted	exit	2.1	1	train.py
1789593833	981	7.946	counted	exit	2.7	1	train.py
1789593869	1083	13.469	counted	exit	4.1	1	train.py
1789593883	1196	8.126	counted	exit	2.7	1	train.py
1789593894	1298	7.943	counted	exit	2.7	1	train.py
1789593901	1400	7.546	counted	exit	2.5	1	train.py
1789593973	1514	10.552	counted	exit	3.4	1	train.py
1789594034	1628	39.865	counted	exit	13.5	1	train.py
1789594054	1741	8.122	counted	exit	2.7	1	train.py
1789594130	1845	28.136	counted	exit	9.4	1	train.py
1789594155	1958	15.726	counted	exit	4.6	1	train.py
1789594182	2071	9.756	counted	exit	3.2	1	train.py
1789594225	2184	9.750	counted	exit	3.1	1	train.py
1789594262	2352	8.107	counted	exit	2.8	1	train.py
1789594275	2465	8.000	counted	exit	2.8	1	train.py
1789594295	2567	7.032	counted	exit	2.4	1	train.py
1789594404	2684	22.275	counted	exit	6.4	3	train.py
1789594425	2786	42.742	counted	exit	11.6	6	train.py
1789594456	2889	1.583	counted	exit	0.9	0	train.py
1789594474	2999	43.390	counted	exit	11.9	6	train.py
1789594497	3101	61.209	counted	exit	16.5	9	train.py
1789594544	3256	73.024	counted	exit	19.7	9	train.py
1789594574	3358	71.744	counted	exit	19.3	9	train.py
1789594753	3462	70.696	counted	exit	19.0	9	train.py
1789594850	3643	76.731	counted	exit	20.9	9	train.py
1789594856	3688	0.748	uncounted	exit	0.4	0	-
1789594975	3707	322.792	uncounted	exit	82.1	36	-
1789595088	3740	337.850	uncounted	exit	86.8	36	-
1789595097	3773	1.696	uncounted	exit	1.0	0	-
1789595179	3792	282.101	uncounted	exit	72.3	36	-
1789595237	3815	208.383	uncounted	exit	53.2	27	-
1789595428	3838	221.578	uncounted	exit	56.8	27	-
1789595473	3914	91.733	counted	exit	26.0	9	train.py
1789595535	4121	76.619	counted	exit	20.8	9	train.py
1789595688	4331	72.962	counted	exit	20.0	9	train.py
1789595918	4539	82.459	counted	exit	22.5	9	train.py
1789596140	4749	78.349	counted	exit	21.8	9	train.py
1789596242	4784	1.713	uncounted	exit	1.0	0	-
1789596357	4804	162.787	uncounted	exit	42.3	18	-
1789596431	4827	0.685	uncounted	exit	0.3	0	-
1789596646	4843	112.664	uncounted	exit	29.7	9	-
1789596840	4866	165.005	uncounted	exit	42.9	18	-
1789596996	4889	428.516	uncounted	exit	109.2	45	-
1789597023	4926	0.064	uncounted	exit	0.0	0	-c
1789597023	4928	0.034	uncounted	exit	0.0	0	-c
1789597023	4930	0.050	uncounted	exit	0.0	0	-c
1789597063	4978	119.282	counted	exit	31.2	12	train.py
1789597232	5013	451.668	uncounted	exit	115.9	36	-
1789597492	5036	424.256	uncounted	exit	108.4	24	-
1789597715	5181	203.492	counted	exit	52.7	12	train.py
1789598059	5216	805.491	uncounted	exit	204.6	51	-
1789598196	5239	213.850	uncounted	exit	55.8	12	-
1789598306	5331	213.698	counted	exit	55.6	12	train.py
1789598626	5367	1145.877	uncounted	exit	292.3	60	-
1789598988	5402	804.815	uncounted	exit	205.2	36	-
1789598996	5446	0.068	uncounted	exit	0.0	0	-c
1789598996	5448	0.035	uncounted	exit	0.0	0	-c
1789598996	5450	0.047	uncounted	exit	0.0	0	-c
1789599065	5506	239.617	counted	exit	62.5	12	train.py
1789599313	5558	239.426	exempt	exit	62.1	12	validate.py
