ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789487180	50	4.973	counted	exit	3.6	1	train.py
1789487196	75	1.491	uncounted	exit	0.7	0	-c
1789487205	84	0.764	uncounted	exit	0.4	0	-
1789487239	110	51.932	counted	exit	14.2	2	train.py
1789487288	151	107.266	counted	exit	28.8	5	train.py
1789487307	192	14.714	counted	exit	4.5	8	train.py
1789487317	218	0.036	uncounted	exit	0.0	0	-
1789487330	235	46.580	counted	exit	12.6	8	train.py
1789487337	261	0.035	uncounted	exit	0.0	0	-
1789487348	278	39.539	counted	exit	10.7	9	train.py
1789487370	319	1.709	counted	exit	1.0	0	train.py
1789487374	342	0.036	uncounted	exit	0.0	0	-
1789487375	359	1.690	counted	exit	0.9	0	train.py
1789487393	400	41.665	counted	exit	11.5	6	train.py
1789487402	426	0.042	uncounted	exit	0.0	0	-
1789487415	443	46.169	counted	exit	12.6	7	train.py
1789487426	470	0.046	uncounted	exit	0.0	0	-
1789487453	487	106.484	counted	exit	27.8	9	train.py
1789487474	528	1.627	counted	exit	0.9	0	train.py
1789487477	551	0.035	uncounted	exit	0.0	0	-
1789487485	568	28.971	counted	exit	8.0	5	train.py
1789487499	595	0.039	uncounted	exit	0.0	0	-
1789487520	612	76.870	counted	exit	20.7	8	train.py
1789487530	638	0.039	uncounted	exit	0.0	0	-
1789487554	656	52.745	counted	exit	14.5	8	train.py
1789487563	682	0.037	uncounted	exit	0.0	0	-
1789487564	699	1.904	counted	exit	1.2	0	train.py
1789487567	722	0.043	uncounted	exit	0.0	0	-
1789487586	739	67.282	counted	exit	18.6	13	train.py
1789487593	765	0.040	uncounted	exit	0.0	0	-
1789487617	782	88.616	counted	exit	24.2	15	train.py
1789487630	808	0.035	uncounted	exit	0.0	0	-
1789487650	825	74.418	counted	exit	20.2	12	train.py
1789487663	851	0.038	uncounted	exit	0.0	0	-
1789487722	868	226.335	counted	exit	58.2	9	train.py
1789487737	894	0.043	uncounted	exit	0.0	0	-
1789487771	911	123.716	counted	exit	33.3	20	train.py
1789487785	937	0.041	uncounted	exit	0.0	0	-
