ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789498960	110	0.045	uncounted	exit	0.0	0	-c
1789498960	112	0.046	uncounted	exit	0.0	0	-c
1789498960	114	0.051	uncounted	exit	0.0	0	-m --version
1789498960	116	0.058	uncounted	exit	0.0	0	-c
1789498974	236	4.777	counted	exit	3.4	1	train.py
1789498979	272	0.935	uncounted	exit	0.5	0	-
1789498995	314	0.047	uncounted	exit	0.0	0	-c
1789498995	316	0.047	uncounted	exit	0.0	0	-c
1789498996	318	0.049	uncounted	exit	0.0	0	-c
1789499015	384	3.681	counted	exit	1.7	1	train.py
1789499031	501	11.741	counted	exit	3.7	1	train.py
1789499059	618	10.193	counted	exit	3.3	1	train.py
1789499069	654	0.845	uncounted	exit	0.5	0	-
1789499079	738	2.974	counted	exit	1.4	1	train.py
1789499087	774	0.046	uncounted	exit	0.0	0	-
1789499090	804	4.156	counted	exit	1.7	1	train.py
1789499093	839	0.050	uncounted	exit	0.0	0	-
1789499095	859	7.486	counted	exit	2.5	1	train.py
1789499110	966	7.496	counted	exit	2.5	1	train.py
1789499159	1147	7.480	counted	exit	2.9	1	train.py
1789499178	1266	29.092	counted	exit	8.2	5	train.py
1789499203	1370	49.858	counted	exit	13.2	8	train.py
1789499242	1474	98.446	counted	exit	25.5	16	train.py
1789499261	1603	11.844	counted	exit	3.7	1	train.py
1789499267	1638	0.808	uncounted	exit	0.4	0	-
1789499285	1736	45.650	counted	exit	12.2	8	train.py
1789499290	1771	0.043	uncounted	exit	0.0	0	-
1789499301	1790	42.939	counted	exit	11.5	8	train.py
1789499304	1825	0.049	uncounted	exit	0.0	0	-
1789499313	1844	32.500	counted	exit	8.7	8	train.py
1789499316	1880	0.036	uncounted	exit	0.0	0	-
1789499328	1899	44.780	counted	exit	12.1	8	train.py
1789499334	1934	0.050	uncounted	exit	0.0	0	-
1789499347	1953	47.528	counted	exit	12.7	8	train.py
1789499363	1988	0.053	uncounted	exit	0.0	0	-
1789499378	2007	55.994	counted	exit	15.1	8	train.py
1789499387	2044	0.049	uncounted	exit	0.0	0	-
1789499409	2063	82.489	counted	exit	21.5	12	train.py
1789499413	2099	0.052	uncounted	exit	0.0	0	-
1789499426	2118	47.203	counted	exit	12.9	8	train.py
1789499433	2155	0.035	uncounted	exit	0.0	0	-
1789499463	2174	116.836	counted	exit	30.0	16	train.py
1789499472	2222	0.053	uncounted	exit	0.0	0	-
1789499497	2241	92.644	counted	exit	24.3	8	train.py
1789499508	2278	0.044	uncounted	exit	0.0	0	-
1789499522	2297	50.140	counted	exit	13.5	8	train.py
1789499528	2333	0.052	uncounted	exit	0.0	0	-
1789499539	2352	43.664	counted	exit	11.7	8	train.py
1789499547	2388	0.045	uncounted	exit	0.0	0	-
1789499559	2407	46.565	counted	exit	12.5	8	train.py
1789499562	2443	0.042	uncounted	exit	0.0	0	-
1789499573	2462	41.759	counted	exit	11.2	8	train.py
1789499582	2498	0.045	uncounted	exit	0.0	0	-
1789499595	2517	49.200	counted	exit	13.2	8	train.py
1789499602	2553	0.050	uncounted	exit	0.0	0	-
1789499614	2572	43.673	counted	exit	11.7	8	train.py
1789499625	2608	0.054	uncounted	exit	0.0	0	-
1789499626	2627	1.946	counted	exit	1.2	0	train.py
1789499656	2750	49.278	counted	exit	13.4	8	train.py
1789499671	2789	0.044	uncounted	exit	0.0	0	-
1789499694	2809	89.813	counted	exit	23.3	12	train.py
1789499697	2845	0.047	uncounted	exit	0.0	0	-
1789499731	2864	128.248	counted	exit	33.0	16	train.py
1789499738	2901	0.044	uncounted	exit	0.0	0	-
1789499780	2920	161.712	counted	exit	41.4	20	train.py
1789499783	2958	0.045	uncounted	exit	0.0	0	-
1789499903	2977	466.495	counted	term	120.0	18	train.py
1789499947	3015	0.045	uncounted	exit	0.0	0	-
1789499988	3034	157.759	counted	exit	40.5	20	train.py
1789499993	3072	0.041	uncounted	exit	0.0	0	-
1789500032	3093	151.456	counted	exit	38.9	16	train.py
1789500048	3129	0.047	uncounted	exit	0.0	0	-
1789500091	3148	166.427	counted	exit	42.8	20	train.py
1789500097	3186	0.037	uncounted	exit	0.0	0	-
1789500134	3205	139.741	counted	exit	36.1	16	train.py
1789500143	3252	0.049	uncounted	exit	0.0	0	-
1789500180	3271	144.323	counted	exit	37.2	16	train.py
1789500227	3312	172.771	exempt	exit	44.8	16	validate.py
