ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789508161	129	5.286	counted	exit	3.8	1	train.py
1789508165	171	0.806	uncounted	exit	0.4	0	/tmp/explore.py
1789508179	249	1.680	counted	exit	1.1	0	train.py
1789508199	360	33.347	counted	exit	9.5	1	train.py
1789508213	472	10.675	counted	exit	3.2	1	train.py
1789508229	593	10.199	counted	exit	3.1	1	train.py
1789508237	672	1.693	counted	exit	1.0	0	train.py
1789508246	762	7.085	counted	exit	2.3	2	train.py
1789508270	898	3.487	counted	exit	1.7	1	train.py
1789508292	1058	2.783	counted	exit	1.3	1	train.py
1789508306	1154	5.828	counted	exit	2.1	5	train.py
1789508321	1293	14.218	counted	exit	4.2	15	train.py
1789508333	1370	22.345	counted	exit	6.3	25	train.py
1789508344	1506	1.739	counted	exit	1.0	0	train.py
1789508360	1596	44.614	counted	exit	12.0	50	train.py
1789508384	1674	50.783	counted	exit	13.7	50	train.py
1789508426	1795	124.843	counted	exit	32.7	100	train.py
1789508448	1901	50.661	counted	exit	13.8	50	train.py
1789508481	2021	56.458	counted	exit	15.6	50	train.py
1789508514	2153	78.377	counted	exit	20.8	50	train.py
1789508593	2293	215.185	counted	exit	57.1	254	train.py
1789508685	2392	299.528	counted	exit	78.4	351	train.py
1789508755	2562	200.596	counted	exit	54.7	256	train.py
1789508762	2606	0.642	uncounted	exit	0.3	0	-c
1789508822	2669	201.779	counted	exit	54.5	255	train.py
1789508893	2788	209.208	counted	exit	57.3	256	train.py
1789508965	2931	212.376	counted	exit	59.2	258	train.py
1789509031	3055	209.535	counted	exit	57.0	256	train.py
1789509100	3155	230.597	counted	exit	62.5	255	train.py
1789509170	3252	226.721	counted	exit	61.8	255	train.py
1789509238	3408	185.099	counted	exit	51.9	215	train.py
1789509325	3489	294.658	counted	exit	80.4	245	train.py
1789509392	3629	208.059	counted	exit	57.5	225	train.py
1789509457	3747	206.463	counted	exit	56.9	222	train.py
1789509525	3848	226.479	counted	exit	62.5	235	train.py
1789509588	3949	203.992	counted	exit	56.6	225	train.py
1789509660	4068	235.857	counted	exit	66.0	255	train.py
1789509723	4187	196.683	counted	exit	54.6	222	train.py
1789509780	4266	191.765	counted	exit	53.3	222	train.py
1789509840	4345	203.828	counted	exit	56.2	222	train.py
1789509905	4424	208.978	counted	exit	58.4	222	train.py
1789509981	4578	211.437	counted	exit	62.2	222	train.py
1789510043	4648	209.902	exempt	exit	58.0	222	validate.py
