n	commit	unix_time	subject
00	7763aef	1789593071	baseline
01	d492094	1789593182	FE without route categorical, 30 trees
02	626de21	1789593189	100 trees
03	fe6fcdd	1789593346	depth 8, 200 trees, subsample/colsample 0.8, mcw 10
04	97c6759	1789593603	ensemble of 3 XGB configs, seed-averaged
05	00ebf59	1789593634	6-config diverse ensemble
06	9210e75	1789593816	12-member seed-bagged ensemble
07	832a2c1	1789594053	phase-aligned day cycle features (anchor 5am)
08	918b288	1789594415	schedule volume features (no target)
09	0413388	1789594470	finer volume features: carrier-hour, hour-block volumes, shares
10	7dbf245	1789594547	arrival congestion features: est arrival time, dest arrival volume, rel position
11	f5480ab	1789594601	windowed congestion density +-60min, arrival cyclical
12	1c2b76b	1789594780	asymmetric + wider congestion windows, intensity shares
13	53eed16	1789594925	refactor: fast windowed densities, prepare once per predict
14	da4b1c2	1789595015	incoming aircraft supply + same-carrier bank congestion
15	08bc689	1789595177	16-member ensemble (8 configs x 2 seeds)
16	acf985b	1789595577	24-member ensemble (8 configs x 3 seeds)
17	f09a956	1789596480	ablate native carrier/origin/dest categoricals
18	499ef27	1789596866	fine 30-min windows + forward arrivals at dest
19	7a12e48	1789596940	15-min windows, fine incoming, asymmetric broad
