ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789634828	124	4.889	counted	exit	3.5	1	train.py
1789634894	253	19.884	counted	exit	6.2	1	train.py
1789634928	312	1.718	uncounted	exit	1.0	0	/cell/harness_state/tmp/opencode/analyze1.py
1789635003	376	265.081	uncounted	exit	69.4	17	/cell/harness_state/tmp/opencode/analyze1.py
1789635029	426	16.917	uncounted	exit	5.4	1	/cell/harness_state/tmp/opencode/analyze2.py
1789635049	475	1.854	uncounted	exit	1.1	0	/cell/harness_state/tmp/opencode/dbg1.py
1789635172	523	15.576	uncounted	exit	4.7	2	/cell/harness_state/tmp/opencode/dbg2.py
1789635209	572	35.823	uncounted	exit	10.0	4	/cell/harness_state/tmp/opencode/dbg2.py
1789635414	628	296.485	uncounted	exit	78.9	16	/cell/harness_state/tmp/opencode/analyze3.py
1789635502	680	239.471	uncounted	exit	62.0	22	/cell/harness_state/tmp/opencode/analyze4.py
1789635609	728	343.297	uncounted	exit	89.5	27	/cell/harness_state/tmp/opencode/analyze5.py
1789635929	784	906.204	uncounted	exit	251.7	25	/cell/harness_state/tmp/opencode/analyze6.py
1789636186	847	832.376	uncounted	exit	215.6	29	/cell/harness_state/tmp/opencode/analyze7.py
1789636759	895	2099.597	uncounted	exit	553.6	44	/cell/harness_state/tmp/opencode/analyze8.py
1789636834	964	233.165	counted	exit	60.5	5	train.py
1789637135	1030	1025.149	uncounted	exit	267.5	18	/cell/harness_state/tmp/opencode/analyze9.py
1789637365	1080	845.980	uncounted	exit	221.2	16	/cell/harness_state/tmp/opencode/analyze10.py
1789637437	1130	237.632	counted	exit	62.5	5	train.py
1789637798	1195	1293.380	uncounted	exit	338.3	21	/cell/harness_state/tmp/opencode/analyze11.py
1789637866	1243	186.812	uncounted	exit	49.3	4	/cell/harness_state/tmp/opencode/analyze12.py
1789637938	1292	257.888	counted	exit	68.0	5	train.py
1789638040	1381	314.786	uncounted	exit	82.2	5	/cell/harness_state/tmp/opencode/analyze13.py
1789638134	1430	297.550	uncounted	exit	78.8	6	/cell/harness_state/tmp/opencode/analyze14.py
1789638173	1497	90.989	counted	exit	23.8	2	train.py
1789638243	1575	237.652	counted	exit	65.4	5	train.py
1789638255	1627	0.037	uncounted	exit	0.0	0	-
1789638335	1644	297.709	counted	exit	79.2	6	train.py
1789638347	1692	0.032	uncounted	exit	0.0	0	-
1789638427	1709	304.591	counted	exit	80.1	6	train.py
1789638437	1761	0.040	uncounted	exit	0.0	0	-
1789638517	1779	308.584	counted	exit	80.4	6	train.py
1789638527	1838	0.032	uncounted	exit	0.0	0	-
1789638611	1855	312.953	counted	exit	83.7	6	train.py
1789638698	1922	271.044	counted	exit	71.2	6	train.py
1789638776	1989	290.915	counted	exit	75.3	6	train.py
1789638791	2039	0.034	uncounted	exit	0.0	0	-
1789638869	2056	301.195	counted	exit	78.2	6	train.py
1789638942	2122	267.129	counted	exit	70.0	6	train.py
1789638954	2172	0.033	uncounted	exit	0.0	0	-
1789639030	2189	291.556	counted	exit	75.7	6	train.py
1789639039	2238	0.032	uncounted	exit	0.0	0	-
1789639130	2256	346.477	counted	exit	91.6	7	train.py
1789639215	2321	287.810	counted	exit	76.1	6	train.py
1789639362	2401	380.242	counted	exit	98.8	6	train.py
1789639367	2452	0.163	uncounted	exit	0.1	0	-
1789639445	2470	290.220	counted	exit	78.5	6	train.py
1789639530	2535	301.701	counted	exit	78.7	6	train.py
1789639534	2585	0.032	uncounted	exit	0.0	0	-
1789639624	2602	335.154	counted	exit	89.2	6	train.py
1789639723	2668	366.595	counted	exit	95.8	6	train.py
1789639823	2733	366.085	counted	exit	96.0	6	train.py
1789639905	2798	287.868	counted	exit	77.6	6	train.py
1789639999	2864	326.343	counted	exit	87.7	6	train.py
1789640079	2930	289.503	counted	exit	76.5	6	train.py
1789640167	2996	307.082	counted	exit	81.0	6	train.py
1789640171	3048	0.032	uncounted	exit	0.0	0	-
1789640262	3066	345.447	counted	exit	90.4	6	train.py
1789640372	3142	375.012	exempt	exit	101.9	6	validate.py
1789640393	3195	0.033	uncounted	exit	0.0	0	-
1789640485	3212	347.966	counted	exit	92.2	6	train.py
