ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789652396	109	0.066	uncounted	exit	0.0	0	-c
1789652396	111	0.047	uncounted	exit	0.0	0	-c
1789652396	113	0.034	uncounted	exit	0.0	0	-m --version
1789652396	115	0.034	uncounted	exit	0.0	0	-c
1789652419	185	4.963	counted	exit	3.5	1	train.py
1789652432	220	1.843	uncounted	exit	1.1	0	-c
1789652443	271	0.069	uncounted	exit	0.0	0	-c
1789652443	273	0.034	uncounted	exit	0.0	0	-c
1789652443	275	0.040	uncounted	exit	0.0	0	-c
1789652484	338	8.760	counted	exit	3.2	1	train.py
1789652539	437	10.578	counted	exit	3.9	1	train.py
1789652568	537	13.484	counted	exit	4.3	1	train.py
1789652582	650	15.182	counted	exit	4.8	1	train.py
1789652593	752	19.280	counted	exit	5.9	1	train.py
1789652616	865	25.840	counted	exit	7.7	1	train.py
1789652633	967	33.982	counted	exit	10.0	1	train.py
1789652679	1070	40.626	counted	exit	11.6	1	train.py
1789652708	1172	65.863	counted	exit	18.0	1	train.py
1789652759	1337	58.811	counted	exit	16.6	1	train.py
1789652782	1452	55.706	counted	exit	15.6	1	train.py
1789652807	1609	57.910	counted	exit	16.5	1	train.py
1789652839	1763	66.667	counted	exit	19.3	1	train.py
1789652870	1878	65.687	counted	exit	18.6	1	train.py
1789652900	1944	59.215	counted	exit	16.7	1	train.py
1789653009	2114	287.617	counted	exit	77.9	5	train.py
1789653089	2220	231.028	counted	exit	62.7	5	train.py
1789653207	2654	255.403	counted	exit	67.8	5	train.py
1789653316	2838	310.794	counted	exit	82.2	5	train.py
1789653409	2993	316.715	counted	exit	83.8	5	train.py
1789653581	3173	303.060	counted	exit	81.2	5	train.py
1789653675	3292	279.321	counted	exit	72.1	5	train.py
1789653779	3460	339.296	counted	exit	89.7	5	train.py
1789653836	3524	195.404	counted	exit	52.9	5	train.py
1789653930	3695	308.753	counted	exit	82.2	5	train.py
1789654039	3863	337.626	counted	exit	90.6	5	train.py
1789654155	3917	387.893	counted	exit	101.3	6	train.py
1789654278	3970	445.515	counted	term	120.2	6	train.py
1789654386	4036	387.963	counted	exit	103.3	6	train.py
1789654491	4088	376.003	counted	exit	100.6	6	train.py
1789654590	4140	367.496	counted	exit	97.5	6	train.py
1789654687	4192	350.486	counted	exit	93.8	6	train.py
1789654791	4255	372.052	counted	exit	99.1	6	train.py
1789654877	4307	311.703	counted	exit	83.3	6	train.py
1789655006	4372	464.526	counted	term	121.5	6	train.py
1789655112	4437	356.431	counted	exit	96.1	6	train.py
1789655220	4490	383.554	counted	exit	104.6	6	train.py
1789655336	4543	409.786	counted	exit	111.0	6	train.py
1789655458	4595	452.071	counted	exit	118.9	6	train.py
1789655589	4644	472.104	exempt	exit	127.3	6	validate.py
