ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789542336	108	0.049	uncounted	exit	0.0	0	-c
1789542336	110	0.040	uncounted	exit	0.0	0	-c
1789542336	112	0.036	uncounted	exit	0.0	0	-m --version
1789542336	114	0.048	uncounted	exit	0.0	0	-c
1789542368	205	4.307	uncounted	exit	3.6	0	-c
1789542384	252	2.919	counted	exit	1.4	1	train.py
1789542396	287	0.859	uncounted	exit	0.5	0	-c
1789542398	302	0.719	uncounted	exit	0.3	0	-c
1789542426	344	0.048	uncounted	exit	0.0	0	-c
1789542426	346	0.048	uncounted	exit	0.0	0	-c
1789542426	348	0.061	uncounted	exit	0.0	0	-c
1789542436	411	12.953	counted	exit	4.2	1	train.py
1789542450	512	20.885	counted	exit	6.1	1	train.py
1789542474	666	29.101	counted	exit	8.2	1	train.py
1789542486	833	28.524	counted	exit	8.1	1	train.py
1789542502	1039	1.875	counted	exit	1.1	0	train.py
1789542520	1220	34.900	counted	exit	10.1	1	train.py
1789542526	1334	0.728	uncounted	exit	0.3	0	-c
1789542529	1366	2.198	counted	exit	1.4	0	train.py
1789542553	1529	62.074	counted	exit	17.4	1	train.py
1789542564	1646	20.366	counted	exit	6.0	1	train.py
1789542585	1800	36.165	counted	exit	9.9	1	train.py
1789542600	1955	40.634	counted	exit	11.2	1	train.py
1789542615	2072	38.962	counted	exit	10.7	1	train.py
1789542628	2176	35.197	counted	exit	9.7	1	train.py
1789542645	2280	51.550	counted	exit	13.9	1	train.py
1789542660	2384	45.024	counted	exit	12.2	1	train.py
1789542675	2488	44.753	counted	exit	12.1	1	train.py
1789542697	2605	64.206	counted	exit	17.4	1	train.py
1789542718	2709	65.127	counted	exit	17.3	1	train.py
1789542735	2826	48.525	counted	exit	12.9	1	train.py
1789542802	2949	215.719	counted	exit	55.5	4	train.py
1789542869	3053	225.733	counted	exit	59.2	4	train.py
1789542945	3157	277.485	counted	exit	72.8	4	train.py
1789543034	3261	325.915	counted	exit	85.8	4	train.py
1789543128	3365	346.067	counted	exit	90.6	4	train.py
1789543228	3469	372.457	counted	exit	96.7	4	train.py
1789543323	3586	311.965	counted	exit	81.8	4	train.py
1789543451	3754	471.898	counted	term	123.3	4	train.py
1789543553	3973	373.486	counted	exit	96.4	3	train.py
1789543656	4088	355.694	counted	exit	96.0	3	train.py
1789543752	4204	348.696	counted	exit	91.6	3	train.py
1789543860	4321	398.179	counted	exit	103.2	3	train.py
1789543960	4438	367.270	counted	exit	95.6	3	train.py
1789544047	4542	310.554	counted	exit	81.1	3	train.py
1789544147	4659	356.298	counted	exit	95.5	3	train.py
1789544247	4763	369.386	counted	exit	96.8	3	train.py
1789544358	4878	402.883	counted	exit	105.4	3	train.py
1789544488	4995	464.660	counted	exit	118.4	3	train.py
1789544586	5047	364.565	counted	exit	95.7	3	train.py
1789544686	5153	334.456	counted	exit	87.3	3	train.py
1789544802	5203	416.805	exempt	exit	112.9	3	validate.py
