ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789648516	50	4.695	counted	exit	3.3	1	train.py
1789648533	75	1.627	uncounted	exit	0.9	0	-c
1789648538	83	1.558	uncounted	exit	0.8	0	-c
1789648553	116	11.399	counted	exit	3.5	1	train.py
1789648577	142	31.373	uncounted	exit	8.7	5	-
1789648618	154	55.531	uncounted	exit	15.1	8	-
1789648644	166	57.075	uncounted	exit	15.2	7	-
1789648667	178	49.885	uncounted	exit	13.4	7	-
1789648687	190	41.731	uncounted	exit	11.7	6	-
1789648722	202	108.799	uncounted	exit	28.4	5	-
1789648733	231	11.261	counted	exit	3.4	1	train.py
1789648751	256	39.170	uncounted	exit	10.6	4	-
1789648772	268	67.526	uncounted	exit	17.7	6	-
1789648818	280	145.696	uncounted	exit	37.2	11	-
1789648895	292	265.499	uncounted	exit	67.8	3	-
1789648903	304	1.641	uncounted	exit	0.9	0	-
1789648907	313	1.642	uncounted	exit	0.9	0	-
1789648939	322	107.163	uncounted	exit	28.7	6	-
1789648985	334	157.560	uncounted	exit	40.4	9	-
1789649113	346	469.197	uncounted	exit	123.4	18	-
1789649321	358	763.313	uncounted	exit	203.1	13	-
1789649672	370	1294.747	uncounted	exit	347.1	18	-
1789650331	382	2237.062	uncounted	exit	593.4	21	-
1789650787	394	1667.708	uncounted	exit	446.1	23	-
1789650881	423	305.022	counted	exit	81.6	5	train.py
1789651109	448	735.749	uncounted	exit	202.7	12	-
1789651311	460	687.382	uncounted	exit	183.4	10	-
1789651379	472	229.049	uncounted	exit	61.2	3	-
1789651382	484	0.037	uncounted	exit	0.0	0	-
1789651442	503	221.035	counted	exit	60.1	3	train.py
1789651455	528	0.033	uncounted	exit	0.0	0	-
1789651517	547	222.594	counted	exit	61.1	3	train.py
1789651521	575	0.034	uncounted	exit	0.0	0	-
1789651588	594	250.150	counted	exit	66.9	3	train.py
1789651592	620	0.034	uncounted	exit	0.0	0	-
1789651652	639	219.881	counted	exit	59.2	3	train.py
1789651662	664	0.032	uncounted	exit	0.0	0	-
1789651729	683	245.275	counted	exit	66.3	3	train.py
1789651792	709	0.041	uncounted	exit	0.0	0	-
1789651890	728	368.921	counted	exit	98.2	5	train.py
1789651897	754	0.039	uncounted	exit	0.0	0	-
1789651991	773	364.626	counted	exit	94.4	3	train.py
1789651996	799	0.034	uncounted	exit	0.0	0	-
1789652067	818	271.235	counted	exit	70.7	3	train.py
1789652069	844	0.033	uncounted	exit	0.0	0	-
1789652128	863	209.852	counted	exit	58.9	3	train.py
1789652138	889	0.045	uncounted	exit	0.0	0	-
1789652139	908	1.855	counted	exit	1.1	0	train.py
1789652149	953	1.782	counted	exit	1.0	0	train.py
1789652222	994	239.843	counted	exit	64.8	3	train.py
1789652228	1020	0.035	uncounted	exit	0.0	0	-
1789652293	1040	244.833	counted	exit	65.1	3	train.py
1789652301	1066	0.038	uncounted	exit	0.0	0	-
1789652356	1085	197.114	counted	exit	54.9	3	train.py
1789652391	1111	0.032	uncounted	exit	0.0	0	-
1789652449	1130	212.715	counted	exit	57.1	3	train.py
1789652483	1155	0.033	uncounted	exit	0.0	0	-
1789652539	1174	199.472	counted	exit	55.8	3	train.py
1789652549	1200	0.033	uncounted	exit	0.0	0	-
1789652604	1219	207.059	counted	exit	54.8	3	train.py
1789652627	1245	0.035	uncounted	exit	0.0	0	-
1789652685	1264	218.324	counted	exit	58.4	3	train.py
1789652689	1290	0.034	uncounted	exit	0.0	0	-
1789652737	1309	176.647	counted	exit	47.9	3	train.py
1789652743	1334	0.033	uncounted	exit	0.0	0	-
1789652780	1353	134.034	counted	exit	36.7	3	train.py
1789652785	1378	0.032	uncounted	exit	0.0	0	-
1789652807	1397	81.636	counted	exit	22.6	3	train.py
1789652817	1423	0.033	uncounted	exit	0.0	0	-
1789652869	1442	195.932	counted	exit	52.4	3	train.py
1789652873	1467	0.039	uncounted	exit	0.0	0	-
1789652932	1486	216.792	counted	exit	59.4	3	train.py
1789652939	1512	0.032	uncounted	exit	0.0	0	-
1789652980	1531	145.863	counted	exit	40.2	3	train.py
1789653013	1556	0.046	uncounted	exit	0.0	0	-
1789653048	1575	129.238	counted	exit	35.4	3	train.py
1789653052	1601	0.047	uncounted	exit	0.0	0	-
1789653123	1620	265.565	counted	exit	71.3	5	train.py
1789653132	1645	0.035	uncounted	exit	0.0	0	-
1789653205	1664	272.228	counted	exit	73.4	5	train.py
1789653208	1690	0.033	uncounted	exit	0.0	0	-
1789653274	1709	246.850	counted	exit	66.5	5	train.py
1789653280	1735	0.031	uncounted	exit	0.0	0	-
1789653347	1754	251.279	counted	exit	66.9	5	train.py
1789653351	1780	0.035	uncounted	exit	0.0	0	-
1789653411	1799	218.788	counted	exit	60.0	5	train.py
1789653507	1825	0.035	uncounted	exit	0.0	0	-
1789653580	1844	266.568	counted	exit	72.7	5	train.py
1789653589	1869	0.034	uncounted	exit	0.0	0	-
1789653648	1888	207.610	counted	exit	58.6	5	train.py
1789653652	1914	0.035	uncounted	exit	0.0	0	-
1789653729	1933	284.878	counted	exit	76.8	5	train.py
1789653828	1961	336.277	exempt	exit	92.1	5	validate.py
1789653853	1973	0.034	uncounted	exit	0.0	0	-
1789653928	1992	280.338	counted	exit	75.2	5	train.py
1789653943	2018	0.034	uncounted	exit	0.0	0	-
1789654032	2037	329.330	counted	exit	89.7	6	train.py
1789654147	2062	398.382	exempt	exit	108.6	6	validate.py
