ts	pid	cpu_s	kind	event	wall_s	fits	argv
1789501243	107	0.048	uncounted	exit	0.0	0	-c
1789501243	109	0.044	uncounted	exit	0.0	0	-c
1789501243	111	0.042	uncounted	exit	0.0	0	-m --version
1789501244	113	0.045	uncounted	exit	0.0	0	-c
1789501272	189	3.588	uncounted	exit	3.1	0	-c
1789501287	244	3.224	counted	exit	1.5	1	train.py
1789501302	306	0.048	uncounted	exit	0.0	0	-c
1789501302	308	0.050	uncounted	exit	0.0	0	-c
1789501302	310	0.049	uncounted	exit	0.0	0	-c
1789501312	372	10.351	counted	exit	3.2	1	train.py
1789501325	459	12.170	counted	exit	3.7	1	train.py
1789501339	546	13.511	counted	exit	4.2	1	train.py
1789501353	644	19.406	counted	exit	5.7	1	train.py
1789501367	742	13.545	counted	exit	4.1	1	train.py
1789501387	851	15.501	counted	exit	4.6	1	train.py
1789501403	950	26.530	counted	exit	7.4	1	train.py
1789501423	1048	41.458	counted	exit	11.1	1	train.py
1789501467	1148	133.016	counted	exit	34.1	5	train.py
1789501488	1236	24.327	counted	exit	7.1	1	train.py
1789501507	1335	28.859	counted	exit	8.0	1	train.py
1789501553	1422	144.606	counted	exit	37.1	5	train.py
1789501605	1522	166.485	counted	exit	42.6	5	train.py
1789501662	1622	187.124	counted	exit	47.6	7	train.py
1789501727	1722	213.339	counted	exit	54.4	5	train.py
1789501784	1810	194.482	counted	exit	49.6	5	train.py
1789501931	1910	435.364	counted	term	120.0	7	train.py
1789502024	2011	331.266	counted	exit	83.9	7	train.py
1789502106	2111	260.667	counted	exit	66.3	1	train.py
1789502236	2211	474.971	counted	term	120.0	2	train.py
1789502366	2312	474.676	counted	term	120.0	2	train.py
1789502417	2413	161.113	counted	exit	41.6	2	train.py
1789502441	2514	53.917	counted	exit	14.4	1	train.py
1789502483	2614	124.639	counted	exit	32.1	1	train.py
1789502533	2752	131.444	counted	exit	33.8	4	train.py
1789502572	2852	114.992	counted	exit	29.9	1	train.py
1789502672	2953	352.154	counted	exit	89.4	7	train.py
1789502793	3053	428.814	counted	exit	109.4	7	train.py
1789502894	3154	359.150	counted	exit	91.3	7	train.py
1789503010	3254	406.128	counted	exit	104.9	7	train.py
1789503115	3354	370.384	counted	exit	94.0	7	train.py
1789503161	3454	144.809	counted	exit	37.0	3	train.py
1789503246	3554	295.529	counted	exit	75.0	7	train.py
1789503343	3654	340.334	counted	exit	86.5	7	train.py
1789503436	3754	327.219	counted	exit	82.9	7	train.py
1789503517	3854	280.691	counted	exit	71.2	7	train.py
1789503606	3954	308.738	counted	exit	78.3	7	train.py
1789503695	4054	299.948	counted	exit	76.0	7	train.py
1789503826	4154	475.876	counted	term	120.9	7	train.py
1789503915	4202	334.396	exempt	exit	84.8	7	validate.py
